name,price,core_count,core_clock,boost_clock,tdp,graphics,smt
AMD FX-4300,0,4,3.8,0,95,Unknown,FALSE
Intel Xeon E3-1226 V3,0,4,3.3,3.7,84,Intel HD Graphics P4600,FALSE
Intel Xeon E3-1230 V5,0,4,3.4,3.8,80,Unknown,TRUE
Intel Pentium G4560,0,2,3.5,0,54,Intel HD Graphics 610,TRUE
AMD A6-7480,0,2,3.5,3.8,65,Radeon R5 (on die),FALSE
Intel Pentium E5800,58,2,3.2,0,65,Unknown,FALSE
Intel Xeon E3-1220 V5,121.05,4,3,3.5,80,Unknown,FALSE
Intel Celeron G3900,53.5,2,2.8,0,51,Intel HD Graphics 510,FALSE
Intel Core 2 Quad Q6600,94.97,4,2.4,0,100,Unknown,FALSE
Intel Core i9-7920X,0,12,2.9,4.4,140,Unknown,TRUE
Intel Core i7-880,0,4,3.06,0,95,Unknown,TRUE
Intel Core i7-970,0,6,3.2,0,130,Unknown,TRUE
AMD Sempron 140,0,1,2.7,0,45,Unknown,FALSE
AMD FX-4130,0,4,3.8,0,125,Unknown,FALSE
Intel Xeon E5-2660 V2,0,10,2.2,3,95,Unknown,TRUE
Intel Xeon E5-1650,0,6,3.2,3.8,130,Unknown,TRUE
Intel Xeon E5-2603 V3,135,6,1.6,0,85,Unknown,FALSE
Intel Xeon E5-2650L V4,0,14,1.7,2.5,65,Unknown,TRUE
Intel Core i5-8600T,0,6,2.3,3.7,35,Intel UHD Graphics 630,FALSE
AMD Threadripper 2950X,0,16,3.5,4.4,180,Unknown,TRUE
Intel Core i5-9600T,0,6,2.3,3.9,35,Intel UHD Graphics 630,FALSE
Intel Xeon E-2276G,0,6,3.8,4.9,80,Intel HD Graphics P630,TRUE
Intel Core i3-10305,169.99,4,3.8,4.5,65,Intel UHD Graphics 630,TRUE
Intel Core i3-2120T,60,2,2.6,0,35,Intel HD Graphics 2000,TRUE
Intel Core i3-2105,60,2,3.1,0,65,Intel HD Graphics 3000,TRUE
AMD FX-9370,0,8,4.4,4.7,220,Unknown,FALSE
Intel Xeon E5-4650,0,8,2.7,3.3,130,Unknown,TRUE
Intel Xeon E5-2630L V3,410,8,1.8,2.9,55,Unknown,TRUE
Intel Core 2 Duo E6750,89.95,2,2.66,0,65,Unknown,FALSE
Intel Pentium E6800,0,2,3.333,0,65,Unknown,FALSE
AMD A8-3850,0,4,2.9,0,100,Radeon HD 6550D,FALSE
Intel Pentium G645,70,2,2.9,0,65,Intel HD Graphics 2500,FALSE
Intel Xeon E3-1220 V2,0,4,3.1,0,69,Unknown,FALSE
AMD A10-6790K,0,4,4,4.3,100,Radeon HD 8670D,FALSE
Intel Xeon E5-2690,0,8,2.9,3.8,135,Unknown,TRUE
Intel Xeon E5-2670,0,8,2.6,3.3,115,Unknown,TRUE
Intel Xeon E5-2667 V2,0,8,3.3,4,130,Unknown,TRUE
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,45,Intel HD Graphics,TRUE
Intel Core i7-6850K,0,6,3.6,3.8,140,Unknown,TRUE
Intel Core i3-7300,0,2,4,0,51,Intel HD Graphics 630,TRUE
Intel Core i3-9350K,0,4,4,4.6,91,Intel HD Graphics 630,FALSE
Intel Core i7-860,189.95,4,2.8,0,95,Unknown,TRUE
Intel Xeon E-2176G,844.02,6,3.7,4.7,80,Intel HD Graphics P630,TRUE
Intel Core i5-4690,0,4,3.5,3.9,84,Intel HD Graphics 4600,FALSE
Intel Xeon E-2236,441.91,6,3.4,4.8,80,Unknown,TRUE
AMD Phenom II X4 975,168.02,4,3.6,0,125,Unknown,FALSE
Intel Xeon E5-2620 V3,95.07,6,2.4,3.2,85,Unknown,TRUE
AMD A6-7470K,89,2,3.7,4,65,Radeon R5 (on die),FALSE
Intel Xeon E5-2643 V4,479,6,3.4,3.7,135,Unknown,TRUE
Intel Xeon E-2278G,0,8,3.4,5,80,Intel HD Graphics P630,TRUE
Intel Celeron E3400,0,2,2.6,0,65,Unknown,FALSE
Intel Core i7-930,0,4,2.8,0,130,Unknown,TRUE
Intel Core 2 Extreme QX6700,0,4,2.66,0,100,Unknown,FALSE
AMD Athlon II X3 455,0,3,3.3,0,95,Unknown,FALSE
AMD Phenom II X4 840,0,4,3.2,0,95,Unknown,FALSE
AMD Phenom II X4 980 Black,0,4,3.7,0,125,Unknown,FALSE
Intel Core i3-3220T,80,2,2.8,0,35,Intel HD Graphics 2500,TRUE
Intel Core i3-4330,0,2,3.5,0,54,Intel HD Graphics 4600,TRUE
Intel Xeon E3-1271 V3,0,4,3.6,4,80,Unknown,TRUE
Intel Core i3-3240,0,2,3.4,0,55,Intel HD Graphics 2500,TRUE
Intel Core i7-6700T,0,4,2.8,3.6,35,Intel HD Graphics 530,TRUE
Intel Xeon E3-1240 V5,0,4,3.5,3.9,80,Unknown,TRUE
AMD Opteron 6328,499.99,8,3.2,3.8,115,Unknown,FALSE
Intel Xeon E5-2470V2,229.95,10,2.4,3.2,95,Unknown,TRUE
Intel Core i3-8350K,0,4,4,0,91,Intel UHD Graphics 630,FALSE
Intel Core i3-560,60,2,3.333,0,73,Intel HD Graphics,TRUE
Intel Pentium G2140,45,2,3.3,0,55,Intel HD Graphics,FALSE
AMD A10-6700,112.76,4,3.7,0,65,Radeon HD 8670D,FALSE
AMD A10-5800K,78.02,4,3.8,0,100,Radeon HD 7660D,FALSE
Intel Core i7-6900K,295.06,8,3.2,3.7,140,Unknown,TRUE
Intel Core 2 Duo E6320,0,2,1.86,0,65,Unknown,FALSE
Intel Core i5-680,0,2,3.6,0,73,Intel HD Graphics,TRUE
Intel Core 2 Quad Q8400,155.97,4,2.66,0,95,Unknown,FALSE
Intel Core i5-4690K,0,4,3.5,3.9,88,Intel HD Graphics 4600,FALSE
Intel Xeon E3-1246 V3,0,4,3.5,3.9,84,Intel HD Graphics P4600,TRUE
AMD FX-8370E,0,8,3.3,4.3,95,Unknown,FALSE
AMD Phenom II X2 B59,0,2,3.4,0,80,Unknown,FALSE
Intel Core i3-6100T,149.94,2,3.2,0,35,Intel HD Graphics 530,TRUE
Intel Xeon E3-1275 V5,0,4,3.6,4,80,Intel HD Graphics P530,TRUE
Intel Xeon E3-1230 V6,0,4,3.5,3.9,72,Unknown,TRUE
AMD Athlon 240GE,0,2,3.5,0,35,Radeon Vega 3,TRUE
Intel Core i5-9400,0,6,2.9,4.1,65,Intel UHD Graphics 630,FALSE
Intel Core i5-4590T,0,4,2,0,35,Intel HD Graphics 4000,TRUE
Intel Xeon E5-2695 V3,498.95,14,2.3,3.3,120,Unknown,TRUE
AMD Athlon II X4 635,58.02,4,2.9,0,95,Unknown,FALSE
Intel Xeon E5-2603,98.95,4,1.8,0,80,Unknown,FALSE
Intel Xeon E3-1280 V5,0,4,3.7,4,80,Unknown,TRUE
Intel Core 2 Duo E4300,0,2,1.8,0,65,Unknown,FALSE
Intel Core 2 Duo E4500,0,2,2.2,0,65,Unknown,FALSE
Intel Pentium G6950,55.01,2,2.8,0,73,Intel HD Graphics,FALSE
Intel Core i5-750,403,4,2.66,0,95,Unknown,FALSE
AMD Phenom II X4 830,55.05,4,2.8,0,95,Unknown,FALSE
AMD A6-3650,0,4,2.6,0,100,Radeon HD 6530D,FALSE
AMD FX-8120,0,8,3.1,0,125,Unknown,FALSE
Intel Core i3-4350,0,2,3.6,0,54,Intel HD Graphics 4600,TRUE
Intel Xeon E3-1276 V3,0,4,3.6,4,84,Intel HD Graphics P4600,TRUE
Intel Xeon E5-2690,0,8,2.9,3.8,135,Unknown,TRUE
Intel Xeon E5-1630 V3,0,4,3.7,3.8,140,Unknown,TRUE
Intel Xeon E5-2623 V3,229.95,4,3,3.5,105,Unknown,TRUE
AMD FX-8310,0,8,3.4,4.3,95,Unknown,FALSE
Intel Core i5-6500T,0,4,2.5,3.1,35,Intel HD Graphics 530,FALSE
AMD FX-8370,0,8,4,4.3,125,Unknown,FALSE
Intel Core i7-7800X,0,6,3.5,4,140,Unknown,TRUE
Intel Xeon E5-2420V2,0,6,2.2,2.7,80,Unknown,TRUE
Intel Core i3-8300T,0,4,3.2,0,35,Intel UHD Graphics 630,FALSE
AMD Ryzen 7 1800X,0,8,3.6,4,95,Unknown,TRUE
AMD Threadripper 2920X,0,12,3.5,4.3,180,Unknown,TRUE
AMD Athlon 220GE,0,2,3.4,0,35,Radeon Vega 3,TRUE
Intel Xeon E-2136,796,6,3.3,4.5,80,Unknown,TRUE
AMD A4-3400,134.09,2,2.7,0,65,Radeon HD 6410D,FALSE
AMD A4-3300,89.95,2,2.5,0,65,Radeon HD 6410D,FALSE
Intel Xeon E5-1620 V4,136.62,4,3.5,3.8,140,Unknown,TRUE
Intel Xeon E3-1285 V6,994.94,4,4.1,4.5,79,Intel HD Graphics 630,TRUE
Intel Xeon E-2146G,825,6,3.5,4.5,80,Intel HD Graphics P630,TRUE
Intel Core 2 Duo E7400,0,2,2.8,0,65,Unknown,FALSE
Intel Core i7-975 Extreme Edition,0,4,3.33,0,130,Unknown,TRUE
AMD Phenom II X6 1075T,0,6,3,0,95,Unknown,FALSE
Intel Pentium G840,0,2,2.8,0,65,Intel HD Graphics,FALSE
AMD A6-3500,0,3,2.1,0,65,Radeon HD 6530D,FALSE
AMD FX-8150,0,8,3.6,0,125,Unknown,FALSE
Intel Xeon E3-1230,0,4,3.2,0,80,Unknown,TRUE
Intel Xeon E3-1225 V2,247.5,4,3.2,0,77,Intel HD Graphics P4000,FALSE
AMD FX-9590,0,8,4.7,5,220,Unknown,FALSE
Intel Core i7-5960X,0,8,3,3.5,140,Unknown,TRUE
Intel Xeon E5-2650L V3,0,12,1.8,2.5,65,Unknown,TRUE
Intel Core i5-4570S,0,4,2.9,0,65,Intel HD Graphics 4600,FALSE
Intel Xeon E3-1270 V5,0,4,3.6,4,80,Unknown,TRUE
Intel Xeon E3-1260L V5,0,4,2.9,3.9,45,Unknown,TRUE
Intel Xeon E3-1235L V5,0,4,2,3,25,Intel HD Graphics P530,FALSE
Intel Xeon E5-2603 V4,449.95,6,1.7,0,85,Unknown,FALSE
AMD Athlon 5370,0,4,2.2,0,25,Radeon R3 (on die),FALSE
Intel Core i7-9800X,0,8,3.8,4.5,165,Unknown,TRUE
Intel Core i5-9600,0,6,3.1,4.6,65,Intel UHD Graphics 630,FALSE
Intel Xeon E-2136,0,6,3.3,4.5,80,Unknown,TRUE
Intel Xeon E-2274G,1064,4,4,4.9,83,Intel HD Graphics P630,TRUE
Intel Xeon E5-1650 V3,0,6,3.5,3.8,140,Unknown,TRUE
Intel Xeon E3-1275 V2,374,4,3.5,0,77,Intel HD Graphics P4000,TRUE
Intel Xeon E3-1280 V6,562,4,3.9,4.2,72,Unknown,TRUE
Intel Core 2 Quad Q9400,0,4,2.66,0,95,Unknown,FALSE
Intel Core i3-2125,152,2,3.3,0,65,Intel HD Graphics 3000,TRUE
AMD A4-6300B,54.44,2,3.7,3.9,65,Radeon HD 8370D,FALSE
Intel Xeon E5-2643 V3,235.44,6,3.4,3.7,135,Unknown,TRUE
AMD Opteron 6344,349.99,12,2.6,3.2,115,Unknown,FALSE
Intel Xeon E5-2683 V3,896.5,14,2,3,120,Unknown,TRUE
Intel Xeon E3-1220 V6,389.95,4,3,3.5,72,Unknown,FALSE
Intel Xeon E3-1225 V6,355.29,4,3.3,3.7,73,Intel HD Graphics P630,FALSE
Intel Xeon E-2174G,655.27,4,3.8,4.7,71,Intel HD Graphics P630,TRUE
AMD Phenom II X4 810,0,4,2.6,0,95,Unknown,FALSE
Intel Celeron E1200,0,2,1.6,0,65,Unknown,FALSE
Intel Pentium E2200,0,2,2.2,0,65,Unknown,FALSE
Intel Core 2 Duo E4400,108,2,2,0,65,Unknown,FALSE
Intel Pentium E5200,0,2,2.5,0,65,Unknown,FALSE
Intel Core 2 Duo E6550,89.95,2,2.33,0,65,Unknown,FALSE
Intel Core 2 Duo E6700,74.95,2,2.66,0,65,Unknown,FALSE
Intel Core i7-920,0,4,2.66,0,130,Unknown,TRUE
AMD Phenom II X4 965,0,4,3.4,0,125,Unknown,FALSE
AMD Athlon II X2 270,0,2,3.4,0,65,Unknown,FALSE
AMD FX-6200,0,6,3.8,0,125,Unknown,FALSE
Intel Pentium G640T,84.88,2,2.4,0,35,Intel HD Graphics,FALSE
AMD A10-5700,0,4,3.4,0,65,Radeon HD 7660D,FALSE
AMD Athlon II X4 651K,0,4,3,0,100,Unknown,FALSE
Intel Xeon E3-1235,219,4,3.2,0,95,Intel HD Graphics,TRUE
Intel Xeon E3-1245,245,4,3.3,0,95,Intel HD Graphics,TRUE
Intel Pentium G3420,0,2,3.2,0,54,Intel HD Graphics,FALSE
Intel Core i5-3340S,0,4,2.8,3.3,65,Intel HD Graphics 2500,FALSE
Intel Xeon E5-2620 V2,0,6,2.1,2.6,80,Unknown,TRUE
Intel Core i3-4360,0,2,3.7,0,54,Intel HD Graphics 4600,TRUE
Intel Pentium G3240,0,2,3.1,0,53,Intel HD Graphics,FALSE
AMD Sempron 150,0,1,2.9,0,45,Unknown,FALSE
AMD Opteron 6378,0,16,2.4,3.3,115,Unknown,FALSE
AMD A10-7890K,0,4,4.1,4.3,95,Radeon R7 (on-die),FALSE
AMD Athlon X4 870K,0,4,3.9,4.1,95,Unknown,FALSE
AMD A8-7650K,0,4,3.3,3.7,95,Radeon R7 (on-die),FALSE
Intel Xeon E5-2430V2,0,6,2.5,3,80,Unknown,TRUE
Intel Core i5-9500F,0,6,3,4.4,65,Unknown,FALSE
Intel Xeon E-2236,0,6,3.4,4.8,80,Unknown,TRUE
Intel Xeon E-2104G,589,4,3.2,0,65,Intel HD Graphics P630,FALSE
Intel Xeon E-2246G,0,6,3.6,4.8,80,Intel HD Graphics P630,TRUE
Intel Pentium Gold G6600,0,2,4.2,0,58,Intel UHD Graphics 630,TRUE
Intel Pentium G4620,224.12,2,3.7,0,51,Intel HD Graphics 630,TRUE
Intel Core i5-660,149.94,2,3.33,0,73,Intel HD Graphics,TRUE
Intel Core 2 Duo E8400,168.14,2,3,0,65,Unknown,FALSE
Intel Core i5-661,80,2,3.33,0,87,Intel HD Graphics,TRUE
Intel Celeron G540,69.98,2,2.5,0,65,Intel HD Graphics,FALSE
Intel Celeron G3920,495.09,2,2.6,0,35,Intel HD Graphics 510,FALSE
Intel Xeon E-2124G,279.88,4,3.4,4.5,71,Intel HD Graphics P630,FALSE
AMD Phenom II X3 720,0,3,2.8,0,95,Unknown,FALSE
Intel Celeron E1600,0,2,2.4,0,65,Unknown,FALSE
Intel Pentium E2180,0,2,2,0,65,Unknown,FALSE
Intel Core 2 Duo E8600,0,2,3.33,0,65,Unknown,FALSE
Intel Core i7-965 Extreme Edition,0,4,3.2,0,130,Unknown,TRUE
Intel Core 2 Quad Q9650,0,4,3,0,95,Unknown,FALSE
AMD Sempron 145,0,1,2.8,0,45,Unknown,FALSE
Intel Core i5-2405S,0,4,2.5,0,65,Intel HD Graphics 3000,FALSE
AMD FX-8100,0,8,2.8,0,95,Unknown,FALSE
AMD FX-4170,0,4,4.2,0,125,Unknown,FALSE
AMD A4-4000,0,2,3,0,65,Radeon HD 7480D,FALSE
AMD A6-6420K,0,2,4,4.2,65,Radeon HD 8000 Series,FALSE
Intel Pentium G3440,0,2,3.3,0,53,Intel HD Graphics,FALSE
AMD A10-7800,0,4,3.5,3.9,65,Radeon R7 (on-die),FALSE
AMD FX-4100,0,4,3.6,0,95,Unknown,FALSE
Intel Xeon E5-2637 V2,0,4,3.5,3.8,130,Unknown,TRUE
AMD Pro A10-7800B,0,4,3.5,3.9,65,Radeon R7 (on-die),FALSE
AMD A4-7300,0,2,3.8,4,65,Radeon HD 8470D,FALSE
AMD A10-7860k,0,4,3.6,4,65,Radeon R7 (on-die),FALSE
Intel Core i7-6900K,0,8,3.2,3.7,140,Unknown,TRUE
Intel Celeron G3930,63.92,2,2.9,0,51,Intel HD Graphics 610,FALSE
Intel Pentium G4560T,0,2,2.9,0,35,Intel HD Graphics 610,TRUE
Intel Core i3-7300T,128.46,2,3.5,0,35,Intel HD Graphics 630,TRUE
AMD A8-7670K,0,4,3.6,3.9,95,Radeon R7 (on-die),FALSE
Intel Xeon E-2126G,896,6,3.3,4.5,80,Intel HD Graphics P630,FALSE
Intel Core i5-4670T,0,4,2.3,0,45,Intel HD Graphics 4600,FALSE
Intel Xeon E5-2665,149.94,8,2.4,3.1,115,Unknown,TRUE
Intel Core 2 Duo E4300,70,2,1.8,0,65,Unknown,FALSE
Intel Xeon E3-1220,115,4,3.1,0,80,Unknown,FALSE
AMD FX-4350,113.51,4,4.2,0,125,Unknown,FALSE
Intel Pentium G3470,58.31,2,3.6,0,53,Intel HD Graphics,FALSE
Intel Pentium G3470,153.1,2,3.6,0,53,Intel HD Graphics,FALSE
AMD Phenom II X4 925,0,4,2.8,0,95,Unknown,FALSE
Intel Core 2 Duo E7600,0,2,3.06,0,65,Unknown,FALSE
Intel Core 2 Quad Q6700,0,4,2.66,0,100,Unknown,FALSE
Intel Core 2 Quad Q9550S,0,4,2.83,0,65,Unknown,FALSE
Intel Core 2 Extreme QX6850,0,4,3,0,130,Unknown,FALSE
AMD Athlon II X4 645,0,4,3.1,0,95,Unknown,FALSE
AMD Athlon II X3 450,0,3,3.2,0,95,Unknown,FALSE
Intel Pentium G2120,52,2,3.1,0,55,Intel HD Graphics,FALSE
Intel Xeon E3-1240,0,4,3.3,0,80,Unknown,TRUE
Intel Xeon E3-1265L V2,0,4,2.5,0,45,Intel HD Graphics 2500,TRUE
Intel Xeon E3-1225 V3,0,4,3.2,3.6,84,Intel HD Graphics P4600,FALSE
Intel Xeon E5-1660,0,6,3.3,3.9,130,Unknown,TRUE
AMD A10-6800K,0,4,4.1,0,100,Radeon HD 8670D,FALSE
AMD A4-3450,0,2,2.9,0,65,Unknown,FALSE
Intel Core i3-4160T,0,2,3.1,0,35,Intel HD Graphics 4400,TRUE
Intel Xeon E5-2630,0,6,2.3,0,95,Unknown,TRUE
AMD FX-8370,0,8,4,4.3,125,Unknown,FALSE
Intel Pentium G3450,0,2,3.4,0,53,Intel HD Graphics,FALSE
Intel Core i7-6950X,0,10,3,3.5,140,Unknown,TRUE
Intel Pentium G4600,169.95,2,3.6,0,51,Intel HD Graphics 630,TRUE
Intel Core i5-7500T,199.95,4,2.7,3.3,35,Intel HD Graphics 630,FALSE
Intel Xeon E3-1240 V6,429.95,4,3.7,4.1,72,Unknown,TRUE
Intel Core i9-7960X,0,16,2.8,4.4,165,Unknown,TRUE
AMD Athlon X4 970,0,4,3.8,4,65,Unknown,FALSE
Intel Core i9-9820X,0,10,3.3,4.1,165,Unknown,TRUE
Intel Core i5-9500F,0,6,3,4.4,65,Unknown,FALSE
Intel Celeron E3300,64.79,2,2.5,0,65,Unknown,FALSE
AMD Phenom II X6 1035T,0,6,2.6,0,95,Unknown,FALSE
Intel Xeon E5-2620,77,6,2,0,95,Unknown,TRUE
AMD Pro A10-7850B,148.02,4,3.7,4,95,Radeon R7 (on-die),FALSE
Intel Xeon E3-1220 V5,354.97,4,3,3.5,80,Unknown,FALSE
Intel Core i9-9920X,0,12,3.5,4.4,165,Unknown,TRUE
AMD Athlon II X2 255,0,2,3.1,0,65,Unknown,FALSE
Intel Celeron 430,59.95,1,1.8,0,35,Unknown,FALSE
Intel Celeron 430,59.95,1,1.8,0,35,Unknown,FALSE
AMD Phenom II X2 545,0,2,3,0,80,Unknown,FALSE
AMD Phenom II X2 550 Black,0,2,3.1,0,80,Unknown,FALSE
AMD Athlon II X4 635,0,4,2.9,0,95,Unknown,FALSE
AMD Phenom II X4 955 Black,0,4,3.2,0,125,Unknown,FALSE
Intel Pentium E2220,0,2,2.4,0,65,Unknown,FALSE
Intel Core 2 Duo E4600,0,2,2.4,0,65,Unknown,FALSE
Intel Core 2 Duo E7500,0,2,2.93,0,65,Unknown,FALSE
Intel Core 2 Duo E7600,98.95,2,3.06,0,65,Unknown,FALSE
Intel Core 2 Duo E8300,99.95,2,2.83,0,65,Unknown,FALSE
Intel Core 2 Duo E8500,0,2,3.16,0,65,Unknown,FALSE
Intel Core 2 Quad Q8200,0,4,2.33,0,95,Unknown,FALSE
Intel Core 2 Quad Q8300,0,4,2.5,0,95,Unknown,FALSE
Intel Pentium G850,0,2,2.9,0,65,Intel HD Graphics,FALSE
AMD Athlon II X4 631,0,4,2.6,0,100,Unknown,FALSE
Intel Core i5-2380P,70,4,3.1,0,95,Unknown,FALSE
AMD FX-8300,0,8,3.3,0,95,Unknown,FALSE
Intel Pentium G2130,0,2,3.2,0,55,Intel HD Graphics,FALSE
Intel Xeon E5-2609,95.07,4,2.4,0,80,Unknown,FALSE
AMD 5150,0,4,1.6,0,25,Radeon HD 8400,FALSE
AMD A10-7850K,0,4,3.7,4,95,Radeon R7 (on-die),FALSE
AMD A10-7700K,0,4,3.4,3.8,95,Radeon R7 (on-die),FALSE
Intel Core i3-4370,0,2,3.8,0,54,Intel HD Graphics 4600,TRUE
Intel Xeon E5-2643 V2,403.96,6,3.5,3.8,130,Unknown,TRUE
AMD A8-7600,0,4,3.1,3.8,65,Radeon R7 (on-die),FALSE
AMD Athlon X4 860K,0,4,3.7,4,95,Unknown,FALSE
AMD Phenom II X4 B99,0,4,3.3,0,95,Unknown,FALSE
Intel Xeon E5-2609 V3,0,6,1.9,0,85,Unknown,FALSE
Intel Xeon E5-2650 V3,0,10,2.3,3,105,Unknown,TRUE
Intel Xeon E5-2687W V3,0,10,3.1,3.5,160,Unknown,TRUE
Intel Xeon E5-2670 V3,0,12,2.3,3.1,120,Unknown,TRUE
Intel Xeon E3-1230 V2,249.95,4,3.3,0,69,Unknown,TRUE
AMD Phenom II X6 1065T,0,6,2.7,0,95,Unknown,FALSE
Intel Core i7-4770T,0,4,2.5,0,45,Intel HD Graphics 4600,TRUE
AMD A8-7670K,0,4,3.6,3.9,95,Radeon R7 (on-die),FALSE
AMD A8-7670K,0,4,3.6,3.9,95,Radeon R7 (on-die),FALSE
Intel Pentium G4520,0,2,3.6,0,51,Intel HD Graphics 530,FALSE
Intel Xeon E3-1245 V5,399,4,3.5,3.9,80,Intel HD Graphics P530,TRUE
AMD Opteron 6320,246.96,8,2.8,3.3,115,Unknown,FALSE
Intel Core i9-7900X,0,10,3.3,4.5,140,Unknown,TRUE
Intel Xeon E3-1275 V6,0,4,3.8,4.2,73,Intel HD Graphics P630,TRUE
AMD A6-9500E,0,2,3,3.4,35,Radeon R5 (on die),FALSE
Intel Xeon E5-2620,139.94,6,2,0,95,Unknown,TRUE
Intel Core i3-9350K,0,4,4,4.6,91,Intel HD Graphics 630,FALSE
Intel Xeon E-2244G,0,4,3.8,4.8,71,Intel HD Graphics P630,TRUE
Intel Xeon E3-1245 V6,449.95,4,3.7,4.1,73,Intel HD Graphics P630,TRUE
AMD Athlon II X2 215,0,2,2.7,0,65,Unknown,FALSE
AMD Athlon II X2 260,0,2,3.2,0,65,Unknown,FALSE
Intel Celeron 420,0,1,1.6,0,35,Unknown,FALSE
AMD Athlon II X3 425,0,3,2.7,0,95,Unknown,FALSE
AMD Phenom II X2 555 Black,0,2,3.2,0,80,Unknown,FALSE
AMD Athlon II X4 630,0,4,2.8,0,95,Unknown,FALSE
AMD Phenom II X6 1055T,0,6,2.8,0,125,Unknown,FALSE
AMD Phenom II X3 705e,0,3,2.5,0,65,Unknown,FALSE
AMD Phenom II X4 905e,0,4,2.5,0,65,Unknown,FALSE
AMD Phenom II X4 910e,0,4,2.6,0,65,Unknown,FALSE
Intel Celeron E1400,0,2,2,0,65,Unknown,FALSE
Intel Core 2 Duo E6420,69.95,2,2.13,0,65,Unknown,FALSE
Intel Core 2 Duo E6700,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E6750,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E8200,0,2,2.66,0,65,Unknown,FALSE
Intel Core i5-670,119.99,2,3.46,0,73,Intel HD Graphics,TRUE
Intel Core i7-860S,100,4,2.53,0,82,Unknown,TRUE
Intel Core i7-940,0,4,2.93,0,130,Unknown,TRUE
Intel Core 2 Quad Q9505,0,4,2.83,0,95,Unknown,FALSE
Intel Core 2 Extreme QX6700,0,4,2.66,0,100,Unknown,FALSE
Intel Core i3-2100T,0,2,2.5,0,35,Intel HD Graphics 2000,TRUE
AMD Phenom II X4 960T Black,0,4,3,0,95,Unknown,FALSE
AMD FX-6100,0,6,3.3,0,95,Unknown,FALSE
Intel Pentium G630T,75,2,2.3,0,35,Intel HD Graphics,FALSE
Intel Pentium G870,77,2,3.1,0,65,Intel HD Graphics,FALSE
Intel Pentium G550,0,2,2.6,0,65,Intel HD Graphics,FALSE
Intel Xeon E3-1270,0,4,3.4,0,80,Unknown,TRUE
Intel Xeon E3-1280,0,4,3.5,0,95,Unknown,TRUE
Intel Xeon E3-1280,0,4,3.5,0,95,Unknown,TRUE
AMD Athlon X4 740,0,4,3.2,0,65,Unknown,FALSE
Intel Pentium G2010,0,2,2.8,0,55,Intel HD Graphics,FALSE
Intel Celeron G1830,0,2,2.8,0,53,Intel HD Graphics,FALSE
Intel Xeon E5-2603 V2,0,4,1.8,0,80,Unknown,FALSE
AMD A4-4020,0,2,3.2,3.4,65,Radeon HD 7480D,FALSE
AMD Sempron 145,0,1,2.8,0,45,Unknown,FALSE
AMD A10-6700T,0,4,2.5,3.5,45,Radeon HD 8650D,FALSE
AMD A10-6790K,0,4,4,4.3,100,Radeon HD 8670D,FALSE
AMD A4-6300,0,2,3.7,3.9,65,Radeon HD 8370D,FALSE
AMD A4-4000,0,2,3,0,65,Radeon HD 7480D,FALSE
AMD FX-4150,0,4,4,4.1,125,Unknown,FALSE
AMD FX-6350,0,6,3.9,0,125,Unknown,FALSE
AMD Athlon II X4 651,0,4,3,0,100,Unknown,FALSE
Intel Core i3-4360T,0,2,3.2,0,35,Intel HD Graphics 4600,TRUE
Intel Xeon E3-1230 V3,0,4,3.3,3.7,80,Unknown,TRUE
Intel Xeon E5-2630L V2,0,6,2.4,0,60,Unknown,TRUE
Intel Xeon E5-1620 V3,0,4,3.5,3.6,140,Unknown,TRUE
AMD Athlon X2 350,0,2,3.5,3.9,65,Unknown,FALSE
AMD Athlon X4 840,0,4,3.1,3.8,65,Unknown,FALSE
AMD Sempron X2 250,0,2,3.2,3.6,65,Unknown,FALSE
Intel Pentium G3460,65.9,2,3.5,0,53,Intel HD Graphics,FALSE
Intel Xeon E5-2640 V3,189.95,8,2.6,3.4,90,Unknown,TRUE
Intel Xeon E5-2685 V3,0,12,2.6,3.3,120,Unknown,TRUE
Intel Xeon E5-2680 V3,0,12,2.5,3.3,120,Unknown,TRUE
AMD Phenom II X6 1065T,0,6,2.7,0,95,Unknown,FALSE
AMD A10-7870K,0,4,3.9,4.1,95,Radeon R7 (on-die),FALSE
Intel Pentium G4400,0,2,3.3,0,54,Intel HD Graphics 510,FALSE
Intel Xeon E3-1270 V5,0,4,3.6,4,80,Unknown,TRUE
Intel Xeon E3-1240 V5,0,4,3.5,3.9,80,Unknown,TRUE
AMD Opteron 6320,246.96,8,2.8,3.3,115,Unknown,FALSE
AMD Opteron 6328,499.99,8,3.2,3.8,115,Unknown,FALSE
Intel Core i7-6800K,0,6,3.4,3.6,140,Unknown,TRUE
Intel Core i3-7320,0,2,4.1,0,51,Intel HD Graphics 630,TRUE
Intel Core i5-7500T,0,4,2.7,3.3,35,Intel HD Graphics 630,FALSE
Intel Core i5-7600T,0,4,2.8,3.7,35,Intel HD Graphics 630,FALSE
Intel Core i7-7700T,0,4,2.9,3.8,35,Intel HD Graphics 630,TRUE
Intel Core i7-7820X,0,8,3.6,4.5,140,Unknown,TRUE
Intel Xeon E3-1240 V6,0,4,3.7,4.1,72,Unknown,TRUE
