name,price,rpm,noise_level,color,size
Thermalright Silver Arrow 130,0.0,6001500.0,"19,23",Silver,0.0
Akasa X4,0.0,6002500.0,"17,29.5",Black / Silver,0.0
Deepcool CASTLE 240EX RGB,0.0,5001800.0,35,Black,240.0
Alpenföhn Glacier Water 240,0.0,5001600.0,23.5,Black,240.0
Cougar AQUA,0.0,6001800.0,35,Black,120.0
Fractal Design Lumen S36,0.0,5002000.0,"10,33.2",Black,360.0
ARCTIC Liquid Freezer II 280 RGB,0.0,2001900.0,22.5,Black,280.0
MSI MAG CORELIQUID RH,0.0,5002000.0,"14.3,34.3",Black,360.0
Thermalright AXP-90i FULL Copper,0.0,2700.0,22.4,Orange / Brown,0.0
Thermaltake Water 3.0 Riing Red 280,0.0,3001500.0,"18.5,26.4",Black / Red,280.0
Vetroo U6 Pro,0.0,7001500.0,"18.1,30.5",White,0.0
ID-COOLING DK-03i PWM BLUE,0.0,5001800.0,"16,20.2",Unknown,0.0
ID-COOLING IS-40X V2,0.0,8002800.0,"14,35.2",Unknown,0.0
ID-COOLING SE-213V2,0.0,8001600.0,"16,20.2",Unknown,0.0
ID-COOLING ICEFLOW 240 ARGB SNOW,0.0,9002000.0,"16,31.5",White,240.0
In Win BR24,110.0,4001800.0,35.5,Black / White,240.0
Thermalright Frozen Magic 240,0.0,1500.0,25.6,Black,240.0
Noua Numb,0.0,8001600.0,29,Black,0.0
Thermalright Frozen Magic ARGB,0.0,1500.0,25.6,Black,240.0
GameMax Iceberg 120 Rainbow,0.0,6001800.0,"25,32",Black,120.0
Valkyrie SYN,0.0,8002150.0,29,Black / Red,240.0
Thermalright TA120 EX Black,0.0,1850.0,29.6,Black,0.0
ID-COOLING SE-912i-PWM,0.0,5001800.0,22.8,Black / Silver,0.0
Deepcool AG620 Digital,0.0,3001950.0,29.4,White,0.0
Thermalright Frozen Guardian,0.0,2150.0,27,Black,360.0
Thermaltake TH280 V2 Ultra EX ARGB Sync,0.0,5002000.0,30.7,Black,280.0
Thermalright Frozen Warframe X,0.0,0.0,Unknown,Black,240.0
Thermalright Frozen Notte ARGB V2,0.0,2000.0,27.7,Black,360.0
Thermaltake Astria 600 ARGB,0.0,5001800.0,26.8,Black,0.0
AQIRYS Hydra ARGB,0.0,8002000.0,"25,34",Black,360.0
RAIJINTEK Orcus 240 RGW,69.99,4001800.0,28,Black,240.0
Iceberg Thermal IceSLEET G4 OC,29.99,6001400.0,22.5,Teal / Silver,0.0
Jonsbo HX6210,0.0,8002300.0,"20,31.6",Black,0.0
Thermaltake MeOrb II,0.0,15002500.0,"18.5,28",Unknown,0.0
Fractal Design Kelvin S24,0.0,8001700.0,26.9,Unknown,240.0
Silverstone Argon AR10-115XP,49.99,5004000.0,"18.07,39.03",Unknown,0.0
Gelid Solutions Rev. 2 Tranquillo,44.96,7501500.0,"12,25.5",Unknown,0.0
RAIJINTEK JUNO-X,0.0,12002500.0,26,Red / Black,0.0
ARCTIC Freezer 50 TR (w/ARGB Controller),0.0,2001800.0,23.5,Black,0.0
Cooler Master V6 GT,0.0,8002200.0,"15,38",Unknown,0.0
Cooler Master RR-V6SV-22PR-R1,0.0,8002200.0,"15,38",Unknown,0.0
Thermaltake Frio,0.0,12002500.0,"20,43",Unknown,0.0
Thermaltake CL-P0503,0.0,2900.0,29.58,Unknown,0.0
Zalman CNPS9900MAX-R,0.0,9001700.0,"18,30",Unknown,0.0
Zalman CNPS10X Extreme,0.0,10002150.0,"20,39",Unknown,0.0
Zalman CNPS10X QUIET,0.0,7001400.0,26,Unknown,0.0
Zalman CNPS7000C-Cu,0.0,17002400.0,"13.5,24",Unknown,0.0
Xigmatek Thors Hammer,0.0,0.0,0,Unknown,0.0
Silverstone NT07-775,0.0,12001800.0,"15,23",Unknown,0.0
Xigmatek Aegir SD128264,0.0,10002200.0,20,Unknown,0.0
Xigmatek EP-CD903,0.0,12002500.0,28,Unknown,0.0
Nexus LOW-7000 R2,0.0,5002000.0,"15,24",Unknown,0.0
Logisys IC221PWM,0.0,9002400.0,"17.8,26.4",Unknown,0.0
Phanteks PH-TC14PE_BL,0.0,7001200.0,"13.4,19",Unknown,0.0
Cooler Master X6 Elite,0.0,6001800.0,"9,34.6",Unknown,0.0
Thermaltake Water 2.0 Performer,0.0,12002000.0,"10,27.36",Unknown,120.0
Thermaltake Contac 16,0.0,2400.0,30,Unknown,0.0
Thermaltake CLP0600,0.0,10002400.0,"19.3,30",Unknown,0.0
Phanteks PH-TC14CS_BK,0.0,700.0,"13.4,19",Unknown,0.0
Prolimatech PRO-ARMGD,0.0,0.0,Unknown,Unknown,0.0
Phanteks PH-TC12DX_RD,0.0,6001800.0,"21.9,27.6",Unknown,0.0
Swiftech H220,0.0,12003000.0,"16,33",Unknown,240.0
Cooler Master RR-T812-24PK-R2,0.0,6002400.0,"19,40",Unknown,0.0
Zalman CNPS2X,0.0,15002600.0,"17.39,22.7",Unknown,0.0
Thermalright TS-120M(BW),0.0,6001300.0,24.5,Unknown,0.0
Silverstone NT06-PRO,0.0,10002200.0,Unknown,Unknown,0.0
Thermalright Macho-120,0.0,9001300.0,"17,21",Unknown,0.0
Cooler Master Nepton 140XL,0.0,2000.0,"21,39",Unknown,140.0
Xigmatek Janus LD1266,0.0,1200.0,"19.2,22.4",Unknown,0.0
Thermalright SILVER ARROW IB-E,0.0,9001300.0,"21,25",Unknown,0.0
Thermalright TRUE Spirit 90M Rev.A,0.0,8002000.0,27,Unknown,0.0
LEPA LPALV12-BK,0.0,2200.0,23,Unknown,0.0
Swiftech H220-X,0.0,8001800.0,"16,33",Unknown,240.0
Scythe Ashura Shadow,0.0,5001300.0,"13,30.7",Unknown,0.0
Thermaltake CL-P008-AL09WT-A,0.0,1800.0,21,Unknown,0.0
Silverstone TD02-E,0.0,15002500.0,"18,35",Unknown,240.0
Thermaltake Frio Silent 14,44.88,7001200.0,"12,19.3",Unknown,0.0
Cooler Master GeminII S524 Ver 2,0.0,2000.0,22,Unknown,0.0
Xigmatek Dark Knight SD1483 Frostbourne,0.0,8001200.0,18,Unknown,0.0
SilentiumPC Grandis XE1236,0.0,5001500.0,21,Unknown,0.0
ARCTIC Freezer i30,0.0,4001350.0,22.5,Unknown,0.0
Enermax Liqmax II 240,0.0,5002000.0,"16,35",Unknown,240.0
Silverstone NT01-PRO,0.0,0.0,0,Unknown,0.0
Deepcool CAPTAIN 240 WHITE,0.0,6002200.0,"17.6,39.29",Unknown,240.0
ID-COOLING SE-902,0.0,6002200.0,"14,23.8",Unknown,0.0
Raidmax Cobra 240,0.0,5001800.0,21.2,Unknown,240.0
Reeven Justice,65.2,3001500.0,"4,29.8",Unknown,0.0
Deepcool CAPTAIN 120 EX,0.0,5001800.0,"17.6,31.3",Unknown,120.0
Deepcool CAPTAIN 120EX WHITE,0.0,5001800.0,"17.6,31.3",Unknown,120.0
Thermaltake Riing Silent 12 Pro Blue,0.0,3001400.0,"12,19",Unknown,0.0
Deepcool ICE BLADE PRO V2.0,0.0,9001500.0,"17.8,30",Unknown,0.0
Deepcool Maelstrom 240T,0.0,6001800.0,"17.8,34.1",Unknown,240.0
Deepcool Maelstrom 240T RF,0.0,6001800.0,"17.8,34.1",Unknown,240.0
RAIJINTEK EREBOSS CORE EDITION,0.0,0.0,0,Unknown,0.0
ID-COOLING ICEKIMO 120W,0.0,2500.0,"18,26.4",Unknown,120.0
Cooler Master MasterAir Pro 3,0.0,6503000.0,"6,30",Unknown,0.0
Cooler Master Seidon 240P,0.0,8002400.0,"12,35",Unknown,240.0
Thermaltake Contac 39,0.0,8002000.0,"15,33.2",Unknown,0.0
ID-COOLING IS-40V3,0.0,6002500.0,"14,33",Unknown,0.0
OcUK 240mm Extreme,0.0,0.0,Unknown,Unknown,240.0
ARCTIC Freezer 33 eSports Edition (Black/White),0.0,2001800.0,24.4,Unknown,0.0
ARCTIC Freezer 33 PENTA,0.0,1201350.0,22.5,Unknown,0.0
Zalman CNPS8X Optima,0.0,12002100.0,"18.2,30",Unknown,0.0
Deepcool CAPTAIN 240EX RGB WH,0.0,5001800.0,"17.6,31.3",White / Black,240.0
ROCCAT ROCC-16003,0.0,8002200.0,25,Black / Silver,0.0
RAIJINTEK LETO W,0.0,8001800.0,29,Black / Blue,0.0
Cooler Master MasterAir MA410M TUF Gaming Edition,0.0,6001800.0,"6,31",Black / Yellow,0.0
Antec Mercury 120 RGB,0.0,9001800.0,36,Black / White,120.0
Rosewill PB240,0.0,6001800.0,34.1,Black,240.0
Alphacool EISBAER LT120,0.0,5501700.0,29,Black,120.0
Enermax Liqtech II 360,0.0,5002300.0,"14,28",Black,360.0
GAMDIAS CHIONE E1A-120R,0.0,12001500.0,Unknown,Black,120.0
Thermalright ARO-M14O,0.0,3001300.0,"15,21",Orange / Silver,0.0
GAMDIAS CHIONE M1A 240R,0.0,12001500.0,Unknown,Black,240.0
CRYORIG C7 RGB,0.0,6002500.0,30,White,0.0
Deepcool Captain 240 Pro,0.0,5001800.0,30,Black,240.0
Thermalright MACHO Rev.C,0.0,6001500.0,"19,23",Silver / Black,0.0
Enermax LIQTECH II 360,0.0,5002300.0,"14,28",White,360.0
Enermax Liqtech II 280,0.0,5001500.0,"14,25",Black,280.0
Jonsbo HP-400,0.0,8003000.0,"14,33",Blue / White,0.0
upHere CCF150RD,0.0,6001800.0,"16.1,27.7",Black,0.0
upHere AC12BE,0.0,6001750.0,"16.1,27.7",Black,0.0
upHere CC1201 Red,0.0,6001700.0,"16.1,27.7",Black / White,120.0
upHere CC2402-usa,0.0,6001700.0,"16.1,27.7",Black,240.0
SilentiumPC Navis RGB 360,0.0,5001600.0,Unknown,Black / White,360.0
SilentiumPC Fortis 3 RGB HE1425,0.0,5001400.0,Unknown,Black / Silver,0.0
Alpenföhn Brocken 3,0.0,4001050.0,22,Black,0.0
Alpenföhn Brocken 3,0.0,4001050.0,22,White,0.0
Apacer ZADAK Spark 240,0.0,5001800.0,"18,25",Black,240.0
Enermax AQUAFUSION,0.0,5002000.0,"17,32.6",White,240.0
GAMDIAS CHIONE E1,0.0,1500.0,Unknown,Black,120.0
Thermalright TA140 EX,0.0,1800.0,30.2,Gray,0.0
Akasa Soho H4,0.0,5002000.0,"14.2,31.8",Black,0.0
Asus TUF Gaming LC RGB,0.0,8002000.0,29,Red / Black,240.0
ID-COOLING DK-15,0.0,2200.0,28.5,Unknown,0.0
ID-COOLING SE-913-R,0.0,6002200.0,23.8,Unknown,0.0
ID-COOLING SE-223 BASIC,0.0,5001600.0,"16,20.2",Unknown,0.0
ID-COOLING DASHFLOW 360,0.0,9002000.0,"16,31.5",Black,360.0
In Win Nebula NR24,0.0,4001800.0,25,Black / White,240.0
In Win BR36,128.9,4001800.0,35.5,Black / White,360.0
Cooler Master X Dream P115,0.0,9004000.0,"19,36",Unknown,0.0
Deepcool UL551 RGB,0.0,5001800.0,26.8,Black,0.0
Noua Siberus Pro 240,0.0,8001800.0,32,Black,240.0
Noua Polaris LM240,0.0,2200.0,38,Black / White,240.0
Noua Numb,0.0,8001600.0,29,White,0.0
Deepcool LE320,0.0,5002250.0,32.9,Black,120.0
Deepcool LE320,0.0,5002250.0,32.9,White,120.0
Thermalright Frozen Fusion,0.0,2150.0,28.1,Black,360.0
ID-COOLING IS-30A BLACK,0.0,8003600.0,"17,35.8",Black,0.0
ID-COOLING IS-30i BLACK,0.0,8003600.0,"17,35.8",Black,0.0
ID-COOLING FX360,0.0,7001800.0,35.2,White,360.0
ID-COOLING ZOOMFLOW XT ELITE,0.0,9002000.0,"16.2,31.5",Black,240.0
ID-COOLING ZOOMFLOW XT ELITE,0.0,9002000.0,"16.2,31.5",White,240.0
ID-COOLING ZOOMFLOW XT V2,0.0,5001800.0,"13.8,35.2",Black,360.0
ID-COOLING SE-214-XT HAFF,0.0,8001500.0,30.5,Black,0.0
ID-COOLING SE-903-XT-ARGB,0.0,5002200.0,25.8,White,0.0
ID-COOLING SE-903-XT,0.0,5002200.0,25.8,White,0.0
Thermalright Frozen Warframe ARGB,0.0,1750.0,29.8,White,420.0
Thermalright Frozen Notte ARGB V2,0.0,2000.0,27.7,Black,240.0
Thermaltake Astria 200 ARGB,0.0,5001800.0,26.8,Black,0.0
Silverstone Argon AR09-115XP,35.99,12005000.0,"18.02,42.5",Unknown,0.0
Evercool EC-NK804A-925EP,19.48,2750.0,28.2,Unknown,0.0
Thermaltake TH420 V2 Ultra EX ARGB Sync,0.0,5002000.0,30.7,Black,420.0
ARCTIC Freezer 33 CO,54.0,0.0,22.5,Unknown,0.0
Jonsbo HX6240,0.0,7001800.0,"28,37.6",Black,0.0
Noua Siberus Pro 120,0.0,8001800.0,32,Black,120.0
RAIJINTEK Orcus 120 RGW,0.0,4001800.0,28,Black,120.0
GAMDIAS CHIONE E1,0.0,1500.0,Unknown,Black,120.0
Jonsbo HX6210,0.0,8002300.0,"20,31.6",White,0.0
Valkyrie SYN,0.0,8002150.0,29,White / Blue,240.0
Antec KUHLER Flow,0.0,0.0,Unknown,Unknown,0.0
Cooler Master Hyper N520,0.0,0.0,19,Unknown,0.0
Cooler Master RR-H101-22FK-RA,0.0,2200.0,22,Unknown,0.0
Cooler Master S2N-PLMHS-07-GP,0.0,0.0,0,Unknown,0.0
Thermaltake A4021,47.99,2200.0,18,Unknown,0.0
Thermaltake CL-P0401,69.98,13002000.0,"16,24",Unknown,0.0
Thermaltake CL-P0466,0.0,10001600.0,"19,28",Unknown,0.0
Thermaltake CLP0579,0.0,8002000.0,"15,33.2",Unknown,0.0
Zalman CNPS 7500 AlCu LED,0.0,11502300.0,"17,32",Unknown,0.0
Scythe SCNJ-3000,0.0,4701900.0,"9.8,27.3",Unknown,0.0
Scythe SCSMZ-2000,0.0,3002500.0,"7.2,31.07",Unknown,0.0
Silverstone NT06-E,0.0,0.0,0,Unknown,0.0
Xigmatek EP-CD901,0.0,12002500.0,28,Unknown,0.0
Xigmatek LOKI SD963,0.0,12002800.0,"20,28",Unknown,0.0
Xigmatek Cobra - D984,0.0,10002800.0,"20,28",Unknown,0.0
ZEROtherm CF800-MK III,0.0,9002600.0,30,Unknown,0.0
ZEROtherm ZT-560D,0.0,9002300.0,30,Unknown,0.0
Xigmatek HDT-S1284F,0.0,8001500.0,"16,24",Unknown,0.0
Zalman CNPS11X Extreme,0.0,10001950.0,"17,33",Unknown,0.0
Cooler Master DI5-9HDSC-A1-GP,0.0,2200.0,23.8,Unknown,0.0
Evercool NI01-9525EP,0.0,2600.0,33,Unknown,0.0
Thermaltake CLP0555,0.0,3002500.0,"12,16",Unknown,0.0
ARCTIC Freezer 13 Limited Edition,0.0,6002000.0,Unknown,Unknown,0.0
EVGA M020-00-000234,0.0,7502500.0,"13.2,41.5",Unknown,0.0
Evercool HPI-12025,0.0,12001800.0,"23,30",Unknown,0.0
Xigmatek Prime SD1484,0.0,8001200.0,18,Unknown,0.0
Gelid Solutions Rev. 1 Tranquillo,0.0,7501500.0,"12,25.5",Unknown,0.0
Logisys MC3001IE,0.0,9002200.0,"17.8,34.6",Unknown,0.0
Prolimatech Megahalems Rev.B,0.0,0.0,Unknown,Unknown,0.0
Antec KUHLER H2O 920,0.0,7002400.0,27.4,Unknown,120.0
Sunbeam Twister 120,0.0,0.0,16,Unknown,0.0
Thermalright Silver Arrow,0.0,5001300.0,"17,21",Unknown,0.0
Gelid Solutions Slim Silence I-Plus,0.0,12002600.0,"15,27.8",Unknown,0.0
Zalman CNPS12X,0.0,8501200.0,"22,24",Unknown,0.0
Zalman CNPS7700ALCULED,0.0,10002000.0,"22.7,37.1",Unknown,0.0
ZEROtherm BTF90,0.0,7502500.0,"18,27",Unknown,0.0
Prolimatech PRO-GNSS,0.0,8001600.0,Unknown,Unknown,0.0
Titan TTC-NK35TZ/RPW/V2,0.0,9002800.0,"12,31",Unknown,0.0
Prolimatech PRO-MGH-C,0.0,0.0,26,Unknown,0.0
Logisys IC231PWM,0.0,9002400.0,"17.8,32.5",Unknown,0.0
Logisys MC2001IE,0.0,2200.0,23.4,Unknown,0.0
Gelid Solutions Slim Silence A-Plus,0.0,12002600.0,"15,27.2",Unknown,0.0
Zalman ZM-CNPS14X,0.0,9501350.0,"17,21",Unknown,0.0
Silverstone SST-HE01,0.0,5002000.0,"18,41",Unknown,0.0
Zalman CNPS8000B,0.0,14002800.0,"20,32",Unknown,0.0
SilenX EFZ-120HA5,0.0,1600.0,"8,24",Unknown,0.0
Zalman CNPS8900 Extreme,0.0,12502800.0,"19.5,35",Unknown,0.0
ARCTIC Freezer i30 Extreme,0.0,4001350.0,Unknown,Unknown,0.0
ARCTIC Freezer A30,0.0,4001350.0,Unknown,Unknown,0.0
Scythe SCKTN-4000,0.0,3002500.0,"7.2,31.07",Unknown,0.0
Titan EC-TTC-NC05TZ,0.0,8001500.0,"15.3,29",Unknown,0.0
Xigmatek Dark Knight SD1283,0.0,10002200.0,30.1,Unknown,0.0
NZXT Respire T20,0.0,13001800.0,"26.5,34",Unknown,0.0
Zalman CNPS7000V(AL)-1-PWM,0.0,8002600.0,"20,32",Unknown,0.0
Prolimatech Megahalems (No Fans),0.0,0.0,Unknown,Unknown,0.0
Phanteks PH-TC12DX_BL,0.0,6001800.0,"21.9,27.6",Unknown,0.0
Gelid Solutions Silent Spirit,0.0,9002400.0,"10,25.8",Unknown,0.0
Evercool HPO-12025,0.0,14002200.0,"16,38",Unknown,0.0
Thermalright Silver Arrow Extreme,0.0,6002500.0,"21,45",Unknown,0.0
Cooler Master Eisberg 240L Prestige,0.0,1600.0,20.5,Unknown,240.0
Cooler Master RR-T612-20PK-R1,0.0,2000.0,"9,36",Unknown,0.0
Prolimatech PRO-GNSS-BK,0.0,0.0,0,Unknown,0.0
Zalman CNPS90F,0.0,2300.0,29,Unknown,0.0
be quiet! Shadow Rock Pro SR1,0.0,1500.0,"7.8,21.4",Unknown,0.0
be quiet! Shadow Rock Topflow SR1,0.0,1500.0,"9.6,24.4",Unknown,0.0
Scythe Ashura,0.0,5001300.0,"13,30.7",Unknown,0.0
Thermaltake CLP0606,0.0,8001600.0,"18,30.2",Unknown,0.0
ARCTIC Alpine 7 GT,0.0,2000.0,25,Unknown,0.0
Thermaltake CLW0214,0.0,12002500.0,"20,43",Unknown,120.0
Enermax ETS-T40-BK,0.0,8001800.0,"16,26",Unknown,0.0
Thermaltake CLP0605,0.0,8001600.0,"18,30.2",Unknown,0.0
Swiftech H320,0.0,8001800.0,"16,33",Unknown,360.0
Thermalright TS-120M,0.0,7001500.0,"17,28.5",Unknown,0.0
Zalman CNPS7000V(AL)-1-PWMB,0.0,8002600.0,"20,32",Unknown,0.0
Cooler Master Glacer 240L,0.0,2400.0,"19,40.33",Unknown,240.0
Antec KUHLER H2O 1250,0.0,6002400.0,"16,38",Unknown,240.0
Dynatron K17,41.95,10002500.0,"17,31.92",Unknown,0.0
Dynatron R27,43.53,10003800.0,"16,43.4",Unknown,0.0
ARCTIC Freezer i11,0.0,5002000.0,22.5,Unknown,0.0
Enermax Liqtech 120X,0.0,6002500.0,"15,30",Unknown,120.0
Enermax ETS-N30-HE,0.0,8002800.0,"16,28",Unknown,0.0
Akasa Nero 3,0.0,5001500.0,24.6,Unknown,0.0
Thermaltake NiC L31,0.0,5001800.0,"18,34.79",Unknown,0.0
Zalman CNPS7000-AlCu,0.0,13502400.0,"17,24",Unknown,0.0
Thermalright HR-22,0.0,0.0,Unknown,Unknown,0.0
RAIJINTEK TISIS,0.0,6001000.0,23,Unknown,0.0
RAIJINTEK AIDOS,0.0,10002200.0,28.87,Unknown,0.0
Zero Infinity Shiva,0.0,2200.0,Unknown,Unknown,0.0
Deepcool GABRIEL,0.0,9001800.0,"18.2,32.4",Unknown,0.0
Gelid Solutions GX7,0.0,7501800.0,"12,28",Unknown,0.0
Prolimatech Basic 45,0.0,10002000.0,Unknown,Unknown,0.0
Prolimatech Basic 48,0.0,10002000.0,Unknown,Unknown,0.0
Prolimatech Basic 68,0.0,6001600.0,Unknown,Unknown,0.0
Evercool HPS-810CP,0.0,15004000.0,"16.2,37.5",Unknown,0.0
Cooler Master Glacer 240L Ver. 2,0.0,2400.0,"19,40.33",Unknown,240.0
X2 ECLIPSE IV,0.0,8002000.0,"10,24",Unknown,0.0
Silverstone AR04,0.0,15003400.0,"18,26",Unknown,0.0
Thermaltake Water 3.0 Performer C + LNC,0.0,12002000.0,27.36,Unknown,120.0
Silverstone TD02-LITE,0.0,15002500.0,"18,35",Unknown,240.0
RAIJINTEK TISIS,0.0,6001000.0,23,Unknown,0.0
Scythe SCNJ-4000,0.0,3001500.0,"4,29.5",Unknown,0.0
CRYORIG A80,0.0,6001850.0,"13,38",Unknown,280.0
Enermax ETS-T40F-BK,0.0,8001800.0,"16,26",Unknown,0.0
Gelid Solutions Polar,0.0,14002000.0,"16,28.9",Unknown,0.0
Thermalright AXP-100R,0.0,9002500.0,"22,30",Unknown,0.0
ARCTIC Freezer A32,0.0,0.0,Unknown,Unknown,0.0
ID-COOLING IS-50,0.0,6001600.0,"13.8,30.2",Unknown,0.0
Gelid Solutions Antarctica,0.0,4504500.0,27.8,Unknown,0.0
ARCTIC Freezer i11 CO,0.0,5002000.0,Unknown,Unknown,0.0
ID-COOLING DK-01,0.0,8002500.0,"12,28.8",Unknown,0.0
ID-COOLING SE-204,0.0,8001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING SE-205,0.0,16001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING SE-214,0.0,1800.0,"16.2,29.2",Unknown,0.0
Cooler Master MasterLiquid Pro 120,0.0,5002000.0,"6,30",Unknown,120.0
Silverstone SST-AR07,0.0,8001500.0,"16.5,30.8",Unknown,0.0
Deepcool CAPTAIN 120 WHITE,0.0,6002200.0,"17.6,39.29",Unknown,120.0
Reeven Okeanos,0.0,3001800.0,"4,23.6",Unknown,0.0
Reeven Hans RC-1205n,0.0,3001500.0,"4,29.8",Unknown,0.0
Silverstone NT08-115X,37.99,12003500.0,"21.56,62.88",Unknown,0.0
Thermaltake Riing Silent 12 Pro Red,0.0,3001400.0,"12,19",Unknown,0.0
Deepcool Maelstrom 240,0.0,6002200.0,"17.6,39.3",Unknown,240.0
Deepcool NEPTWIN,0.0,9001500.0,"17.8,30",Unknown,0.0
Alpenföhn Matterhorn Pure,0.0,5001500.0,"8,24.8",Unknown,0.0
RIOTORO BIFROST 240,0.0,0.0,Unknown,Unknown,240.0
Gelid Solutions Rev. 4 Tranquillo,0.0,7501600.0,"12,26.7",Unknown,0.0
Gelid Solutions Rev. 3 Tranquillo,0.0,7501500.0,"12,26.5",Unknown,0.0
Enermax LiqTech TR4 360,0.0,5002300.0,"14,28",Unknown,360.0
ARCTIC Freezer 33 eSports Edition (Black/Yellow),0.0,2001800.0,24.4,Unknown,0.0
ARCTIC Freezer 12 CO,0.0,0.0,22.5,Unknown,0.0
ARCTIC Freezer 33 Plus,0.0,0.0,22.5,Unknown,0.0
RAIJINTEK JUNO-X,0.0,12002500.0,26,Green / Black,0.0
RAIJINTEK JUNO-X,0.0,12002500.0,26,Blue / Black,0.0
RAIJINTEK JUNO-X RGB,0.0,10002000.0,28,Unknown,0.0
RAIJINTEK LETO B,0.0,8001800.0,29,Black / Blue,0.0
RAIJINTEK LETO R,0.0,8001800.0,29,Black / Red,0.0
ID-COOLING AURAFLOW 120,0.0,7001800.0,"18,35.2",Black,120.0
ID-COOLING AURAFLOW 120 SNOW,0.0,7001800.0,"18,35.2",White,120.0
Scythe SCBYK-1000,0.0,3002300.0,"7.2,28.26",Silver / Black,0.0
Dynatron K199,36.95,10005000.0,"20.71,51.7",Unknown,0.0
Antec Mercury 240,0.0,9001800.0,30,Black / White,240.0
Jonsbo CR-201 HIVES (Black),0.0,8001500.0,"18.5,30.8",Black,0.0
Thermalright ARO-M14G,0.0,3001300.0,"15,21",Unknown,0.0
Thermalright Macho 120 SBM,0.0,3001300.0,"21,33",Black / White,0.0
Rosewill PB120,0.0,6001800.0,34.1,Black,120.0
Enermax Liqtech II 240,0.0,5002300.0,"14,28",Black,240.0
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),0.0,6502000.0,"6,30",Black,240.0
Silverstone AR01-V2.1,0.0,6002200.0,"15,38",Black / White,0.0
Cooler Master I71C RGB,0.0,1800.0,28,Silver / Black,0.0
Phanteks PH-TC12LS_RGB,0.0,0.0,25,Black / White,0.0
ID-COOLING IS-50X,0.0,6001600.0,"13.8,30.2",Black,0.0
upHere ACC92CF,0.0,6001700.0,"16.1,27.7",Black,0.0
upHere ACC92RD,0.0,6001700.0,"16.1,27.7",Black,0.0
upHere CCF150BE,0.0,6001800.0,"16.1,27.7",Black,0.0
upHere AC12,0.0,6001750.0,"16.1,27.7",Black,0.0
ARCTIC Freezer A13 X CO,0.0,3002000.0,Unknown,Black / White,0.0
RAIJINTEK Orcus 360,0.0,8001800.0,23,Black,360.0
RAIJINTEK EOS 360 RBW,0.0,8001800.0,28,Black,360.0
In Win SR36,0.0,5002500.0,23,Black,360.0
CRYORIG R5,0.0,7001300.0,"19,23",Black,0.0
ID-COOLING ZOOMFLOW X,0.0,7001500.0,"18,26.4",White,360.0
GAMDIAS CHIONE E2,0.0,12002400.0,Unknown,Black,120.0
GAMDIAS CHIONE M1,165.49,6001200.0,Unknown,Black,280.0
Thermalright Assassin X Plus,0.0,1500.0,25.6,Black / Silver,0.0
ID-COOLING DK-03i PWM RED,0.0,5001800.0,"16,20.2",Unknown,0.0
ID-COOLING SE-913-B,0.0,6002200.0,23.8,Unknown,0.0
ID-COOLING SE-904TWIN,0.0,6002200.0,"14,23.8",Unknown,0.0
ID-COOLING SE-903-R V2,0.0,2200.0,23.1,Unknown,0.0
ID-COOLING SE-802-SD,0.0,2200.0,23.3,Unknown,0.0
ID-COOLING HUNTER VC-3D,0.0,8001600.0,"16.8,32.6",Unknown,0.0
Cooler Master GeminII M4,0.0,5001600.0,"8,30",Unknown,0.0
Cooler Master Vortex 211P,0.0,2200.0,Unknown,Unknown,0.0
Cooler Master Vortex 211Q,0.0,1500.0,Unknown,Unknown,0.0
Cooler Master X Dream L115,0.0,2200.0,Unknown,Unknown,0.0
Thermalright Frozen Magic 120,0.0,1500.0,25.6,Black,120.0
Jonsbo CR-1100,0.0,6001500.0,"18,31",Gray / Black,0.0
Jonsbo CR-1400,0.0,9002300.0,"20,30.5",White,0.0
Noua Siberus TR360,0.0,8001800.0,"25,32",Black,360.0
Inter-Tech ALSEYE H360,0.0,8002000.0,"13.5,35.2",Black,360.0
Thermalright Frozen Magic ARGB,0.0,1500.0,25.6,Black,360.0
Geometric Future Eskimo Junior 24,0.0,2000.0,29,White,240.0
Deepcool CASTLE R,0.0,5001800.0,32,Black,240.0
ID-COOLING FROZN A400 ARGB,0.0,6002200.0,25.8,Black,0.0
ID-COOLING FROZN A410 DW,0.0,5002000.0,29.85,White,0.0
ID-COOLING DASHFLOW XT,0.0,9002000.0,32.5,Black,360.0
ID-COOLING IS-28i BLACK,0.0,8003600.0,35.8,Black,0.0
ID-COOLING IS-30i,0.0,8003600.0,"17,35.8",Black / Silver,0.0
ID-COOLING IS-37-XT BLACK,0.0,8003600.0,"17,35.8",Black,0.0
ID-COOLING FX120 ARGB,0.0,5001800.0,35.2,Black,120.0
ID-COOLING SE-213X-B,0.0,5001800.0,28,Black / Blue,0.0
ID-COOLING SE-213X-R,0.0,5001800.0,28,Black / Red,0.0
ID-COOLING SE-223i,0.0,5001800.0,28,Black,0.0
Cooler Master MasterLiquid 360L Core SF6 Luke,0.0,6501750.0,27.2,White / Orange,360.0
Zalman ALPHA2 A36,0.0,6002000.0,29.7,Black,360.0
Thermaltake Astria 400 ARGB,0.0,5001800.0,26.8,Black,0.0
