name,price,rpm,noise_level,color,size
Thermalright AXP90-X53,0.0,2700.0,22.4,Black,0.0
Thermalright Frozen Warframe ARGB,0.0,2000.0,22.1,Black,240.0
KOLINK Umbra Void,0.0,2200.0,30,Black,360.0
ENDORFY Spartan 5,35.19,2501500.0,Unknown,Black / Silver,0.0
Thermaltake Floe DX RGB TT Premium Edition B,0.0,5001500.0,"19,23.9",Black,360.0
ID-COOLING FROSTFLOW X,0.0,7001800.0,"18,35.2",Unknown,120.0
ARCTIC Liquid Freezer II 120,0.0,2001800.0,Unknown,Black,120.0
ID-COOLING PINKFLOW 360,0.0,9002000.0,"16.3,33.5",Pink,360.0
Fractal Design Celsius+ S36 Prisma PWM ARGB,247.53,5002000.0,32.7,Black,360.0
ENDORFY Fortis 5 Dual Fan,68.73,2501400.0,Unknown,Black / Silver,0.0
Cooler Master Hyper 212 LED Turbo White Edition,0.0,6001600.0,"9,31",White,0.0
BitFenix Cube ARGB,99.9,2000.0,34,White,360.0
Gelid Solutions Liquid 360,99.99,7501800.0,29.6,Black,360.0
Silverstone AR12 RGB,38.42,7002200.0,"9,29",Silver / Black,0.0
ARCTIC Alpine 12,0.0,1002000.0,Unknown,Black / White,0.0
Corsair H115i,224.98,2000.0,40,Unknown,280.0
ID-COOLING SL240,99.99,5002000.0,29.9,Black,240.0
ID-COOLING SE-224-XTS ARGB,0.0,6001500.0,28.9,Black,0.0
MSI MPG CORELIQUID K240,168.0,0.0,"0,39.9",Black,240.0
Cooler Master MasterLiquid ML120R RGB,124.99,6502000.0,"6,30",Unknown,120.0
Corsair H100,306.63,13002500.0,"22,39",Unknown,240.0
Cooler Master Hyper 212X,0.0,6002000.0,"9,36",Unknown,0.0
Fractal Design Celsius S36,0.0,5002000.0,32.2,Unknown,360.0
Cooler Master MA621P TR4,623.23,6001800.0,31,Black / Silver,0.0
CRYORIG H7 Quad Lumi,109.33,3301600.0,"10,25",Unknown,0.0
BitFenix Cube ARGB,99.9,2000.0,34,Black,360.0
Jonsbo CR-1400 EVO ARGB Black,42.2,8002200.0,"22.3,33.8",Black,0.0
Scythe Big Shuriken 3,0.0,3001800.0,"2.7,30.4",Black / Silver,0.0
be quiet! Pure Loop 2,79.9,0.0,"13,32.1",Black,120.0
Deepcool AG400 LED,0.0,5002000.0,31.6,Black / Silver,0.0
Scythe Ninja 5 Rev. B,64.98,300800.0,"4,14.5",Black,0.0
Alphacool Eisbaer Aurora 360,211.64,8002000.0,Unknown,Black,360.0
ENDORFY Navis F240,119.56,2501800.0,Unknown,Black,240.0
Fractal Design Celsius S36 Blackout,0.0,5002000.0,32.2,Black,360.0
Enermax LIQMAXFLO 360,80.74,5001800.0,23.46,Black,360.0
ID-COOLING SE-207-XT SLIM,0.0,7001800.0,"15.2,35.2",Unknown,0.0
Thermalright Assassin King 120,0.0,1500.0,25.6,White / Silver,0.0
Thermaltake TH240 V2 Ultra ARGB Sync,149.99,5001800.0,25.8,White,240.0
ID-COOLING IS-47S,0.0,8003600.0,"17,35.8",Unknown,0.0
Silverstone Hydrogon H90 ARGB,0.0,5002600.0,"11.3,34.6",Black / Silver,0.0
Cooler Master i71C RGB,0.0,6501800.0,Unknown,Black,0.0
Thermaltake TH420 V2 ARGB Sync,135.99,5001800.0,34.7,White,420.0
Gigabyte AORUS WATERFORCE II 360 ICE,0.0,8002300.0,"12.8,36.9",White,360.0
Gigabyte AORUS WATERFORCE 280,0.0,9502150.0,"17.1,36.5",Black,280.0
Lian Li Galahad AIO360 (2022),0.0,8001900.0,32,Black / Silver,360.0
Alphacool Core Ocean T38,0.0,0.0,"0,36",Black,280.0
Enermax Liqmax III 120 HF,54.32,5002000.0,"14,32",Black,120.0
TEAMGROUP SIREN GD360E,109.99,6002200.0,"14.3,35.6",Black,360.0
Deepcool GAMMAXX GTE V2,0.0,5001650.0,27.8,White,0.0
Corsair H50,0.0,1700.0,30.32,Unknown,120.0
Phanteks GLACIER ONE 240D30,0.0,2502000.0,30.2,Black,240.0
Thermaltake Contac Silent 12,29.99,4001500.0,"22.1,28.8",Unknown,0.0
Deepcool GAMMAXX L240 A-RGB,319.81,5001800.0,30,Black,240.0
Thermalright Aqua Elite ARGB,0.0,1550.0,25.6,White,240.0
Enermax AQUAFUSION ADV,78.99,5002000.0,"17,32.6",White,240.0
Cooler Master I70,0.0,1800.0,28,Black / Silver,0.0
Deepcool GAMMAXX 200T,0.0,9001600.0,"17.8,26.1",Unknown,0.0
NZXT Kraken X62 Rev 2,0.0,5001800.0,"21,38",Unknown,280.0
Thermaltake TH240 V2 Ultra ARGB Sync,135.99,5001800.0,25.8,Black,240.0
Mars Gaming ML-ONE,0.0,6001800.0,"9,26",Black,120.0
EVGA CLC 240,142.5,5002400.0,"16,39.9",Unknown,240.0
CRYORIG C7,0.0,6002500.0,30,Unknown,0.0
ID-COOLING DASHFLOW XT LITE,79.98,5002000.0,29.85,Black,360.0
Thermaltake TH420 ARGB Sync,189.98,5001800.0,34.7,Black,420.0
Gigabyte AORUS WATERFORCE II 360,0.0,8002300.0,"12.8,36.9",Black,360.0
LC-Power LC-CC-120-RGB,46.33,8001800.0,Unknown,Black,0.0
ID-COOLING ZOOMFLOW 240 XT,0.0,5001500.0,"13.8,30.5",Black,240.0
Intel BXXTS100H,0.0,8001800.0,"20,35",Unknown,0.0
Phanteks Glacier One 240 T30 Gen2,0.0,12003000.0,"11.1,39.7",Black / Gray,240.0
Asus TUF Gaming LC 120 RGB,0.0,8002000.0,Unknown,Black,120.0
ID-COOLING FROZN A410 DK,0.0,5002000.0,29.85,Black,0.0
Deepcool LE300,0.0,5002250.0,Unknown,Black,120.0
Asus ROG RYUJIN II 360 ARGB EVA Edition,0.0,0.0,Unknown,Silver / Black,360.0
ID-COOLING PINKFLOW 240 V2,0.0,9002000.0,"16.3,33.5",Pink,240.0
Jonsbo HX4170D,171.02,6003300.0,28.4,White,0.0
Cooler Master MasterAir MA620M,150.9,6502000.0,"8,30",Black,0.0
ARCTIC Freezer 7 Pro Rev.2,0.0,9002500.0,Unknown,Unknown,0.0
Corsair H55,0.0,1700.0,30.32,Unknown,120.0
Thermalright Aqua Elite ARGB V2,0.0,2000.0,28.2,Unknown,360.0
Antec A40PRO,47.34,8002200.0,"16,23",Unknown,0.0
GAMDIAS CHIONE P3-360U,0.0,8002000.0,"10,31",Black,360.0
ARCTIC Freezer A35,42.23,2001800.0,Unknown,Black / White,0.0
Thermalright Peerless Assassin MINI,0.0,1500.0,25.6,White,0.0
Deepcool Ice Edge Mini FS V2.0,0.0,2200.0,24.7,Unknown,0.0
Cooler Master Hyper TX3 Evo,0.0,8002200.0,Unknown,Unknown,0.0
EK AIO 120 D-RGB,0.0,4502600.0,36.4,Black,120.0
Noctua NH-L12,0.0,12001600.0,"13.1,22.4",Unknown,0.0
Deepcool GAMMAXX L360 A-RGB,0.0,5001800.0,30,Black,360.0
Iceberg Thermal IceFLOE OASIS 240,79.98,2002200.0,28.9,Black,240.0
Vetroo Shadow,0.0,8002500.0,29.6,Black,0.0
Deepcool AG400 DIGITAL PLUS,0.0,5002100.0,31.6,Black,0.0
Cooler Master i70C,22.3,6501800.0,28,Black / Silver,0.0
EVGA CLC 360,0.0,5002400.0,"16,39.9",Black,360.0
Thermaltake TH240 ARGB Sync,121.11,1500.0,28.2,White,240.0
Thermaltake TH280 V2 ARGB Sync,109.99,5001800.0,25.8,Green,280.0
Thermaltake TOUGHAIR 110,34.99,5002000.0,23.6,Black / Silver,0.0
MSI MAG CORELIQUID R,92.56,5002000.0,"14.3,34.3",Black,240.0
Jonsbo HX4170D,0.0,6003300.0,28.4,Black,0.0
ID-COOLING SE-914-XT,0.0,6002200.0,Unknown,Black / Gray,0.0
be quiet! Pure Loop 120,100.32,0.0,"18.9,36.1",Black,120.0
Deepcool LS320,89.99,5002250.0,32.9,Black,120.0
Scythe Ninja 5,0.0,300800.0,"4,14.5",Black,0.0
NZXT Kraken X61,0.0,8002000.0,"20,37",Unknown,280.0
Thermaltake Water 3.0 120 ARGB Sync,0.0,5001500.0,25.8,Black,120.0
Montech AIR COOLER 210,75.31,6001500.0,27,Black,0.0
Thermalright SI-100,0.0,2000.0,27.7,Gray,0.0
Deepcool AG500 ARGB,51.27,3001850.0,29.4,Black / Silver,0.0
be quiet! Dark Rock Pro 3,0.0,14001700.0,"13.2,26.1",Unknown,0.0
Thermalright Frost Tower 120,0.0,1850.0,29.6,Unknown,0.0
Deepcool GAMMAXX 400 XT,0.0,5001500.0,27,Black,0.0
Enermax ETS-N31-02,20.98,8002000.0,24.5,Black / Silver,0.0
Cooler Master MasterAIR G200P,78.98,8002000.0,"6,28",Black / Silver,0.0
Silverstone IceMyst 420,162.99,4001750.0,"13.3,30.8",Silver / Black,420.0
Antec Symphony ARGB,146.63,8001600.0,"20,35",Black,240.0
Alphacool Eisbaer 420,169.9,1100.0,29.4,Black / Blue,420.0
Cooler Master MasterLiquid ML360 Mirror,249.0,6501800.0,"8,27",Black,360.0
Phanteks Glacier One 240 T30,0.0,12003000.0,"11.1,39.7",Gray,240.0
Antec Symphony ARGB,0.0,8001600.0,"20,35",White,360.0
Corsair H100i GTX,272.64,2435.0,37.7,Unknown,240.0
Corsair H60,0.0,0.0,30.2,Unknown,120.0
Deepcool CASTLE 240EX A-RGB,0.0,5001800.0,30,White / Black,240.0
Deepcool LE300 Marrs,0.0,5002250.0,32.9,Black,120.0
Deepcool GAMMAXX 300,0.0,9001600.0,"17.8,21",Unknown,0.0
Thermaltake TH420 ARGB Sync,135.79,5001800.0,34.7,White,420.0
ARCTIC Freezer i35,38.99,2001800.0,Unknown,Black / White,0.0
Montech METAL DT24 BASE,49.99,8001950.0,26,Black / Silver,0.0
Asus ROG STRIX LC 120 RGB,192.36,8002500.0,37.6,Black,120.0
Thermaltake UX200 ARGB,37.99,3001500.0,26.33,Black,0.0
Silverstone VIDA 240 SLIM,126.99,3001800.0,"15.9,33.9",Black,240.0
Deepcool GAMMAXX 400 Blue,0.0,9001500.0,"17.8,30",Blue / Silver,0.0
BitFenix Cube ARGB,79.9,2000.0,34,Black,240.0
be quiet! Shadow Rock TF 2,91.05,1400.0,"11.9,24.4",Silver / Black,0.0
Corsair H75 2018,142.47,1900.0,31,Black,120.0
Xilence M705D,0.0,7001600.0,"18,32.5",Black,0.0
Lian Li GALAHAD AIO 240 RGB,0.0,8001900.0,Unknown,Black / Silver,240.0
Jonsbo CR-1400 EVO Color Black,24.88,8002200.0,"22.3,33.8",Black,0.0
ID-COOLING DK,0.0,5001800.0,"14.2,25.6",Black / Silver,0.0
Alphacool Eisbaer 360,156.59,5501700.0,29,Black,360.0
Dynatron R24,39.95,15007000.0,"16,47.5",Unknown,0.0
Alpenföhn BEN NEVIS,0.0,4001600.0,"8,20.2",Unknown,0.0
Fractal Design Lumen S36 RGB,0.0,5002000.0,"10,33.2",Black,360.0
Iceberg Thermal IceSLEET G4 Silent,19.98,6001200.0,20.5,Black / Gray,0.0
NZXT Kraken X41,0.0,8002000.0,"20,37",Unknown,140.0
MSI MAG CORELIQUID C280,0.0,5001800.0,"14.8,33.28",Black,280.0
MSI MAG CORELIQUID R,141.27,5001800.0,"14.8,33.28",Black,280.0
Scythe Shuriken 2,0.0,3002500.0,"1.8,23.2",Black / Silver,0.0
Deepcool LS320 WH,65.05,5002250.0,32.9,White,120.0
Thermaltake TOUGHLIQUID Ultra,199.99,5002500.0,28.1,Black,240.0
Thermalright Frozen Vision 240,0.0,215021500.0,27,Black,240.0
Jonsbo CR-3000 ARGB,49.45,6001500.0,"22,32",White,0.0
ARCTIC Alpine 12 CO,20.82,1002700.0,Unknown,Black / Gray,0.0
ID-COOLING FROSTFLOW X,0.0,7001800.0,"18,35.2",Unknown,360.0
Thermaltake Water 3.0 360 ARGB Sync Edition,0.0,5001500.0,25.8,Black,360.0
Corsair H80i GT,0.0,2435.0,37.7,Unknown,120.0
Thermalright Frost Spirit 140 V3 ARGB,0.0,1500.0,25.6,White,0.0
Thermaltake TH240 ARGB Sync,0.0,1500.0,28.2,Black,240.0
Thermalright AXP90-X53,0.0,2700.0,22.4,Black,0.0
Thermalright Frost Spirit 140 V3 WHITE,0.0,1500.0,25.6,White,0.0
ID-COOLING AURAFLOW X 240 EVO SNOW,0.0,7001800.0,"18,35.2",White,240.0
Deepcool AK620 ZERO DARK ZORIA,95.45,5001850.0,28,Orange / Black,0.0
Asus ROG Ryujin 240 RGB AIO,230.0,4502000.0,29.7,Black,240.0
ARCTIC Freezer 34,0.0,2001800.0,Unknown,Black / Silver,0.0
MSI MPG CORELIQUID D240,169.0,0.0,Unknown,Black,240.0
Jonsbo CR-1000 EVO ARGB White,25.99,6001500.0,"22,32",White,0.0
Valkyrie SYN,0.0,8002150.0,29,White / Blue,360.0
Asus ROG STRIX LC 240 RGB White Edition,184.99,8002500.0,37.6,White,240.0
Silverstone NT09-115X,15.29,5502500.0,"18.5,32",Unknown,0.0
Gelid Solutions Liquid 240,84.95,7501800.0,29.6,Black,240.0
Cooler Master MasterAir MA410M,96.23,6501800.0,"6,31",Black,0.0
MSI MPG CORELIQUID K240 V2,168.98,0.0,39.9,Black,240.0
Phanteks GLACIER ONE 240D30,0.0,2502000.0,30.2,White,240.0
Mars Gaming MCPU-XT,64.48,8001600.0,"9,26",Black,0.0
be quiet! Silent Loop 2 120,133.18,2200.0,"16.6,36.4",Black,120.0
Cooler Master MasterAir MA610P ARGB,112.53,6501800.0,"8,27",Unknown,0.0
SilentiumPC Fera 5,0.0,3001800.0,Unknown,Black / Silver,0.0
Cooler Master MasterLiquid 360L Core SF6 Chun-Li,0.0,6501750.0,27.2,White / Yellow,360.0
Thermaltake Floe Riing RGB 360 TT Premium Edition,150.41,5001400.0,"19.8,24.7",Unknown,360.0
Thermaltake TOUGHAIR 710,94.98,3001400.0,"18.5,23.9",Black,0.0
Thermaltake Floe DX RGB 240 TT Premium Edition,115.6,5001500.0,"19,23.9",Black / Gray,240.0
Deepcool GAMMAXX 400 EX,0.0,5001500.0,27.6,Black,0.0
Thermalright Assassin King 120,0.0,1500.0,25.6,Black / Silver,0.0
Thermaltake TH280 V2 Ultra ARGB Sync,159.99,5002000.0,34.7,White,280.0
Cooler Master i70,19.98,1800.0,28,Black / Silver,0.0
Iceberg Thermal IceSLEET X5,29.99,5001850.0,"0,36",Teal / Silver,0.0
ID-COOLING SE-224-XT,0.0,7001800.0,"15.2,32.5",Black,0.0
Silverstone Krypton KR01,32.99,8003000.0,33,Black / Silver,0.0
ID-COOLING SE-224-XTS,29.99,6001500.0,28.9,Black / Silver,0.0
Thermaltake CLP0556,18.5,19002300.0,22,Unknown,0.0
Thermaltake UX 210 ARGB,49.99,6002000.0,34.3,Black / Silver,0.0
ID-COOLING SE-224-XT Basic,0.0,7001800.0,"15.2,32.5",Black / Gray,0.0
ID-COOLING FROZN A610 ARGB WHITE,49.99,5002000.0,29.9,White,0.0
Enermax AQUAFUSION ADV 240,69.99,5002000.0,"15,32.6",Black,240.0
ARCTIC Freezer A13 X,31.0,3002000.0,Unknown,Black / White,0.0
ARCTIC Freezer 33,0.0,0.0,Unknown,Unknown,0.0
Cooler Master Hyper 212 LED Turbo (Red),59.04,3001600.0,"9,31",Unknown,0.0
ARCTIC Freezer 34 CO,39.99,2001800.0,Unknown,Black / Silver,0.0
Mars Gaming ML-ONE,0.0,6001800.0,"9,26",Pink,120.0
Asus ROG STRIX LC 360 RGB,0.0,8002500.0,37.6,Black,360.0
Silverstone Krypton KR02,38.99,8002800.0,"13.6,34.8",Black / Silver,0.0
Thermalright Frozen Warframe ARGB,0.0,2000.0,22.1,White,240.0
Enermax ETS-T50 AXE ARGB,0.0,5001600.0,"14,24",Black,0.0
ARCTIC Alpine M1,0.0,750.0,20.5,Unknown,0.0
Dynatron K129,43.93,0.0,0,Orange,0.0
Alphacool Eisbaer LT240,119.9,5501700.0,29,Black,240.0
Deepcool CASTLE 360EX A-RGB,0.0,5001800.0,30,White / Black,360.0
Alpenföhn Brocken 4,0.0,4001600.0,22.8,Black,0.0
Cooler Master MasterAir MA410P,49.99,6502000.0,"6,30",Unknown,0.0
Cooler Master Hyper T2,0.0,2800.0,"17,35",Unknown,0.0
Silverstone Hydrogon D120 ARGB,105.59,0.0,"0,30.5",Black / Silver,0.0
Fractal Design Celsius+ S24 Prisma PWM ARGB,184.18,5002000.0,32.7,Black,240.0
RAIJINTEK AIDOS BLACK,0.0,10002200.0,28.87,Unknown,0.0
GameMax Iceberg 240,0.0,6001800.0,"25,32",Black,240.0
Deepcool Gammaxx L360 V2,0.0,5001800.0,30,Black / White,360.0
Corsair H80i,0.0,2700.0,37.68,Unknown,120.0
Cooler Master V8 GTS,0.0,1600.0,36,Unknown,0.0
Phanteks Glacier One 240MP,0.0,5002200.0,"18,34.2",Black / White,240.0
Fractal Design Celsius+ S28 Prisma PWM ARGB,0.0,5001700.0,34.1,Black,280.0
Enermax LIQMAXFLO SR 360,98.99,5001800.0,23.46,Black,360.0
Cooler Master MASTERLIQUID PL240 FLUX,138.04,0.0,32,White,240.0
ARCTIC Freezer 34 eSports,0.0,2002100.0,Unknown,White / Black,0.0
Jonsbo HX6200D,48.0,7001800.0,"18.6,29.7",White,0.0
Enermax LIQMAXFLO 240,72.98,5001800.0,23.46,Black,240.0
ADATA XPG LEVANTE 360,159.99,6002000.0,34,Black,360.0
Fractal Design Celsius+ S28 Dynamic X2 PWM,0.0,5001700.0,32.7,Black,280.0
Gigabyte AORUS WATERFORCE X II 240AORUS WATERFORCE X II 240,229.99,8002400.0,"12,37.5",Black,240.0
KOLINK Umbra Void,103.28,2200.0,30,Black,240.0
Asus ROG RYUO 240 RGB,189.98,8002500.0,37,Black,240.0
darkFlash Darkair,0.0,8001600.0,Unknown,Black,0.0
ID-COOLING ZOOMFLOW X,0.0,7001500.0,"18,26.4",Black,240.0
Jonsbo CR-3000 ARGB,49.45,6001500.0,"22,32",Black / Silver,0.0
Asus ROG RYUO 120 RGB,239.0,8002500.0,37,Black,120.0
Cooler Master Hyper TX3 EVO,85.72,8002800.0,"17,35",Unknown,0.0
Azza Blizzard SP 360,0.0,7002200.0,36,Black,360.0
ARCTIC Alpine Passive,0.0,0.0,0,Black,0.0
ID-COOLING ZOOMFLOW 240 XT SNOW,0.0,5001500.0,"13.8,30.5",White,240.0
Enermax ETS-N30R-HE,26.13,6002800.0,"12,28",Unknown,0.0
TEAMGROUP SIREN GD240E,100.98,6002200.0,"14.3,35.6",White,240.0
RAIJINTEK PALLAS 120,29.99,2001400.0,28.43,Black,0.0
ARCTIC Liquid Freezer 240,0.0,5001350.0,Unknown,Unknown,240.0
ID-COOLING ZOOMFLOW X,0.0,7001500.0,"18,26.4",White,240.0
ID-COOLING IS-50X V2,0.0,5002000.0,"13.8,31.2",Black / Gray,0.0
ID-COOLING FROSTFLOW X 240 LITE SNOW,0.0,7001800.0,"15.2,35.2",White,240.0
Enermax ETS-F40-FS,39.99,3001200.0,"10,23",Black,0.0
Dynatron R25,37.0,10007000.0,"21.5,59.14",Unknown,0.0
Cougar FORZA 85,45.1,6002000.0,34.5,Black,0.0
Deepcool GAMMAXX AG620 ARGB,0.0,3001850.0,29.4,Black / Silver,0.0
MSI CORE FROZR L,0.0,5001800.0,"17.2,33.6",Unknown,0.0
Thermalright AXP-100 Full Copper,0.0,9002500.0,Unknown,Orange,0.0
aigo Shadow Max,0.0,8002500.0,29.6,Black,0.0
Alphacool Core Ocean T38,73.55,0.0,"0,34.3",Black,120.0
Enermax LIQMAX III RGB,52.27,5001600.0,"14,27",Black,120.0
Yeston zeaginal Sakura,99.9,9001800.0,30,White,240.0
StarTech FAN1156PWM,22.7,10003000.0,33,Unknown,0.0
Xilence M906,0.0,5001500.0,"18,30.8",Black,0.0
ARCTIC Freezer 13 CO,0.0,6002000.0,24.4,Unknown,0.0
ARCTIC Alpine M1 - Passive,0.0,0.0,0,Unknown,0.0
Fractal Design Celsius+ S24 Dynamic X2 PWM,0.0,5002000.0,32.2,Black,240.0
Deepcool GAMMAXX GTE V2,0.0,5001650.0,27.8,Black,0.0
Scythe Mugen 5 Rev.C,0.0,3001500.0,"4,28.6",Black / Silver,0.0
Silverstone AR12-TUF,45.99,3002200.0,"6.2,34.4",Black / Orange,0.0
Iceberg Thermal IceSLEET X7 Dual,37.99,5001850.0,"0,38",Teal / Silver,0.0
Thermalright Silver Soul 135,0.0,1850.0,29.6,White,0.0
Deepcool CASTLE 360EX WHITE,0.0,5001800.0,32.1,White / Black,360.0
ID-COOLING IS-50X V3,0.0,5002000.0,31.2,Black / Gray,0.0
ID-COOLING SE-226-XT,0.0,5001500.0,"13.8,30.5",Black,0.0
Fractal Design Celsius+ S36 Dynamic X2 PWM,0.0,5002000.0,32.2,Black,360.0
MSI MPG CORELIQUID K360 V2,0.0,0.0,39.9,Black,360.0
Phanteks Glacier One 360MPH,0.0,5002200.0,"18,34.2",Black,360.0
ID-COOLING FX240ARGB,0.0,5001800.0,35.2,Black,240.0
Cooler Master MasterAir G100M RGB,43.25,6002400.0,30,Black / Multicolor,0.0
Noua Jotun,0.0,1800.0,23,Black / Silver,0.0
Fractal Design Celsius S24 Blackout,0.0,5002000.0,32.2,Black,240.0
Alpenföhn Brocken 4 Max,0.0,4001800.0,"22.8,24.7",Black,0.0
Azza CUBE 240,79.98,5002000.0,34,Black,240.0
Deepcool GAMMAXX GT V2,39.99,5001650.0,27.8,Black / Silver,0.0
ID-COOLING DK-07i RAINBOW,0.0,5001800.0,"14.2,25.6",Black,0.0
Cougar FORZA 135,104.99,5001500.0,38.5,Black / Silver,0.0
NZXT Kraken X42,0.0,5001800.0,"21,38",Unknown,140.0
Deepcool GAMMAXX L120,0.0,5001800.0,17.8,Black,120.0
Enermax LIQMAXFLO SR 240,89.99,5001800.0,23.46,Black,240.0
Thermalright AXP90-X36,0.0,2700.0,22.4,Black,0.0
Deepcool AS500,0.0,5001200.0,29.2,Black / Silver,0.0
Deepcool GAMMAXX L240 A-RGB,0.0,5001800.0,30,White,240.0
Deepcool Castle 360 RGB V2,0.0,5001800.0,30,Black,360.0
Noctua NH-U12S TR4-SP3,89.9,3001500.0,"18.6,22.4",Unknown,0.0
Thermalright Le Grand Macho RT,65.8,3001300.0,"14,20",Unknown,0.0
ARCTIC Freezer A35 CO,38.99,2001800.0,Unknown,Black / Silver,0.0
Jonsbo CR-1000 EVO Color White,24.99,6001500.0,"22,32",White,0.0
Thermalright Core Matrix,0.0,2150.0,27,White,360.0
Thermaltake Water 3.0 240 ARGB Sync,0.0,5001500.0,25.8,Black,240.0
ARCTIC Freezer Xtreme Rev.2,0.0,8001500.0,24.4,Unknown,0.0
Deepcool GAMMAXX GT,0.0,5001500.0,"17.8,29.5",Unknown,0.0
ARCTIC Freezer 33 eSports ONE (Black/Red),0.0,2001800.0,24.4,Black / Red,0.0
ARCTIC Liquid Freezer II 240 RGB,0.0,2001800.0,22.5,Black,240.0
Asus ROG STRIX LC 240 RGB,169.99,8002500.0,37.6,Black,240.0
Cooler Master Hyper 212 LED White Edition,64.11,6001600.0,"9,31",Unknown,0.0
Cooler Master Hyper T4,0.0,1800.0,"15.1,31.6",Unknown,0.0
Cooler Master MasterLiquid Pro 280,0.0,6502200.0,"6,30",Unknown,280.0
NZXT Kraken X42 Rev 2,0.0,5001800.0,"21,38",Unknown,140.0
Scythe FUMA Rev.B,0.0,3001400.0,"13,28",Unknown,0.0
upHere CCF150CF,0.0,6001800.0,"16.1,27.7",Black,0.0
BitFenix Cube ARGB,79.9,2000.0,34,White,240.0
EVGA CLCx 280,231.9,0.0,35,Black,280.0
ARCTIC Freezer 13,0.0,6002000.0,Unknown,Unknown,0.0
Thermaltake Water 3.0 Riing RGB 280,131.8,3001500.0,"18.5,26.4",Black / Red,280.0
ENDORFY Navis F240 ARGB,140.92,2501800.0,Unknown,Black,240.0
Intel BXRTS2011LC,0.0,2200.0,Unknown,Unknown,120.0
Cooler Master MasterLiquid LC240E RGB,0.0,6501800.0,31.5,Black,240.0
MSI MAG CORELIQUID R,0.0,5002000.0,"14.3,34.3",Black,360.0
CRYORIG C7 Cu,83.0,6002500.0,30,White / Orange,0.0
Cooler Master MasterLiquid 120,0.0,6502000.0,"6,30",Unknown,120.0
ID-COOLING ZOOMFLOW 240,0.0,9002000.0,"16.3,33.5",Black,240.0
Asus TUF Gaming LC 120 ARGB,0.0,8002000.0,Unknown,Black,120.0
Thermalright Frozen Magic Scenic V2,0.0,2150.0,28.1,White,240.0
Thermaltake TOUGHLIQUID ARGB,139.99,5002000.0,22.3,Black,360.0
Alphacool Eisbaer Extreme,367.7,1000.0,18.8,Black,280.0
Iceberg Thermal IceSLEET X9 Dual TR,42.99,5001850.0,"0,38",Teal / Silver,0.0
Thermalright Core Matrix,0.0,2150.0,27,Black,360.0
ARCTIC Freezer 50 TR,0.0,2001800.0,23.5,Black,0.0
Phanteks Glacier One 240MPH,0.0,5002200.0,"18,34.2",White / Black,240.0
Thermalright Aqua Elite ARGB,0.0,1550.0,25.6,White,360.0
Enermax ETS-F40-FS,39.99,3001200.0,"10,23",White,0.0
Thermaltake TOUGHLIQUID Ultra,193.99,5002000.0,33.2,Black,280.0
GAMDIAS CHIONE M2,69.98,8001800.0,Unknown,Black,240.0
Corsair H110i GT,242.71,2100.0,43,Unknown,280.0
Cooler Master Hyper 212X EU Version,87.0,6001700.0,"13,28.6",Unknown,0.0
Noctua NH-C14,0.0,7501200.0,"10.1,19.6",Unknown,0.0
Noctua NH-L9a,0.0,2500.0,Unknown,Unknown,0.0
Deepcool GAMMAXX L360 A-RGB,0.0,5001800.0,30,White,360.0
ID-COOLING IS-30A,0.0,8003600.0,"17,35.8",Black / Silver,0.0
Cooler Master MasterLiquid ML360 Sub-Zero,0.0,6501900.0,"8,26",Black,360.0
Jonsbo HX7280,152.99,7001800.0,"28,38",Black,0.0
Thermalright Frozen Vision 240,0.0,215021500.0,27,White,240.0
Alphacool Eisbaer Aurora 240,153.16,8002000.0,Unknown,Black,240.0
Thermaltake TOUGHAIR 510,56.31,5001200.0,23.6,Green,0.0
Jonsbo PISA A5,0.0,8001850.0,36.8,White,0.0
Thermalright AXP-100,0.0,9002500.0,"22,30",Unknown,0.0
Cooler Master Hyper 212X Dual Fan,0.0,2000.0,"9,36",Unknown,0.0
Deepcool CAPTAIN 240EX WHITE,0.0,5001800.0,"17.6,31.3",Unknown,240.0
Gigabyte AORUS LIQUID COOLER,0.0,2500.0,"18,39.5",Black,240.0
Asus ROG RYUJIN II ARGB,0.0,0.0,Unknown,Black,360.0
YEYIAN VATN 120 ARGB,0.0,8002000.0,"25,32",Black,120.0
Thermalright Macho Rev.B,63.97,3001300.0,"15,21",Unknown,0.0
Cougar Forza 50 Essential,0.0,6002000.0,34.5,Black / Silver,0.0
GAMDIAS BOREAS P1-720,69.98,8002000.0,"10,31",Black,0.0
be quiet! Shadow Rock 2,107.0,1600.0,"15.3,25.4",Unknown,0.0
ARCTIC Freezer i35 CO,45.99,2001800.0,Unknown,Black / Silver,0.0
Enermax LIQMAXFLO 420,129.99,5001700.0,25.47,Black,420.0
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,0.0,5002000.0,22.6,Black,360.0
YEYIAN VATN ARGB 240,0.0,8002000.0,"25,32",Black,240.0
ID-COOLING ZOOMFLOW 360 XT SNOW,0.0,5001500.0,"13.8,30.5",White,360.0
Gelid Solutions Slim Silence AM1,0.0,12002600.0,"15,27.2",Unknown,0.0
Intel BXTS13X,0.0,8002200.0,"21,35",Unknown,120.0
Cooler Master MasterLiquid ML120L RGB,0.0,6502000.0,"6,30",Unknown,120.0
Aerocool P7-L240,0.0,6001800.0,"10.5,31.8",Black,240.0
