name,price,socket,form_factor,max_memory,memory_slots,color
Gigabyte GA-Z77X-UD5H-WB,0.0,LGA1155,ATX,32,4,Black / Blue
ASRock Z77 Professional,0.0,LGA1155,ATX,32,4,Black / Red
Foxconn A75M,0.0,FM1,Micro ATX,64,4,Multicolor
ASRock Z77 Performance,0.0,LGA1155,ATX,32,4,Black / Red
ASRock AD2700B-ITX,0.0,Integrated Atom D2700,Mini ITX,4,2,Black / Blue
ASRock A75 Pro4/MVP,0.0,FM1,ATX,32,4,Brown / Black
ASRock Q77M vPro,0.0,LGA1155,Micro ATX,32,4,Brown / Black
ASRock AD2500B-ITX,0.0,Integrated Atom D2500,Mini ITX,4,2,Black / Silver
ECS A890GXM-A2(2.0),0.0,AM3+,ATX,32,4,Black / Gray
ECS H61H2-A2 Deluxe (1.0),0.0,LGA1155,ATX,16,2,Blue / White
ECS H77H2-M,0.0,LGA1155,Micro ATX,32,4,Black / Gray
ECS H61H2-M13,0.0,LGA1155,Micro ATX,16,2,Black / Gray
ECS H61H-G11,0.0,LGA1155,Thin Mini ITX,16,2,Green / Black
ECS A960M-M2,0.0,AM3+,Micro ATX,16,2,Black / Gray
Biostar A75MG,0.0,FM1,Micro ATX,16,2,Black / Red
ECS A780LM-M2,0.0,AM3,Micro ATX,8,2,Multicolor
EVGA 151-SE-E779-K2,0.0,LGA2011,XL ATX,32,4,Black / Red
Asus Maximus V Formula/ThunderFX,0.0,LGA1155,EATX,32,4,Black / Red
Asus F1A55-M LX PLUS R2.0,0.0,FM1,Micro ATX,32,2,Black / Blue
Jetway JTA98MG,0.0,AM3+,Micro ATX,8,2,Black / Red
Jetway JHA18,0.0,AM3+,ATX,16,4,Unknown
Asus E45M1-M PRO,0.0,Integrated E-Series E-450,Micro ATX,8,2,Black / Blue
ASRock Z77 WS,0.0,LGA1155,ATX,32,4,Brown / Black
Asus F2A85-M PRO,0.0,FM2,Micro ATX,64,4,Black / Blue
Asus F2A85-V PRO,0.0,FM2,ATX,64,4,Black / Blue
Gigabyte GA-F2A75M-D3H,0.0,FM2,Micro ATX,64,4,Blue / White
ECS A55F-M4(1.0),0.0,FM1,Micro ATX,16,2,Unknown
ECS A55F2-M3(1.0),0.0,FM2,Micro ATX,32,2,Unknown
ECS A85F2-A GOLDEN(1.0),0.0,FM2,ATX,64,4,Black / Gold
Intel DZ68PL,0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-F2A85XM-D3H,0.0,FM2,Micro ATX,64,4,Blue / White
MSI FM2-A85XA-G65,0.0,FM2,ATX,32,4,Black / Blue
ASRock FM2A85X Extreme4-M,0.0,FM2,Micro ATX,64,4,Brown / Black
ECS A85F2-A DELUXE(1.0),0.0,FM2,ATX,64,4,Black / Gold
Asus Maximus V Formula/Assassins C3,0.0,LGA1155,EATX,32,4,Black / Red
MSI FM2-A75IA-E53,0.0,FM2,Mini ITX,32,2,Black / Blue
Gigabyte GA-Z77-HD4,0.0,LGA1155,ATX,32,4,Blue / White
MSI FM2-A85XMA-E35,0.0,FM2,Micro ATX,32,2,Black / Blue
ECS H61H2-I v1.1,0.0,LGA1155,Mini ITX,16,2,Unknown
Gigabyte GA-F2A85XM-HD3,0.0,FM2,Micro ATX,64,2,Blue / White
ECS A990FXM-A,0.0,AM3+,ATX,32,4,Black / Gray
Biostar A780L3C,0.0,AM3,Micro ATX,16,2,Black / Red
Biostar COMBOA7L3C,0.0,Integrated Athlon II X2 215,Micro ATX,16,2,Black / Red
MSI B75MA-G43,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Asus A85XM-A,0.0,FM2,Micro ATX,32,2,Unknown
ASRock Z87 Professional,0.0,LGA1150,ATX,32,4,Black / Red
ASRock Z87 Extreme6/ac,0.0,LGA1150,ATX,32,4,Black / Silver
MSI H87M-G43,0.0,LGA1150,Micro ATX,32,4,Black / Blue
ECS Z87H3-A4(1.0),0.0,LGA1150,ATX,32,4,Black / Gold
ECS H87H3-M3(1.0),0.0,LGA1150,Micro ATX,16,2,Black / Gray
ASRock Z87M OC Formula,0.0,LGA1150,Micro ATX,32,4,Black / Yellow
MSI Z87I,0.0,LGA1150,Mini ITX,16,2,Black
Asus P9D-X,0.0,LGA1150,ATX,32,4,Black / Blue
Biostar Hi-Fi Z87W,0.0,LGA1150,ATX,32,4,Black / Blue
Biostar Hi-Fi B85S3+ Ver. 6.x,0.0,LGA1150,Micro ATX,32,4,Black
Asus P9D WS,0.0,LGA1150,ATX,32,4,Black / Gold
ASRock E3C224,0.0,LGA1150,ATX,32,4,Green / Blue
MSI Z87 MPOWER SP,0.0,LGA1150,ATX,32,4,Black / Yellow
Gigabyte GA-F2A75M-HD2,0.0,FM2+,Micro ATX,64,2,Unknown
ASRock H87M Pro4/ASM,0.0,LGA1150,Micro ATX,32,4,Unknown
Gigabyte GA-H81TN,0.0,LGA1150,Thin Mini ITX,16,2,Blue / White
ASRock FM2A88M Extreme4+,0.0,FM2+,Micro ATX,64,4,Brown / Black
ASRock E3C224D2I,0.0,LGA1150,Mini ITX,16,2,Blue / White
Asus A88XM-PLUS/CSM,0.0,FM2+,Micro ATX,64,4,Black / Gold
Sapphire PURE Black 990FX,0.0,AM3+/AM3,ATX,16,4,Unknown
MSI A88XM-E35,0.0,FM2+,Micro ATX,32,2,Black / Blue
ECS H87H3-TI (V1.0),0.0,LGA1150,Thin Mini ITX,16,2,Black
Gigabyte GA-Z87X-HD3,0.0,LGA1150,ATX,32,4,Black / Gray
ASRock B85 Killer,0.0,LGA1150,ATX,32,4,Black / Red
MSI CSM-B85M-P32,0.0,LGA1150,Micro ATX,16,2,Black / Blue
ASRock Fatal1ty Z87 Professional,0.0,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-H87N-WIFI(REV2.0),0.0,LGA1150,Mini ITX,16,2,Black / Gray
Gigabyte G1.SNIPER Z5S,0.0,LGA1150,ATX,32,4,Black / Green
MSI Z87 MPOWER MAX AC,0.0,LGA1150,ATX,32,4,Black / Yellow
Foxconn H81MXV,0.0,LGA1150,Micro ATX,16,2,Black / Blue
Gigabyte GA-B85N-WIFI,0.0,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-H81-D3,0.0,LGA1150,ATX,16,2,Black / Silver
Gigabyte GA-Q87N,0.0,LGA1150,Mini ITX,16,2,Black / Silver
MSI H81M-E35 V2,0.0,LGA1150,Micro ATX,16,2,Black / Blue
Asus Z97-DELUXE(NFC&WLC),0.0,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-AM1M-S2P,0.0,AM1,Micro ATX,32,2,Black
MSI Z97 U3 Plus,0.0,LGA1150,ATX,32,4,Black / Blue
MSI Z97-Gaming 9 AC,0.0,LGA1150,ATX,32,4,Black / Red
Asus A78M-E,0.0,FM2+,Micro ATX,32,2,Black / Gold
EVGA 111-HR-E972-KR,0.0,LGA1150,Mini ITX,16,2,Brown / Black
Biostar A88MQ,0.0,FM2+,Micro ATX,64,4,Black / Yellow
Gigabyte GA-Z97X-SOC FORCE LN2,0.0,LGA1150,ATX,16,2,Black / Orange
ASRock FM2A78M PRO3+,0.0,FM2+,Micro ATX,64,4,Black / Blue
Gigabyte GA-B85N-PHOENIX,0.0,LGA1150,Mini ITX,16,2,Black / Orange
ASRock FM2A78 PRO3+,0.0,FM2+,ATX,64,4,Black / Blue
ECS B85H3-M9 (1.0),0.0,LGA1150,Micro ATX,16,2,Black / Silver
ASRock FM2A78M-HD+ R2.0,0.0,FM2+,Micro ATX,32,2,Black / Silver
MSI Z97A GAMING 9 ACK,0.0,LGA1150,ATX,32,4,Black / Red
Supermicro X10SAT-O,0.0,LGA1150,ATX,32,4,Black / Blue
MSI Z97A SLI KRAIT EDITION,0.0,LGA1150,ATX,32,4,Black / White
ASRock Z170 Extreme6+,0.0,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z170X-Gaming GT,0.0,LGA1151,ATX,64,4,Black / Red
MSI Z170 Krait Gaming,0.0,LGA1151,ATX,64,4,Black / White
ASRock Fatal1ty H170 Performance/D3,0.0,LGA1151,ATX,64,4,Black / Red
ASRock H170 Pro4/D3,0.0,LGA1151,ATX,64,4,Black / Orange
ASRock B150M Pro4/D3,0.0,LGA1151,Micro ATX,64,4,Black / Orange
Supermicro X9SCM-iiF,0.0,LGA1155,Micro ATX,32,4,Black / Green
MSI B150M BAZOOKA D3,0.0,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-MA790X-UD4P,0.0,AM3/AM2+/AM2,ATX,16,4,Multicolor
Gigabyte GA-Q170M-D3H,0.0,LGA1151,Micro ATX,64,4,Black / Silver
Asus H110M-E D3,0.0,LGA1151,Micro ATX,32,2,Black / Gold
Asus H170-PRO/CSM,0.0,LGA1151,ATX,64,4,Black / Gold
EVGA 141-BL-E757-TR,0.0,LGA1366,ATX,24,6,Black / Red
Biostar Z170GT7,0.0,LGA1151,ATX,64,4,Black / Gray
Gigabyte GA-990XA-UD3 R5,0.0,AM3+/AM3,ATX,32,4,Black / Silver
ASRock FM2A88M Extreme4+ R2.0,0.0,FM2+,Micro ATX,64,4,Black / Silver
ASRock H170 Performance/Hyper,0.0,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-Z170X-Gaming 5-EU,0.0,LGA1151,ATX,64,4,Black / Red
ASRock P55 Deluxe3,0.0,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-X170-EXTREME ECC,0.0,LGA1151,ATX,64,4,Black / Beige
Supermicro MBD-X10SLL+-F,0.0,LGA1150,Micro ATX,32,4,Green
Biostar RACING Z170GTN,0.0,LGA1151,Mini ITX,32,2,Black
Biostar Z270GT6,0.0,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B150M-DS3H DDR3,0.0,LGA1151,Micro ATX,64,4,Brown / Black
Supermicro X11SSA-F-B,0.0,LGA1151,ATX,64,4,Green
ASRock Z270 Professional Gaming i7,0.0,LGA1151,ATX,64,4,Black / Red
Supermicro C7H170-M,0.0,LGA1151,Micro ATX,64,4,Black / Red
ASRock X299 Extreme4,0.0,LGA2066,ATX,128,8,Unknown
Supermicro X11SSZ-F,0.0,LGA1151,Micro ATX,64,4,Green
Gigabyte B360 HD3P,0.0,LGA1151,ATX,64,4,Silver / Black
Gigabyte B360M D3V,0.0,LGA1151,Micro ATX,32,2,Silver / Black
Biostar B360GT3S,0.0,LGA1151,Micro ATX,64,4,Black
MSI X299M-A PRO,0.0,LGA2066,Micro ATX,64,4,Black / Silver
MSI H110 PC MATE,0.0,LGA1151,ATX,32,2,Brown / Black
MSI 785GM-P45,0.0,AM3,Micro ATX,16,4,Black / Blue
ASRock E3C246D4U,0.0,LGA1151,Micro ATX,128,4,Green
Biostar X570GT8,0.0,AM4,ATX,128,4,Black
Biostar B365GTA,0.0,LGA1151,ATX,64,4,Black / Silver
Gigabyte H110M-S2PT,0.0,LGA1151,Micro ATX,32,2,Brown / Black
ASRock H410M-HDVP2,0.0,LGA1200,Micro ATX,64,2,Black / Silver
Biostar B350GTX,0.0,AM4,Micro ATX,64,4,Black / Yellow
Gigabyte H410M DS2V V2,0.0,LGA1200,Micro ATX,64,2,Black / Silver
Asus EX-B560M-V5,0.0,LGA1200,Micro ATX,64,2,Red / Black
Asus PRIME H510M-A WIFI/CSM,0.0,LGA1200,Micro ATX,64,2,Black / Silver
ASRock Z590-C/ax,0.0,LGA1200,ATX,128,4,Black
ASRock H610M-HDVP/D5,0.0,LGA1700,Micro ATX,96,2,Black / Silver
Asus EX-H610M-V3 D4,0.0,LGA1700,Micro ATX,64,2,Red / Black
Biostar Z690A-SILVER,0.0,LGA1700,ATX,128,4,Silver / Black
Gigabyte Z690 UD DDR4 V2,0.0,LGA1700,ATX,128,4,Black
Asus EX-B660M-V5-PRO-D4,0.0,LGA1700,Micro ATX,64,2,Red / Black
MSI Z590M PRO,0.0,LGA1200,Micro ATX,128,4,Black / Silver
Asus PRIME B760M-AJ D4,0.0,LGA1700,Micro ATX,128,4,Silver / Black
Gigabyte B760M POWER DDR4,0.0,LGA1700,Micro ATX,64,2,Black
Biostar H510MHP,0.0,LGA1200,Micro ATX,64,2,Black
Biostar B560MH-E PRO,0.0,LGA1200,Micro ATX,128,4,Brown / Silver
Gigabyte B560M DS3H PLUS,0.0,LGA1200,Micro ATX,128,4,Black
Biostar B760MX-E,0.0,LGA1700,Micro ATX,96,2,Black
Gigabyte B760M POWER,0.0,LGA1700,Micro ATX,96,2,Gray / Black
Gigabyte H610M S2,0.0,LGA1700,Micro ATX,64,2,Brown / Silver
Biostar B650MXC PRO,0.0,AM5,Micro ATX,192,4,Black / Silver
Asus PRIME H510M-E R2.0-CSM,0.0,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte H410M K,0.0,LGA1200,Micro ATX,64,2,Brown / Gray
Biostar B550MT,0.0,AM4,Micro ATX,64,2,Black
Biostar B650MS2,0.0,AM5,Micro ATX,96,2,Black / Silver
Biostar H610MX2-E D5,0.0,LGA1700,Micro ATX,96,2,Brown / Black
Biostar H610MHC-E,0.0,LGA1700,Micro ATX,64,2,Black
Biostar H610MHD D5,0.0,LGA1700,Micro ATX,96,2,Black
Biostar H610MHP 2.0,0.0,LGA1700,Micro ATX,64,2,Black
Biostar H610MT-E,0.0,LGA1700,Micro ATX,64,2,Black
Asus PRIME H610M-F D4 R2.0,0.0,LGA1700,Micro ATX,64,2,Silver / Black
Asus PRIME H610M-F D4 R2.0-CSM,0.0,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME B760M-PLUS-CSM,0.0,LGA1700,Micro ATX,192,4,Silver / Black
Asus PRIME H510M-F R3.0,0.0,LGA1200,Micro ATX,64,2,Silver / Black
Asus B760M-AYW WIFI D4,0.0,LGA1700,Micro ATX,64,2,Silver / Black
Gigabyte B760M D3HP DDR4,0.0,LGA1700,Micro ATX,128,4,Black / Gray
Supermicro MBD-X11SSM-F-O,0.0,LGA1151,Micro ATX,64,4,Green
EVGA 141-LF-E658-KR,0.0,LGA1156,ATX,16,4,Black / Gray
Biostar T5 XE CFX-SLI,0.0,LGA1156,ATX,16,4,Unknown
EVGA 123-LF-E653-KR,0.0,LGA1156,ATX,16,4,Black / Gray
Intel DP55WG,0.0,LGA1156,ATX,16,4,Black / Blue
Asus M4N75TD,0.0,AM3,ATX,16,4,Black / Blue
Zotac GF6100-B-E,0.0,AM3/AM2+,Micro ATX,4,2,Black / Red
Gigabyte GA-770TA-UD3,0.0,AM3,ATX,16,4,Blue / White
MSI 770T-C45,0.0,AM3/AM2+/AM2,ATX,8,4,Unknown
Asus M4A785TD-M EVO,0.0,AM3,Micro ATX,16,4,Black / Blue
ECS A785GM-M,0.0,AM3,Micro ATX,16,4,Black / Yellow
Asus M4A785T-M/CSM,0.0,AM3,Micro ATX,16,4,Black / Blue
MSI 785GTM-E45,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Red / Black
MSI 790XT-G45,0.0,AM3/AM2+/AM2,ATX,16,4,Unknown
ASRock 880GMH/USB3,0.0,AM3,Micro ATX,16,4,Black / Blue
Gigabyte GA-790FXTA-UD5,0.0,AM3,ATX,16,4,Blue / White
ASRock A790GMH/128M,0.0,AM3/AM2+/AM2,Micro ATX,16,4,Unknown
Jetway JMA3-79GDGD-LF,0.0,AM3/AM2+/AM2,Micro ATX,8,4,Unknown
Asus M4A88TD-M,0.0,AM3,Micro ATX,16,4,Black / Blue
ASRock 880G Extreme3,0.0,AM3,ATX,16,4,Black / Blue
Gigabyte GA-880GMA-UD2H,0.0,AM3,Micro ATX,16,4,Blue / White
Asus M4A89TD PRO/USB3,0.0,AM3,ATX,16,4,Black / Blue
Asus M4A89TD Pro,0.0,AM3,ATX,16,4,Black / Blue
Biostar TA890GXB HD,0.0,AM3,Micro ATX,16,4,Black / Red
ECS A890GXM-A,0.0,AM3,ATX,16,4,Multicolor
Biostar TA890GXE,0.0,AM3,Micro ATX,16,4,Black / Red
Asus M4A89GTD PRO,0.0,AM3,ATX,16,4,Black / Blue
ASRock 890GX Extreme3,0.0,AM3,ATX,16,4,Black / Blue
EVGA 132-GT-E768-KR,0.0,LGA1366,ATX,24,6,Black / Gray
Gigabyte GA-M68M-S2P,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Asus M4N68T-M,0.0,AM3,Micro ATX,8,2,Black / Blue
ASRock M3A785GMH/128M,0.0,AM3,Micro ATX,16,4,Multicolor
ASRock 880GXH/USB3,0.0,AM3,ATX,16,4,Black / Blue
EVGA 132-GT-E768-TR,0.0,LGA1366,ATX,24,6,Black / Gray
ASRock 890GM Pro3,0.0,AM3,Micro ATX,16,4,Black / Blue
ASRock A780LM-S,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
EVGA 123-CD-E635-KR,0.0,LGA1156,ATX,16,4,Black / Gray
Gigabyte GA-D525TUD,0.0,Integrated Atom D525,Mini ITX,4,2,Blue
Intel D525MW,0.0,Integrated Atom D525,Mini ITX,4,2,Green / Black
ASRock 890FX Deluxe4,0.0,AM3,ATX,16,4,Black / Blue
Gigabyte GA-MA78LMT-S2,0.0,AM3,Micro ATX,8,2,Blue / White
MSI 785GT-E63,0.0,AM3/AM2+/AM2,ATX,16,4,Black / Blue
Biostar A880G+,0.0,AM3,Micro ATX,8,2,Black / Red
MSI NF750-G55,0.0,AM3,ATX,16,4,Black / Blue
EVGA 141-GT-E770-A1,0.0,LGA1366,EATX,24,6,Black / Red
Biostar TA790GXE,0.0,AM3/AM2+/AM2,Micro ATX,16,4,Multicolor
Biostar TA790XE,0.0,AM3/AM2+,ATX,16,4,Multicolor
MSI GF615M-P33,0.0,AM3,Micro ATX,8,2,Black / Blue
MSI 880GMA-E45,0.0,AM3,Micro ATX,16,4,Black / Blue
MSI X58A-GD45,0.0,LGA1366,ATX,24,6,Black / Blue
Biostar TA890FXE,0.0,AM3,ATX,16,4,Black / Red
MSI 870U-G55,0.0,AM3,ATX,16,4,Black / Blue
Foxconn A88GM Deluxe,0.0,AM3,Micro ATX,16,4,Unknown
MSI 880GMA-E53,0.0,AM3,Micro ATX,16,4,Black / Blue
MSI 870A Fuzion,0.0,AM3,ATX,16,4,Black / Blue
Asus M4A77TD,0.0,AM3,ATX,16,4,Black / Blue
Biostar TP43ECombo,0.0,LGA775,ATX,8,2,Unknown
Biostar TH55 HD,0.0,LGA1156,Micro ATX,16,4,Unknown
ASRock A785GM-LE/128M,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
MSI 880GM-E43,0.0,AM3,Micro ATX,16,4,Black / Blue
Jetway JMA3-785GP-LF,0.0,AM3,Micro ATX,8,2,Unknown
ECS A750GM-M (V7.0),0.0,AM3,Micro ATX,8,2,Unknown
Biostar TA880GB+,0.0,AM3,Micro ATX,16,4,Unknown
Asus P7Q57-M DO/CSM,0.0,LGA1156,Micro ATX,16,4,Unknown
MSI H55-G43,0.0,LGA1156,ATX,16,4,Black / Blue
Biostar TPOWER i55,0.0,LGA1156,ATX,16,4,Multicolor
Biostar H55A+,0.0,LGA1156,ATX,16,4,Black / Red
Biostar TA790GXB3,0.0,AM3,ATX,16,4,Multicolor
MSI Big Bang Trinergy,0.0,LGA1156,ATX,16,4,Unknown
ASRock K10N78D,0.0,AM2+/AM2,ATX,16,4,Unknown
Foxconn A88GMV,0.0,AM3,Micro ATX,16,4,Multicolor
Biostar H55 HD,0.0,LGA1156,Micro ATX,8,2,Black / Red
ECS H57H-MUS(1.0A),0.0,LGA1156,Micro ATX,16,4,Unknown
ECS A880GM-AD3 (V1.0),0.0,AM3,ATX,32,4,Unknown
Jetway JHZ03-GT-LF,0.0,AM3,Micro ATX,8,4,Unknown
Biostar TH55B HD,0.0,LGA1156,Micro ATX,16,4,Unknown
Foxconn A74ML-K 3.0,0.0,AM3,Micro ATX,8,2,Unknown
ECS X58B-A3 SLI (V1.0),0.0,LGA1366,ATX,24,6,Unknown
Biostar TA785GE 128M,0.0,AM3/AM2+/AM2,Micro ATX,16,4,Unknown
Biostar TA870+,0.0,AM3,ATX,16,4,Black / Red
MSI Big Bang Fuzion,0.0,LGA1156,ATX,16,4,Unknown
Jetway JNC84E-LF,0.0,AM3/AM2+/AM2,Mini ITX,4,2,Unknown
ASRock H55M-GE,0.0,LGA1156,Micro ATX,16,4,Black / Blue
ASRock H55DE3,0.0,LGA1156,ATX,16,4,Black / Blue
Foxconn P55A-S,0.0,LGA1156,ATX,16,4,Unknown
Biostar T5 XE,0.0,LGA1156,ATX,16,4,Multicolor
ASRock H55M/USB3 R2.0,0.0,LGA1156,Micro ATX,8,2,Unknown
ECS H55H-I,0.0,LGA1156,Mini ITX,8,2,Black / Orange
ECS P55H-CM (V1.0),0.0,LGA1156,Micro ATX,16,4,Unknown
Asus Sabertooth 55i,0.0,LGA1156,ATX,16,4,Multicolor
Jetway JXBLUE-77A4-LF,0.0,AM3,ATX,8,2,Unknown
Jetway JM26GT4-A-LF,0.0,AM3/AM2+/AM2,Micro ATX,4,2,Unknown
Biostar A785GE,0.0,AM3/AM2+,Micro ATX,8,2,Unknown
Jetway JPA76GM5D3-LF,0.0,AM3,Micro ATX,8,2,Unknown
Foxconn Cinema Premium,0.0,AM3/AM2+/AM2,Micro ATX,8,4,Unknown
Zotac H55ITX-C-E,0.0,LGA1156,Mini ITX,8,2,Black / Yellow
Jetway JHA12-LF,0.0,AM3,ATX,16,4,Unknown
Foxconn A9DA,0.0,AM3,ATX,16,4,Unknown
ECS IC780M-A2 (V1.0A),0.0,AM3,ATX,16,4,Unknown
ECS A880GM-M7 (V2.0),0.0,AM3,Micro ATX,16,2,Unknown
ECS IC890GXM-A (V1.1),0.0,AM3,ATX,32,4,Unknown
ASRock 760GM-GS3,0.0,AM3,Micro ATX,8,2,Black / Blue
ASRock 880GMH/USB3 R2.0,0.0,AM3,Micro ATX,16,4,Unknown
Gigabyte GA-H67MA-UD2H,0.0,LGA1155,Micro ATX,16,4,Blue / White
Gigabyte GA-P67A-UD3,0.0,LGA1155,ATX,16,4,Blue / White
Gigabyte GA-P67A-UD3P,0.0,LGA1155,ATX,16,4,Black
Gigabyte GA-P67A-UD5,0.0,LGA1155,ATX,16,4,Black / Silver
Gigabyte GA-P67A-UD7,0.0,LGA1155,ATX,16,4,Black / Silver
MSI H67MA-EA45,0.0,LGA1155,Micro ATX,32,4,Unknown
MSI H67MA-EA43,0.0,LGA1155,Micro ATX,32,4,Unknown
MSI H67MA-EA33,0.0,LGA1155,Micro ATX,16,2,Unknown
MSI H67MA-ED55,0.0,LGA1155,Micro ATX,32,4,Black / Blue
MSI P67A-GD55,0.0,LGA1155,ATX,32,4,Black / Blue
MSI P67A-C45,0.0,LGA1155,ATX,32,4,Black / Blue
Intel DP67BA,0.0,LGA1155,ATX,32,4,Black / Blue
MSI H67MS-E43,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Biostar TH67XE,0.0,LGA1155,Micro ATX,16,4,Unknown
MSI 870A-G55,0.0,AM3,ATX,16,4,Black / Blue
ECS P67H2-A Hydra,0.0,LGA1155,ATX,32,4,Black / White
ECS P67H2-A,0.0,LGA1155,ATX,16,4,Black / White
ECS P67H2-A4,0.0,LGA1155,ATX,16,4,Unknown
ECS P67H2-A2 SLI,0.0,LGA1155,ATX,16,4,Black / White
ECS H67H2-A3,0.0,LGA1155,ATX,16,4,Unknown
ECS H67H2-M,0.0,LGA1155,Micro ATX,16,4,Black / White
ECS H67H2-M3,0.0,LGA1155,Micro ATX,16,2,Black / White
ECS H67H2-M2,0.0,LGA1155,Micro ATX,16,4,Black / White
ECS H67H2-M4,0.0,LGA1155,Micro ATX,16,4,Unknown
ECS H67H2-I,0.0,LGA1155,Mini ITX,8,2,Unknown
ASRock P67 Professional,0.0,LGA1155,ATX,32,4,Unknown
ASRock H67M-GE,0.0,LGA1155,Micro ATX,32,4,Unknown
ASRock H67M,0.0,LGA1155,Micro ATX,16,2,Unknown
Jetway HI08,0.0,LGA1155,ATX,16,4,Unknown
Jetway MIH67M-HU3,0.0,LGA1155,Micro ATX,16,4,Unknown
MSI 760GM-P33,0.0,AM3,Micro ATX,8,2,Black / Blue
MSI 760GM-P35,0.0,AM3,Micro ATX,16,4,Red / Black
MSI 880G-E45,0.0,AM3,ATX,16,4,Unknown
MSI 880GMA-E55,0.0,AM3,Micro ATX,16,4,Black / Blue
ASRock Fatal1ty P67 Professional,0.0,LGA1155,ATX,32,4,Unknown
MSI 870A Fuzion Power Edition,0.0,AM3,ATX,16,4,Black / Blue
Biostar A880GU3,0.0,AM3,Micro ATX,8,2,Black / Red
MSI 890FXA-GD65,0.0,AM3,ATX,16,4,Black / Blue
Foxconn H67A-S,0.0,LGA1155,ATX,16,4,Black / Yellow
MSI 880GM-P51,0.0,AM3,Micro ATX,16,4,Black / Blue
Biostar TP55,0.0,LGA1156,ATX,16,4,Multicolor
Foxconn Inferno Katana,0.0,LGA1156,ATX,16,4,Unknown
MSI X58A-GD65,0.0,LGA1366,ATX,24,6,Black / Blue
ECS A890GXM-A(2.0),0.0,AM3,ATX,32,4,Unknown
ECS A880GM-M6(1.0),0.0,AM3,Micro ATX,32,4,Unknown
Biostar TA785G3+,0.0,AM3,Micro ATX,16,4,Black / Red
Gigabyte G1.Sniper,0.0,LGA1366,ATX,24,6,Unknown
Biostar TH55XERCH,0.0,LGA1156,ATX,16,4,Unknown
MSI 880GM-E35,0.0,AM3,Micro ATX,16,2,Black / Blue
Biostar A880G+RCH,0.0,AM3,Micro ATX,8,2,Unknown
Biostar TA890GXERCH,0.0,AM3,Micro ATX,16,4,Unknown
MSI H67MA-E35 (B3),0.0,LGA1155,Micro ATX,16,2,Black / Blue
ECS H55H-CM,0.0,LGA1156,Micro ATX,16,4,Unknown
Gigabyte GA-H67MA-UD2H-B3,0.0,LGA1155,Micro ATX,32,4,Unknown
Asus P8H67-M LE (REV 3.0),0.0,LGA1155,Micro ATX,16,2,Unknown
Asus P8H67-M EVO (REV 3.0),0.0,LGA1155,Micro ATX,32,4,Unknown
Asus P8P67 (REV 3.0),0.0,LGA1155,ATX,32,4,Unknown
Asus P8P67 LE (REV 3.0),0.0,LGA1155,ATX,32,4,Unknown
Asus P8P67 Deluxe (REV 3.0),0.0,LGA1155,ATX,32,4,Unknown
MSI 880GMA-E35,0.0,AM3,Micro ATX,16,2,Black / Blue
Asus P8H67-M PRO/CSM (REV 3.0),0.0,LGA1155,Micro ATX,32,4,Unknown
ASRock H67M-ITX/HT,0.0,LGA1155,Mini ITX,16,2,Black / Blue
Asus P8H67-M LX (REV 3.0),0.0,LGA1155,Micro ATX,16,2,Unknown
Asus P8P67-M (REV 3.0),0.0,LGA1155,Micro ATX,32,4,Unknown
MSI H67MS-E43 (B3),0.0,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-H67N-USB3-B3,0.0,LGA1155,Mini ITX,16,2,Blue
ASRock P67 Extreme6 (B3),0.0,LGA1155,ATX,32,4,Unknown
ASRock H67M (B3),0.0,LGA1155,Micro ATX,16,2,Black / Blue
Gigabyte GA-P67A-UD7-B3,0.0,LGA1155,ATX,32,4,Black
ASRock P67 Pro3 (B3),0.0,LGA1155,ATX,32,4,Unknown
Gigabyte GA-P67A-UD5-B3,0.0,LGA1155,ATX,32,4,Black
Asus Sabertooth P67 (REV 3.0),0.0,LGA1155,ATX,32,4,Unknown
Biostar TA880GU3+,0.0,AM3,Micro ATX,16,4,Black / Red
MSI 880GMS-E35,0.0,AM3,Micro ATX,16,2,Black / Blue
ASRock P67 Extreme 4 (B3),0.0,LGA1155,ATX,32,4,Unknown
MSI 870S-G46,0.0,AM3,ATX,32,4,Black / Blue
ASRock 890GX Pro3,0.0,AM3,ATX,32,4,Unknown
Intel DP67DEB3,0.0,LGA1155,Micro ATX,32,4,Black / Blue
