name,price,style,switches,backlit,tenkeyless,connection_type,color
Microsoft CSD-00001,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Microsoft BV3-00003,112.21,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft 7ZJ-00001,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Microsoft ZHA-00001,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Microsoft XSA-00001,383.77,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black / Silver
IOGEAR GKM551R,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Gyration GYM5600LKNA,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
ARCTIC K481,0,Mini,Unknown,Unknown,TRUE,Wireless,Black
Qumax Gemini-P29MT,0,Mini,Unknown,Unknown,FALSE,Wireless,Black
Grandtec KEY-3000,0,Slim,Unknown,Unknown,TRUE,Wireless,Black
Grandtec FLX500U,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Grandtec FLX-2000,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Adesso WKB-3000U,0,Standard,Unknown,Unknown,TRUE,Wireless,Black
Qumax Gemini N2AM,0,Slim,Unknown,Unknown,FALSE,Wired,Silver
Qumax Xarmor U9W,0,Standard,Cherry MX Brown,Unknown,FALSE,Wireless,Black
Qumax Gemini U26,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Qumax Xarmor U9,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Qumax Scorpius V6,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Grandtec FLX-7000,0,Standard,Unknown,Unknown,FALSE,Wired,White
Qumax Xarmor U9Plus,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,Black
Grandtec GLW-1000,0,Slim,Unknown,Unknown,FALSE,Wired,White
Ergoguys My-Lil Kids Computer,0,Standard,Unknown,Unknown,FALSE,Wired,Blue
Kensington 64338,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
SIIG JK-BT0112-S1,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Adesso ACK-595,29.99,Mini,Unknown,Unknown,TRUE,Wired,White
HP FK221AT#ABA,124.99,Mini,Unknown,Unknown,FALSE,Wired,Black
Qumax Scorpius N1T,0,Slim,Unknown,Unknown,FALSE,Wired,Silver / Black
Cherry G84-5500,134.18,Slim,Unknown,Unknown,TRUE,Wired,Black
Corsair Vengeance K60,0,Gaming,Cherry MX Red,Unknown,FALSE,Wired,Black / Gray
SolidTek KBP-3100BU,24.51,Mini,Unknown,Unknown,FALSE,Wired,Black
Cherry G80-8200LPDUS-0,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
SolidTek KB-7070BP,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Qumax Scorpius U2,0,Slim,Unknown,Unknown,FALSE,Wired,Black
SolidTek KB-7091BU,0,Slim,Unknown,Unknown,FALSE,Wired,Black
SteelSeries 7G,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
SteelSeries Zboard,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / Silver
SteelSeries Zboard Limited Edition StarCraft II,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
SteelSeries Shift Medal of Honor Edition,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Cooler Master Storm Trigger,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black
Belkin Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
HP VF097AA#ABA,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cyborg S.T.R.I.K.E. 7,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Microsoft Mobile 5000,220.82,Ergonomic,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Unitech KP3700,0,Standard,Unknown,Unknown,FALSE,Wired,Black / Gray
Syba CL-KBD23024,24.21,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Silver / White
Kensington K39514US,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Lenovo Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Rosewill RK-8200,0,Gaming,Unknown,Blue,FALSE,Wired,Black
Gateway KR-0350,0,Standard,Unknown,Unknown,FALSE,Wireless,White / Black
Rosewill RK-8100,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Gateway KR-0401,0,Standard,Unknown,Unknown,FALSE,Wireless,Black / Gray
ARCTIC K381,0,Slim,Unknown,Unknown,FALSE,Wired,Black
SteelSeries PW1CAE1-B3ZBD01,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / White
ARCTIC K381,0,Slim,Unknown,Unknown,FALSE,Wired,White
SolidTek 138 0383,0,Standard,Unknown,Unknown,FALSE,Wired,Black
AZIO Mini Thumb Keyboard w/ Trackball,0,Mini,Unknown,Unknown,TRUE,Wireless,Black
SolidTek 138 0160,0,Mini,Unknown,Unknown,FALSE,Wired,White
HP C4739-60113,0,Standard,Unknown,Unknown,FALSE,Wired,White
Kensington Pro Fit Wireless Comfort Desktop Set,63.54,Standard,Unknown,Unknown,FALSE,Wireless,Black
Kensington K64338,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SIIG JK-WR0712-S1,0,Standard,Unknown,Unknown,TRUE,Wireless,Black
IBM 40K5372,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cherry Business G83-6104 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Saitek Eclipse II,0,Standard,Unknown,Blue,FALSE,Wired,Silver / Black
Logitech Wireless Solar Keyboard K760,199.97,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Silver / Black
A4Tech KLS-5,0,Slim,Unknown,Unknown,TRUE,Wired,Black
Microsoft SideWinder X6,0,Standard,Unknown,Red / Amber,FALSE,Wired,Black
Cherry INITIAL Corded Multimedia Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
KeyTronic E03600U1,0,Standard,Unknown,Unknown,FALSE,Wired,Beige
Logitech K360,0,Mini,Unknown,Unknown,FALSE,Wireless,Black
Cherry G84-4400PUBUS-0,0,Standard,Cherry ML,Unknown,FALSE,Wired,Gray
Cherry J82-16001 Business K-1 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
Gear Head KB1700U,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Logitech K320,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft Comfort Desktop 5000 for Business,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Adesso AKB-410UW,0,Mini,Unknown,Unknown,TRUE,Wired,White
Gigabyte GK-OSMIUM,0,Gaming,Cherry MX Red,Blue,FALSE,Wired,Black
Logitech 967362-0403,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Planar ProGlow Backlit Keyboard,0,Standard,Unknown,White,FALSE,Wired,Black
VisionTek Candyboard Keyboard with Touchpad,0,Mini,Unknown,White,TRUE,Wireless,Black
I/O Magic I012K03BMB,0,Ergonomic,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
VisionTek Candyboard Keyboard with Touchpad and Built in IR Remote,0,Mini,Unknown,White,FALSE,Wireless,Black
I/O Magic I012K01BS,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
I/O Magic I012K02BS,0,Slim,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Cherry G83-6104,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
SolidTek KB-5331B-PF Keyboard,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Cherry Classic Line G83-6101 PC Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
A4Tech KL-8MUU,0,Slim,Unknown,Unknown,FALSE,Wired,Gray / Black
Cherry J86-4400 Vandal-Proof Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,Gray
A4Tech KBS-29,41.98,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Cherry J84-2120 Keyboard,0,Mini,Unknown,White,FALSE,Wired,Black
Targus AKB33,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Cooler Master Storm QuickFire Rapid,0,Gaming,Cherry MX Black,Unknown,TRUE,Wired,Gray / Black
Adesso WKB-1000BA,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
SteelSeries 64105SS,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Cooler Master Storm Quick Fire Pro,0,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
Mad Catz CCB43107N0B2/04/1,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / Gray
SteelSeries 64115,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
ViewSonic VPAD-CASE-002,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Gear Head KB5950TPW,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Das Keyboard Model S Professional For Mac,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Logitech 920-003706,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Kensington K64370A,16.99,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech 920-003709,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Thermaltake eSPORTS Meka G-Unit,0,Gaming,Cherry MX Black,White,FALSE,Wired,Black
Grandtec Virtually Indestructible Keyboard USB 109-Key,0,Standard,Unknown,Unknown,FALSE,Wired,Black
KeyTronic E03601P2M5PK,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SteelSeries 7G,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Ergoguys Wireless Keyboard Space Saver Optical Trackball,0,Standard,Unknown,Unknown,FALSE,Wireless,Black / Silver
Logitech Keyboard,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
KeyTronic F-SCAN-KSC01US Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Beige
Cooler Master Storm QuickFire Rapid,0,Gaming,Cherry MX Red,Unknown,TRUE,Wired,Black
KeyTronic E05390U2 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Belkin Compact Keyboard K100,0,Standard,Unknown,Unknown,FALSE,Wired,Black / Silver
Targus AKB13US Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Cherry Classic Line G81-1800 PC Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
Sony SGP-WKB1 Keyboard,0,Mini,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
SolidTek KB-3920BU Keyboard,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Cherry Classic G83-6105 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cherry G83-6744 Smart Card Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cherry J842120 Keyboard,0,Mini,Unknown,White,FALSE,Wired,Blue
Gear Head KB2200B Standard Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Buslink KR-6820E-BK,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Cherry G83-6105 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Buslink KR-6401-BK,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Mad Catz CCB44026N0B2/06/1,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Cherry Advanced Performance Line G83-6744 Smart Board keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
Buslink RF-6577L-WH,0,Standard,Unknown,Unknown,FALSE,Wireless,White
Cherry G84-4100 Series Ultraslim Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,Gray
Ergoguys 01027,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black / Gray
V7 KC0A1-4N6P Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SolidTek KB-3152B-BT,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
"Key Ovation Go! Travel Ergonomic Keyboard USB MAC, PC",0,Ergonomic,Unknown,Unknown,FALSE,Wired,Gray / Black
i-rocks KR-6820E-WH,0,Gaming,Unknown,Unknown,FALSE,Wired,White / Blue
Key Ovation Keyboard,110.99,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Gear Head KB4200NPU Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Gear Head KB6500BTIP Keyboard,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
V7 CK2A0-4N6P,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Cherry FingerTIP G83-14501 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
V7 CK0A1-4N6P,0,Standard,Unknown,Unknown,FALSE,Wired,Black
V7 CK0A2-4N6P,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SMK-Link GYM1100CKNA,0,Mini,Unknown,Unknown,TRUE,Wireless,Black
Key Ovation Go! Keyboard,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
SMK-Link VP6220 Wireless Bluetooth Keyboard,0,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
SMK-Link VP6366 Keyboard,0,Mini,Unknown,Unknown,TRUE,Wireless,Silver
Logitech 920-003039-1,0,Standard,Unknown,Unknown,TRUE,Wireless,Black
Chester Creek Technologies MB-lc,0,Mini,Unknown,Unknown,FALSE,Wired,Black
KeyTronic E03601U2M5PK,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Raptor Gaming LK1,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / Red
Logitech 920-003475,0,Slim,Unknown,Unknown,FALSE,Wireless,Silver
Chester Creek Technologies VisionBoard2 Yellow,0,Standard,Unknown,Unknown,TRUE,Wired,Black / Yellow
Logitech 920-003474,0,Slim,Unknown,Unknown,FALSE,Wireless,White / Pink
Chester Creek Technologies VisionBoard2,0,Standard,Unknown,Unknown,TRUE,Wired,Black / White
Zotac ZA-MINIKB-BK,0,Mini,Unknown,Unknown,TRUE,Wireless,Black
Logitech 920-003712,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech 920-003693,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Interlink VP6630,0,Slim,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Toshiba PA3777U-1ETB,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Toshiba PA3959U-1ETB,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Interlink VP6364,0,Mini,Unknown,Unknown,TRUE,Wireless,Black
Belkin Keyboard,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Fellowes 98915,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Fellowes 9892901,29.99,Standard,Unknown,Unknown,FALSE,Wired,Black
AZIO Levetron Clicker,0,Standard,ALPS White,Unknown,FALSE,Wired,Black
Interlink VP6342,0,Mini,Unknown,Unknown,FALSE,Wireless,Black
Interlink VP6310,0,Mini,Unknown,Unknown,FALSE,Wireless,Black
Interlink VP6220,0,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
Gear Head KB4200NPU Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Genius Slimstar 8000,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Verbatim 96664,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Mad Catz PK02AU,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / White
Toshiba PA3871U-1ETB,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Genius 31300711101,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Genius 31330194102,0,Standard,Unknown,Unknown,FALSE,Wired,Black / White
Kensington K64370,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Genius 31300710100,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cisco XPACC-KBD-G=,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
Lenovo Comfort Curve Keyboard 3000,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Mad Catz ECB43002N002/06/1,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Panasonic Notebook Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SolidTek ACK-5010U,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Panasonic CF-VKBL03AM Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Gray / Black
Interlink VP6366,0,Mini,Unknown,Unknown,TRUE,Wireless,Silver
Microsoft Sidewinder X4 (UK Layout),0,Standard,Unknown,Unknown,FALSE,Wired,Black
Rosewill RKM-1000RF,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Cherry eVolution CONTROL XT,0,Standard,Unknown,Unknown,FALSE,Wireless,Silver / Black
SolidTek Keyboard,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Chester Creek Technologies LessonBoard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SolidTek Keyboard,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Cyborg S.T.R.I.K.E. 7,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
SolidTek Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Rosewill RK-9000BRI,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,White / Black
SolidTek 138 0245,0,Mini,Unknown,Unknown,FALSE,Wired,Black
V7 Standard USB Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Rosewill RK-9100,0,Slim,Cherry MX Blue,Blue,FALSE,Wired,Black
Asus U3000 Keyboard,0,Mini,Unknown,Unknown,FALSE,Wired,Black
Rosewill RK-9100BR,0,Slim,Cherry MX Brown,Blue,FALSE,Wired,Black
Fellowes 9893301,0,Standard,Unknown,Unknown,FALSE,Wired,Silver / Black
SolidTek 138 0402,0,Mini,Unknown,Unknown,FALSE,Wired,Silver / Black
SIIG JK-WR0812-S1,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Logitech Wireless Solar Keyboard K750 for Mac,49.99,Slim,Unknown,Unknown,FALSE,Wireless,Silver / White
SIIG USB Compact Low Profile Multimedia Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Cooler Master Storm Trigger,0,Gaming,Cherry MX Black,Red,FALSE,Wired,Gray / Black
Evoluent KB4,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Evoluent KB1,0,Standard,Unknown,Unknown,FALSE,Wired,Black / Silver
A4Tech 7300N,0,Ergonomic,Unknown,Unknown,TRUE,Wireless,Gray / Black
Cherry STRAIT Corded Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,Silver / White
Ducky DK9008G2 PBT,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Ducky DK9008 Shine II (M Edition),0,Standard,Cherry MX Brown,White,FALSE,Wired,Black
Ducky Year of the Dragon,0,Standard,Cherry MX Brown,Yellow,TRUE,Wired,Black
Ducky DK1087XM,0,Standard,ALPS Green,Unknown,TRUE,Wired,Black
Ducky Shine II,0,Standard,Cherry MX Brown,Red,FALSE,Wired,Black
Ducky DK9008 Shine II (M Edition),0,Standard,Cherry MX Blue,White,FALSE,Wired,Black
Ducky Year of the Dragon,0,Standard,Cherry MX Blue,Blue,TRUE,Wired,Black
Ducky DK9008 Shine II (M Edition),0,Standard,Cherry MX Red,White,FALSE,Wired,Black
Ducky DK9008S,0,Standard,Cherry MX Brown,White,FALSE,Wired,Black
Ducky DK9087 Shine II,0,Standard,Cherry MX Brown,Blue,TRUE,Wired,Black
Ducky DK9008S-BEALB,0,Standard,Cherry MX Brown,Blue,FALSE,Wired,Black
Filco Ninja Majestouch-2,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
Filco Camo Majestouch-2,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Camo
Filco Majestouch-2,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,White
Filco Majestouch-2,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,Camo
Filco Ninja Majestouch-2,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,White
Filco Majestouch-2,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,Pink / White
Filco Majestouch-2,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Camo
Filco Majestouch-2,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,Beige
Filco Majestouch-2,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Filco Majestouch-2,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Happy Hacking Professional 2 (Non-Printed),0,Standard,Topre 45g,Unknown,TRUE,Wired,Gray
Happy Hacking Professional 2 (Non-Printed),0,Standard,Topre 45g,Unknown,TRUE,Wired,White
Happy Hacking Professional 2 Type S (Non-Printed),0,Standard,Topre 45g Silent,Unknown,TRUE,Wired,White
Leopold FC200RT/AB,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Leopold FC200RC/AB,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Leopold FC200RL/AB,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,Black
Leopold FC200RR/AB,0,Standard,Cherry MX Red,Unknown,TRUE,Wired,Black
Leopold FC200RT/ABN Otaku (Non-Printed),0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Leopold FC200RC/ABN Otaku (Non-Printed),0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Leopold FC200RR/ABN Otaku (Non-Printed),0,Standard,Cherry MX Red,Unknown,TRUE,Wired,Black
Leopold FC500RR/AB,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,Black
Leopold FC500RR/ABN (Non-Printed),0,Standard,Cherry MX Red,Unknown,FALSE,Wired,Black
Leopold FC500RT/AB,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Leopold FC500RT/ABN Otaku (Non-Printed),0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Leopold FC500RC/AB,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Leopold FC500RC/ABN Otaku (Non-Printed),0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Leopold FC500RL/AB,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
Ducky DK9008S2 Shine II,0,Standard,Cherry MX Brown,Blue,FALSE,Wired,Black
Ducky DK9087S2 Shine II,0,Standard,Cherry MX Black,Purple,TRUE,Wired,Black
Ducky DK9008S-BEALY,0,Standard,Cherry MX Brown,Yellow,FALSE,Wired,Black
Ducky DK9087S2 Shine II,0,Standard,Cherry MX Red,Green,TRUE,Wired,Black
Ducky DK9008S,0,Standard,Cherry MX Black,White,FALSE,Wired,Black
Ducky DK9008G2,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Ducky DK9008S2 Shine II,0,Standard,Cherry MX Red,Red,FALSE,Wired,Black
Ducky DK9087S2 Shine II,0,Standard,Cherry MX Black,Green,FALSE,Wired,Black
Ducky DK1087-ACLLB,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,Black
Ducky DK1087-AELLB,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,Black
Ducky DK1087-BELLB,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Ducky DK1087-CELLB,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Ducky DK1087-KEALB,0,Standard,ALPS Black,Unknown,TRUE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Cooler Master CM Storm QuickFire Rapid,0,Gaming,Cherry MX Green,Unknown,TRUE,Wired,Black
Cooler Master CM Storm Trigger,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
Cooler Master CM Storm Trigger,0,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
Das Keyboard Model S Ultimate,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Das Keyboard Model S Ultimate Silent,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Max Keyboard Nighthawk X7,0,Standard,Cherry MX Blue,White,FALSE,Wired,Black
Max Keyboard Nighthawk X8,0,Standard,Cherry MX Brown,White,FALSE,Wired,Black
Max Keyboard Nighthawk X9,0,Standard,Cherry MX Red,White,FALSE,Wired,Black
Tesoro Durandal G1N,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Cobra E-3LUE CS/CF,0,Standard,Unknown,Blue,FALSE,Wired,Black
i-rocks KR-6260-BK,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Corsair Vengeance K70,0,Gaming,Cherry MX Red,Blue,FALSE,Wired,Silver
Ducky DK1008-KEALB,0,Gaming,ALPS Black,Unknown,FALSE,Wired,Black
Ducky DK1008-NEALB,0,Gaming,ALPS Green,Unknown,FALSE,Wired,Black
Ducky DK1008L-RCLLB,0,Gaming,Cherry MX Red,Unknown,FALSE,Wired,Black
Ducky DK1008L-RELLB,0,Gaming,Cherry MX Red,Unknown,FALSE,Wired,Black
Ducky DK9000G2-BEPLB,0,Gaming,Cherry MX Brown,Unknown,FALSE,Wired,Black
Ducky DK9000G2-CEPLB,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,Black
Ducky DK9008G2-AEPLB,0,Gaming,Cherry MX Black,Unknown,FALSE,Wired,Black
Ducky DK9008G2-BEPTW,0,Gaming,Cherry MX Brown,Unknown,FALSE,Wired,White
Ducky DK9008G2-CEPLB,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,Black
Ducky DK9008G2-CEPTW,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,White
Ducky DK9008G2-REPLB,0,Gaming,Cherry MX Red,Unknown,FALSE,Wired,Black
Ducky DK9008S-ACALB,0,Gaming,Cherry MX Black,Blue,FALSE,Wired,Black
Ducky DK9008S-AEALB,0,Gaming,Cherry MX Black,Blue,FALSE,Wired,Black
Ducky DK9008S-AEALG,0,Gaming,Cherry MX Black,Green,FALSE,Wired,Black
Ducky DK9008S-AEALP,0,Gaming,Cherry MX Black,Purple,FALSE,Wired,Black
Ducky DK9008S-AEALY,0,Gaming,Cherry MX Black,Yellow,FALSE,Wired,Black
Ducky DK9008S-BCALB,0,Gaming,Cherry MX Brown,Blue,FALSE,Wired,Black
Ducky DK9008S-BEALG,0,Gaming,Cherry MX Brown,Green,FALSE,Wired,Black
Ducky DK9008S-BEALP,0,Gaming,Cherry MX Brown,Purple,FALSE,Wired,Black
Ducky DK9008S-BEALR,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black
Ducky DK9008S-BJALB,0,Gaming,Cherry MX Brown,Blue,FALSE,Wired,Black
Ducky DK9008S-CCALB,0,Gaming,Cherry MX Blue,Blue,FALSE,Wired,Black
Ducky DK9008S-CEALB,0,Gaming,Cherry MX Blue,Blue,FALSE,Wired,Black
Ducky DK9008S-CEALG,0,Gaming,Cherry MX Blue,Green,FALSE,Wired,Black
Ducky DK9008S-CEALP,0,Gaming,Cherry MX Blue,Purple,FALSE,Wired,Black
Ducky DK9008S-CEALR,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
Ducky DK9008S-CEALW,0,Gaming,Cherry MX Blue,White,FALSE,Wired,Black
Ducky DK9008S-CEALY,0,Gaming,Cherry MX Blue,Yellow,FALSE,Wired,Black
Ducky DK9008S-REALB,0,Gaming,Cherry MX Red,Blue,FALSE,Wired,Black
Ducky DK9008S-REALG,0,Gaming,Cherry MX Red,Green,FALSE,Wired,Black
Ducky DK9008S-REALP,0,Gaming,Cherry MX Red,Purple,FALSE,Wired,Black
Ducky DK9008S-REALR,0,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
Ducky DK9008S-REALW,0,Gaming,Cherry MX Red,White,FALSE,Wired,Black
