name,price,type,efficiency,wattage,modular,color
Antec True Power,0.0,ATX,bronze,650,Full,Unknown
Cooler Master eXtreme Power Plus,0.0,ATX,Unknown,700,false,Unknown
Raidmax RX-1000AE,0.0,ATX,gold,1000,Semi,Unknown
Rosewill Green,170.0,ATX,plus,530,false,Unknown
GameMax GM,0.0,ATX,gold,500,Semi,Black
Antec NeoECO 750 Gold,0.0,ATX,gold,750,Semi,Black
Thermaltake Smart,0.0,ATX,bronze,750,Semi,Unknown
Thermaltake Toughpower GX1 RGB,0.0,ATX,gold,600,false,Black
XFX XT,0.0,ATX,bronze,600,false,Unknown
RAIJINTEK CRATOS,0.0,ATX,gold,850,Full,White
Raidmax RX-700AC,0.0,ATX,bronze,700,Semi,Unknown
FSP Group HEXA 85+ PRO,0.0,ATX,bronze,350,false,Black
be quiet! Pure Power 9,0.0,ATX,silver,500,Semi,Unknown
FSP Group Raider 650,0.0,ATX,bronze,650,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,850,Full,Unknown
ARESGAME AGS,0.0,ATX,gold,850,Semi,Black / Red
Zalman TeraMax II,0.0,ATX,gold,750,Full,Black
G.Skill PS750G,0.0,ATX,gold,750,Full,Black
XFX PRO Black Edition,0.0,ATX,gold,850,Full,Unknown
Cooler Master Silent Pro M2,0.0,ATX,silver,850,Semi,Unknown
Antec True Power,0.0,ATX,gold,650,false,Unknown
Super Flower Golden Green HX,0.0,ATX,gold,650,false,Unknown
Kingwin ABT-1050MM,89.99,ATX,Unknown,1050,false,Unknown
SeaSonic PRIME Ultra Platinum 550,0.0,ATX,platinum,550,Full,Black
SeaSonic SS-400ET Bronze,98.0,ATX,bronze,400,false,Unknown
Super Flower Leadex III ARGB Pro,164.99,ATX,gold,650,Full,Black
Rosewill Green,80.0,ATX,plus,430,false,Unknown
In Win PB,150.0,ATX,gold,750,Full,Unknown
Corsair CX-500 V3,0.0,ATX,bronze,500,false,Unknown
LC-Power LC6 V2.31,0.0,ATX,gold,750,Full,Black / Gray
SeaSonic PRIME Ultra Platinum 1000,0.0,ATX,platinum,1000,Full,Black
OCZ ZT,0.0,ATX,bronze,750,Full,Unknown
SeaSonic X,0.0,ATX,gold,750,Full,Unknown
Cooler Master MasterWatt Maker 1500 (no Bluetooth),0.0,ATX,titanium,1500,Full,Unknown
Rosewill RD-Z,0.0,ATX,plus,400,false,Black
Cooler Master Silent Pro Hybrid,0.0,ATX,gold,850,Full,Unknown
be quiet! Pure Power 11,0.0,ATX,bronze,350,false,Black
OCZ Fatal1ty,0.0,ATX,plus,550,Semi,Unknown
Raidmax RX-850AE,0.0,ATX,gold,850,Semi,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,650,Semi,Unknown
Thermaltake TR2,0.0,ATX,plus,800,false,Unknown
be quiet! System Power U9,0.0,ATX,bronze,700,false,Black
be quiet! System Power 8,0.0,ATX,plus,400,false,Unknown
FSP Group AURUM S 600W,0.0,ATX,gold,600,false,Unknown
SeaSonic FOCUS Plus Platinum,0.0,ATX,platinum,550,Full,Unknown
Super Flower Legion GX Pro,0.0,ATX,gold,850,Semi,Black
Enermax CYBERBRON,0.0,ATX,bronze,600,false,Black / Silver
Antec NeoECO Platinum,0.0,ATX,platinum,850,Full,Black
Antec High Current Gamer,0.0,ATX,bronze,850,Full,Black
Rosewill Capstone,0.0,ATX,gold,650,Semi,Unknown
BitFenix Whisper M,0.0,ATX,gold,850,Full,Unknown
BitFenix Whisper M,0.0,ATX,gold,450,Full,Unknown
Thermaltake Toughpower iRGB PLUS,0.0,ATX,titanium,1250,Full,Unknown
FSP Group HEXA 85+,0.0,ATX,bronze,350,false,Black
FSP Group HEXA 85+ PRO,0.0,ATX,bronze,750,false,Black
Diablotek PHD350,0.0,ATX,Unknown,350,false,Unknown
Xigmatek NRP-MC702,0.0,ATX,bronze,700,Full,Unknown
Thermaltake Toughpower GF A3 - TT Premium Edition,0.0,ATX,gold,1050,Full,Blue / Black
Deepcool DN400,0.0,ATX,Unknown,400,false,Unknown
Ultra LSP750,0.0,ATX,Unknown,750,false,Unknown
RIOTORO ENIGMA G2,0.0,ATX,gold,850,Full,Black / Yellow
RIOTORO BUILDER,0.0,ATX,plus,600,false,Black / Red
SHARKOON SilentStorm Icewind,0.0,ATX,bronze,750,Semi,White / Black
Antec NeoECO Classic,0.0,ATX,bronze,650,false,Black
Antec VP,0.0,ATX,Unknown,350,false,Unknown
SHARKOON WPM Bronze,0.0,ATX,bronze,500,Semi,Unknown
Zalman TeraMax II,0.0,ATX,gold,850,Full,White
Cougar GX-F,0.0,ATX,gold,550,Full,Black / Orange
Fractal Design Newton R3,0.0,ATX,platinum,600,Semi,Unknown
Fractal Design Integra R2,0.0,ATX,bronze,650,false,Unknown
Insignia NS-PCW5508,0.0,ATX,bronze,550,false,Black
Antec True Power,0.0,ATX,gold,550,false,Unknown
Thermaltake Toughpower,0.0,ATX,gold,1200,Semi,Unknown
"FSP Group Hydro PTM PRO,Gen5",0.0,ATX,platinum,1350,Full,Black
Rosewill SMG1050,0.0,ATX,gold,1050,Full,Black
KOLINK Core,0.0,ATX,plus,850,false,Black
RAIJINTEK CRATOS,0.0,ATX,gold,1200,Full,White
Rosewill VALENS-700M,0.0,ATX,gold,700,Semi,Unknown
Corsair CX-750 V3,0.0,ATX,bronze,750,false,Unknown
Phanteks AMP,0.0,ATX,gold,550,Full,Black
Silverstone Strider,0.0,ATX,bronze,500,false,Unknown
be quiet! Pure Power 10,0.0,ATX,silver,400,false,Unknown
XFX ProSeries,0.0,ATX,platinum,1000,Full,Unknown
Cougar SL500,0.0,ATX,Unknown,500,false,Unknown
Antec NeoECO,0.0,ATX,bronze,620,false,Unknown
Apevia ITX-AP250W,0.0,Mini ITX,Unknown,250,false,Unknown
Cooler Master Elite,0.0,ATX,Unknown,400,false,Unknown
SeaSonic SSP-350SE,0.0,ATX,bronze,350,false,Unknown
Antec Earthwatts Green,0.0,ATX,bronze,450,false,Unknown
Thermaltake Toughpower Grand RGB Platinum,0.0,ATX,platinum,1050,Full,Black
Enermax REVOLUTION ATX 3.0,0.0,ATX,gold,1000,Full,Black / White
Antec VP PLUS,0.0,ATX,plus,550,false,Unknown
Thermaltake Toughpower GX1 RGB,0.0,ATX,gold,500,false,Black
Raidmax Scorpio,0.0,ATX,bronze,535,Semi,Black / Blue
LEPA B650-SA,0.0,ATX,bronze,650,false,Unknown
SeaSonic CORE GX-500,0.0,ATX,gold,500,Full,Black / Gold
CoolMax ZX-700,0.0,ATX,plus,700,false,Unknown
FSP Group HEXA 85+,0.0,ATX,bronze,550,false,Black
Cooler Master Silent Pro M2,0.0,ATX,bronze,720,Semi,Unknown
Apevia Beast,0.0,ATX,Unknown,550,false,Unknown
Zalman zm-500-LE,0.0,ATX,Unknown,500,false,Unknown
be quiet! Dark Power Pro 11,0.0,ATX,platinum,1200,Semi,Unknown
Silverstone Strider,0.0,ATX,gold,750,Full,Unknown
XFX P1-650X-XXB9,0.0,ATX,bronze,650,Semi,Unknown
FSP Group Raider 750,0.0,ATX,bronze,750,false,Unknown
Replace Power RP-TFX-420W,0.0,TFX,Unknown,420,false,Unknown
Antec NeoECO Classic,0.0,ATX,bronze,550,false,Black
Fractal Design Anode Bronze,0.0,SFX,bronze,450,false,Black
Xilence Performance A+ III,0.0,ATX,bronze,650,false,Black / Red
be quiet! Power Zone,0.0,ATX,bronze,850,Full,Unknown
SeaSonic FOCUS,0.0,ATX,gold,500,Semi,Black
EVGA SuperNOVA 1050 GS,0.0,ATX,gold,1050,Full,Unknown
LEPA MX-F1,0.0,ATX,Unknown,600,false,Unknown
Rosewill ARC 650,0.0,ATX,bronze,650,false,Unknown
Antec Earthwatts,0.0,ATX,bronze,500,false,Unknown
Thermaltake Toughpower Grand RGB Platinum,0.0,ATX,platinum,850,Full,Black
be quiet! Straight Power 10,0.0,ATX,gold,500,false,Unknown
FSP Group FSP400-60GHS(85)-R,0.0,SFX,bronze,400,false,Unknown
SeaSonic PRIME Platinum,0.0,ATX,platinum,1000,Full,Unknown
SeaSonic PRIME Platinum,0.0,ATX,platinum,1200,Full,Unknown
Super Flower Golden Silent,0.0,ATX,gold,430,Semi,Unknown
Super Flower SF-1200F14MP White,0.0,ATX,platinum,1200,Full,Unknown
Thermaltake Toughpower DPS G,0.0,ATX,gold,450,Full,Unknown
Enermax TRIATHLOR ECO,0.0,ATX,bronze,1000,Semi,Unknown
YEYIAN Raiden RGB,0.0,ATX,gold,850,false,Black
Thermaltake TR2,0.0,ATX,Unknown,430,false,Unknown
Deepcool PN650D,0.0,ATX,gold,650,Full,Black
iTek GF EVO,0.0,ATX,gold,850,Full,Black
Thermaltake Toughpower,383.92,ATX,gold,1500,Semi,Unknown
Phanteks Revolt Pro,0.0,ATX,gold,1000,Full,Silver / Black
Enermax Platimax,0.0,ATX,platinum,1500,Full,Unknown
Thermaltake Toughpower SFX,0.0,SFX,gold,450,Full,Black
Antec VP,0.0,ATX,Unknown,500,false,Unknown
Antec VP,0.0,ATX,Unknown,700,false,Unknown
LC-Power LC6550 V2.3,0.0,ATX,bronze,550,false,Black
be quiet! Pure Power 10 CM,0.0,ATX,silver,600,Semi,Unknown
SeaSonic M12II,0.0,ATX,bronze,750,Semi,Unknown
Raidmax RX-630SS,0.0,ATX,Unknown,630,Semi,Unknown
Cougar SL600,0.0,ATX,Unknown,600,false,Unknown
Antec NeoECO,0.0,ATX,bronze,520,false,Unknown
HEC HEC250SRT,0.0,SFX,Unknown,250,false,Unknown
Cooler Master Silent Pro M,0.0,ATX,plus,600,Full,Unknown
Cooler Master eXtreme Power,0.0,ATX,Unknown,550,false,Unknown
EVGA Classified SR-2,0.0,ATX,silver,1200,Full,Unknown
OCZ ModXStream Pro,0.0,ATX,plus,500,Semi,Unknown
Silverstone Strider,0.0,ATX,silver,750,Full,Unknown
Thermaltake TR2,0.0,ATX,Unknown,600,false,Unknown
FSP Group AURUM S 500W,0.0,ATX,gold,500,false,Unknown
FSP Group Hydro G,0.0,ATX,gold,850,Full,Unknown
GameMax GM,0.0,ATX,gold,1800,false,Black
be quiet! STRAIGHT POWER E9 | 500W,0.0,ATX,gold,500,false,Unknown
Cooler Master i500,0.0,ATX,bronze,500,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,bronze,875,Full,Unknown
EVGA SuperNOVA 750 T2,0.0,ATX,titanium,750,Full,Unknown
Corsair VX450,0.0,ATX,plus,450,false,Unknown
FSP Group HEXA 85+,0.0,ATX,bronze,850,false,Black
Athena Power AP-MFATX22,0.0,Mini ITX,Unknown,220,false,Unknown
Rosewill Fortress,0.0,ATX,platinum,750,false,Unknown
SeaSonic PRIME Gold,0.0,ATX,gold,750,Full,Unknown
Sentey MBP HM,0.0,ATX,bronze,650,Semi,Black
Antec High Current Gamer,0.0,ATX,bronze,750,Semi,Unknown
SHARKOON SilentStorm Icewind,0.0,ATX,bronze,650,Semi,White / Black
OCZ StealthXStream,0.0,ATX,Unknown,700,false,Unknown
FSP Group FSP270-60LE,0.0,Mini ITX,plus,270,false,Unknown
Enermax ENP500AWT,0.0,ATX,plus,500,false,Unknown
Enermax EMD625AWT,0.0,ATX,bronze,625,Full,Unknown
Thermalright TP,0.0,ATX,platinum,850,Full,Black
FSP Group Raider S 550,0.0,ATX,silver,550,false,Unknown
Thermaltake Litepower,0.0,ATX,Unknown,350,false,Unknown
SilentiumPC Supremo L2,0.0,ATX,gold,650,false,Black
SeaSonic S12G,0.0,ATX,gold,550,false,Unknown
Rosewill ARC 450,0.0,ATX,bronze,450,false,Unknown
Super Flower Leadex III ARGB Pro,0.0,ATX,gold,850,Full,Black
Super Flower Leadex Silver,0.0,ATX,silver,550,Full,Unknown
Xilence XP830R8,0.0,ATX,bronze,830,false,Black / Red
be quiet! Straight Power 10 CM,0.0,ATX,gold,600,Semi,Unknown
Diablotek PSUL775,0.0,ATX,Unknown,775,false,Unknown
Raidmax Cobra,0.0,ATX,bronze,400,false,Unknown
Super Flower Amazon,0.0,ATX,bronze,300,false,Unknown
LEPA G800-MB,0.0,ATX,gold,800,Semi,Unknown
Thermalright TG,0.0,ATX,gold,1200,Full,White
In Win P75FII,0.0,ATX,gold,750,false,Black / Yellow
CoolMax ZX-600,0.0,ATX,plus,600,false,Unknown
Thermalright TB450S,0.0,ATX,bronze,450,false,Black
In Win IP-S300FF1-0,57.01,TFX,plus,300,false,Unknown
Super Flower Leadex III ARGB Pro,189.99,ATX,gold,750,Full,Black
Raidmax Vampire,0.0,ATX,gold,900,Semi,Unknown
Antec VP,0.0,ATX,Unknown,600,false,Unknown
FSP Group Raider S 750,0.0,ATX,silver,750,false,Unknown
LC-Power LC6450 V2.3,0.0,ATX,bronze,450,false,Black
Silverstone Strider,0.0,ATX,bronze,400,false,Unknown
Apevia ATX-VN500W,0.0,ATX,Unknown,500,false,Unknown
be quiet! Pure Power 10,0.0,ATX,bronze,350,false,Unknown
Antec VP650P,0.0,ATX,Unknown,650,false,Unknown
Rosewill Glacier 850M,0.0,ATX,bronze,850,Semi,Unknown
Super Flower Leadex Platinum,0.0,ATX,platinum,750,Full,Black
Silverstone Strider,0.0,ATX,bronze,600,Full,Unknown
Corsair CS550M,0.0,ATX,gold,550,Semi,Unknown
Zalman ZM1000-HP,0.0,ATX,plus,1000,Full,Unknown
Antec EDGE,0.0,ATX,gold,750,Full,Unknown
PC Power & Cooling Silencer MK III,0.0,ATX,bronze,600,Semi,Unknown
SeaSonic PRIME Ultra Gold 550,0.0,ATX,gold,550,Full,Black
Rosewill Capstone,0.0,ATX,gold,750,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,platinum,700,Semi,Unknown
LEPA N,0.0,ATX,Unknown,500,false,Unknown
HEC X-Power Pro 600,0.0,ATX,Unknown,600,false,Unknown
Cooler Master eXtreme Power,0.0,ATX,Unknown,600,false,Unknown
Cooler Master Silent Pro Gold,0.0,ATX,gold,1000,Semi,Unknown
OCZ StealthXstream II,0.0,ATX,plus,600,false,Unknown
OCZ Fatal1ty,0.0,ATX,bronze,750,Semi,Unknown
Rosewill Stallion,0.0,ATX,Unknown,400,false,Unknown
Silverstone Strider,0.0,ATX,bronze,650,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,bronze,575,Full,Unknown
Antec NeoECO 650 Gold,0.0,ATX,gold,650,Semi,Black
be quiet! Pure Power L7,0.0,ATX,plus,350,false,Unknown
Nexus NX-5000 R3,0.0,ATX,bronze,530,false,Unknown
Thermaltake Toughpower DPS G RGB Titanium,0.0,ATX,titanium,1000,Full,Unknown
Corsair GS800 2013 Edition,0.0,ATX,bronze,800,false,Unknown
Thermaltake Smart,0.0,ATX,bronze,650,Semi,Unknown
BitFenix Whisper M,0.0,ATX,gold,650,Full,Unknown
Apex AG-M,0.0,ATX,gold,650,Full,Black
Cooler Master MasterWatt Maker,0.0,ATX,titanium,1200,Full,Unknown
SeaSonic PRIME Platinum,0.0,ATX,platinum,650,Full,Unknown
Segotep GF,0.0,SFX,gold,750,Full,White
KOLINK Continuum,0.0,ATX,platinum,1200,Full,Black
Segotep GM,0.0,ATX,gold,1000,Full,Black
Cooler Master V Semi-Modular,0.0,ATX,gold,650,Semi,Unknown
Silverstone Essential,0.0,ATX,gold,650,Semi,Black / Blue
Cooler Master G450M,0.0,ATX,bronze,450,Semi,Unknown
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,0.0,ATX,Unknown,680,Semi,Unknown
Corsair TX650 V2,0.0,ATX,bronze,650,false,Unknown
NZXT HALE 90,0.0,ATX,gold,1000,Full,Unknown
Thermaltake Toughpower,0.0,ATX,gold,750,false,Unknown
Raidmax RX-500AF,0.0,ATX,bronze,500,false,Unknown
FSP Group VITA-1000GM,0.0,ATX,gold,1000,Full,Black
FSP Group AU-500FL,0.0,ATX,gold,500,Semi,Unknown
Tacens AP II,0.0,ATX,Unknown,500,false,Black / Green
Cooler Master V850 Platinum,0.0,ATX,platinum,850,Full,Black
EVGA SuperNOVA 1000 PQ,0.0,ATX,platinum,1000,Semi,Black
Zalman TeraMax II,0.0,ATX,gold,850,Full,Black
Zalman TeraMax II,0.0,ATX,gold,1000,Full,Black
FSP Group Berserker 500,0.0,ATX,bronze,500,false,Unknown
Cooler Master Hyper White,0.0,ATX,plus,600,false,Black
be quiet! PURE POWER L8 400W,0.0,ATX,bronze,400,false,Unknown
SeaSonic Platinum,0.0,ATX,platinum,520,Full,Unknown
Rosewill PHOTON-1200,0.0,ATX,gold,1200,Full,Unknown
Rosewill PHOTON-1050,0.0,ATX,gold,1050,Full,Unknown
Cooler Master MWE GOLD 550 V2,0.0,ATX,gold,550,false,Black
Silverstone Strider,0.0,ATX,gold,1500,Full,Unknown
Fractal Design Integra M,0.0,ATX,bronze,650,Semi,Unknown
be quiet! Straight Power 10 CM,0.0,ATX,gold,500,Semi,Unknown
Thermaltake Smart BX1 450,0.0,ATX,bronze,450,false,Black
Enermax REVOLUTION DUO,0.0,ATX,gold,700,false,Black
Azza PSAZ-700A14,0.0,ATX,bronze,700,false,Unknown
Cougar COUGAR-RS650,0.0,ATX,plus,650,false,Unknown
Azza PSAZ-850B14,0.0,ATX,Unknown,850,false,Unknown
SeaSonic Snow Silent,0.0,ATX,platinum,750,Full,Unknown
SeaSonic PRIME Gold,0.0,ATX,gold,1000,Full,Unknown
FSP Group SFX Pro,0.0,SFX,bronze,350,false,Black
Super Flower Leadex Gold,299.99,ATX,gold,1300,Full,Unknown
Enermax MaxTytan,0.0,ATX,titanium,800,Full,Unknown
Enermax MaxTytan,369.99,ATX,titanium,1050,Full,Unknown
Rosewill CS-850M,0.0,ATX,gold,850,Full,Black
RAIJINTEK CRATOS,0.0,ATX,gold,1000,Full,White
Antec True Power,230.81,ATX,bronze,850,Full,Unknown
Thermaltake Toughpower iRGB PLUS 1200 Platinum,0.0,ATX,platinum,1200,Full,Black
Fractal Design Anode Bronze,145.49,ATX,bronze,550,Semi,Black
Thermalright TP,0.0,ATX,platinum,1000,Full,Black
SeaSonic 850FX WHITE,0.0,ATX,gold,850,Full,White
Raidmax Vampire,0.0,ATX,gold,700,Semi,Unknown
Deepcool DQ650ST,0.0,ATX,gold,650,false,Unknown
Rosewill HIVE,0.0,ATX,bronze,550,Full,Unknown
LC-Power LC6350 V2.3,0.0,ATX,bronze,350,false,Black
XFX XTR,0.0,ATX,gold,550,Full,Unknown
XFX XTR,0.0,ATX,gold,650,Full,Unknown
Fractal Design Edison M,0.0,ATX,gold,450,Semi,Unknown
Thermaltake Smart,0.0,ATX,plus,630,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,gold,1375,Semi,Unknown
Cougar VTE X2,0.0,ATX,plus,700,false,Black
SeaSonic M12II,0.0,ATX,bronze,850,Semi,Unknown
Cooler Master Silent Pro Hybrid,0.0,ATX,gold,1050,Full,Unknown
Rosewill RX750-S-B,0.0,ATX,plus,750,false,Unknown
Zalman ACRUX,0.0,ATX,platinum,850,Full,Black / Silver
Antec Earthwatts,124.98,ATX,bronze,500,false,Unknown
HEC HEC350TEWX,0.0,ATX,plus,350,false,Unknown
Cooler Master GX,0.0,ATX,plus,650,false,Unknown
Cooler Master Silent Pro M,0.0,ATX,bronze,1000,Semi,Unknown
Enermax ELT720AWT-ECO_II,0.0,ATX,plus,720,Full,Unknown
Thermaltake TR2,0.0,ATX,bronze,500,false,Unknown
Thermaltake TR2,0.0,ATX,bronze,600,false,Unknown
Thermaltake TR2,0.0,ATX,plus,1200,Semi,Unknown
Zalman ZM500-HP,0.0,ATX,Unknown,500,Semi,Unknown
Thermaltake TR2,0.0,ATX,gold,500,false,Unknown
Deepcool PM600D,0.0,ATX,gold,600,false,Black
Rosewill Quark 750,0.0,ATX,platinum,750,Full,Unknown
be quiet! STRAIGHT POWER E9 | 450W,0.0,ATX,gold,450,false,Unknown
Thermaltake Toughpower DPS G RGB Titanium,0.0,ATX,titanium,850,Full,Unknown
Cooler Master i700,0.0,ATX,bronze,700,false,Unknown
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,0.0,ATX,bronze,650,Semi,Black / Gray
Antec High Current Gamer Gold,0.0,ATX,gold,1000,Full,Black
Super Flower Leadex III Super Pro,0.0,ATX,bronze,550,Full,Black
Cooler Master GXII,0.0,ATX,bronze,750,false,Unknown
FSP Group Dagger 600,0.0,SFX,gold,600,Full,Black
Thermalright AG-850,0.0,ATX,gold,850,Full,White
Cooler Master GX,0.0,ATX,plus,750,Semi,Unknown
be quiet! PURE POWER 9 CM,0.0,ATX,silver,600,Semi,Unknown
Zalman zm-750-XG,0.0,ATX,gold,750,Semi,Unknown
Fractal Design Newton R3,0.0,ATX,platinum,1000,Semi,Unknown
Azza PSAZ-850PT14,0.0,ATX,platinum,850,Semi,Unknown
SeaSonic PRIME Platinum,0.0,ATX,platinum,750,Full,Unknown
KOLINK Core,0.0,ATX,plus,500,false,Black
Rosewill CFZ,0.0,ATX,bronze,600,Semi,Black
Cooler Master V Gold,0.0,ATX,gold,750,Full,Black
KOLINK Classic Power,0.0,ATX,bronze,400,false,Black / Red
Antec High Current Gamer,0.0,ATX,bronze,620,false,Unknown
EVGA SuperNOVA NEX1500 Classified,0.0,ATX,gold,1500,Full,Unknown
Antec High Current Gamer,0.0,ATX,bronze,520,false,Unknown
Thermaltake Toughpower,0.0,ATX,gold,650,false,Unknown
SeaSonic X,0.0,ATX,gold,660,Full,Unknown
XFX Core Edition,0.0,ATX,bronze,650,false,Unknown
be quiet! Pure Power L8,0.0,ATX,bronze,500,false,Unknown
Silverstone Essential,0.0,ATX,bronze,750,false,Black
SeaSonic S12G,0.0,ATX,gold,650,false,Unknown
Sparkle ATX-300PA,189.99,ATX,Unknown,300,false,Unknown
be quiet! System Power 10 U,0.0,ATX,gold,850,false,Black
Diablotek PSDA300,0.0,ATX,Unknown,300,false,Unknown
Fractal Design Integra M,0.0,ATX,bronze,750,Semi,Unknown
Fractal Design Integra M,0.0,ATX,bronze,450,Semi,Unknown
Nfortec Sagitta RGB,0.0,ATX,gold,850,Full,Black
Fractal Design Tesla R2,0.0,ATX,gold,650,false,Unknown
Deepcool GamerStorm DQ-M,0.0,ATX,gold,850,Full,Black / Silver
be quiet! Straight Power 10 CM,0.0,ATX,gold,700,Semi,Unknown
Antec High Current Gamer Extreme,0.0,ATX,gold,850,Full,Unknown
Super Flower Golden Green HX,0.0,ATX,gold,550,false,Unknown
LC-Power LC6460GP3 V2.3 230V,0.0,ATX,silver,460,false,Black
Thermaltake Toughpower,0.0,ATX,gold,1000,Semi,Unknown
SeaSonic Platinum,0.0,ATX,platinum,1050,Full,Unknown
EVGA 500 BT,0.0,ATX,bronze,500,false,Black
Thermaltake Toughpower DPS G,0.0,ATX,gold,650,Full,Unknown
Enermax Revolution D.F. 12,129.99,ATX,gold,750,Full,Black
KOLINK KL-SFX450,0.0,SFX,bronze,450,false,Black / Green
Antec Earthwatts Green,104.64,ATX,bronze,430,false,Unknown
LC-Power LC8550 V2.31 Prophet,0.0,ATX,bronze,550,Semi,Black / Blue
Logisys PS550E12,0.0,ATX,Unknown,550,false,Unknown
Deepcool DQ550ST,0.0,ATX,gold,550,false,Unknown
Cooler Master V450,0.0,ATX,gold,450,Semi,Unknown
Corsair GS500,0.0,ATX,plus,500,false,Unknown
BitFenix Formula Gold 450,0.0,ATX,gold,450,false,Unknown
BitFenix Formula Gold 550,0.0,ATX,gold,550,false,Unknown
Enermax REVOLUTION X't,0.0,ATX,gold,630,Semi,Unknown
Ultra X4,0.0,ATX,bronze,750,Full,Unknown
Fractal Design Edison M,0.0,ATX,gold,750,Semi,Unknown
be quiet! Pure Power 10 CM,0.0,ATX,silver,700,Semi,Unknown
Apevia ATX-VS450W,0.0,ATX,Unknown,450,false,Unknown
Thortech Thunderbolt PLUS,0.0,ATX,gold,1200,Full,Unknown
Chieftec Polaris 3.0,176.68,ATX,gold,850,Full,Black
Chieftec Polaris 3.0,0.0,ATX,gold,1250,Full,Black
PC Power & Cooling Silencer MK III,0.0,ATX,bronze,500,Semi,Unknown
SeaSonic PRIME Ultra Gold 650,0.0,ATX,gold,650,Full,Black
Antec True Power,0.0,ATX,bronze,550,Full,Unknown
Antec True Power,0.0,ATX,bronze,750,Semi,Unknown
In Win Commander,0.0,ATX,plus,1200,Full,Unknown
Raidmax RX-1200AE,0.0,ATX,bronze,1200,Semi,Unknown
Rosewill Green,0.0,ATX,bronze,700,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,bronze,675,Semi,Unknown
XFX Black Edition,0.0,ATX,silver,750,Full,Unknown
Zalman ZM770-XT,0.0,ATX,bronze,770,Full,Unknown
Thermaltake TR2,0.0,ATX,gold,600,false,Unknown
Enermax REVOLUTION X't,0.0,ATX,gold,730,Semi,Unknown
Enermax NAXN ADV.,0.0,ATX,bronze,550,false,Unknown
Cooler Master New GX,0.0,ATX,plus,550,false,Unknown
FSP Group AURUM S 400W,0.0,ATX,gold,400,false,Unknown
Rosewill Quark 850,0.0,ATX,platinum,850,Full,Unknown
FSP Group Hydro G,0.0,ATX,gold,650,Full,Unknown
Antec High Current Gamer,0.0,ATX,bronze,400,Semi,Unknown
Apevia Raptor,0.0,ATX,Unknown,450,false,Black / Red
Antec NeoECO 550 Gold,0.0,ATX,gold,550,Semi,Black
be quiet! Dark Power Pro 10,0.0,ATX,gold,750,Semi,Unknown
Thermaltake Toughpower DPS G RGB,0.0,ATX,titanium,1250,Full,Unknown
SeaSonic PRIME Gold,0.0,ATX,gold,650,Full,Unknown
Topower TOP-800WB,0.0,ATX,bronze,800,false,Unknown
FSP Group Twins,0.0,ATX,gold,500,false,Unknown
FSP Group Twins,0.0,ATX,gold,700,false,Unknown
Antec VP PLUS,0.0,ATX,plus,550,false,Black
Thermaltake Toughpower GF A3 - TT Premium Edition,0.0,ATX,gold,850,Full,Black
RAIJINTEK CRATOS,0.0,ATX,gold,1200,Full,Black
Rosewill TOKAMAK 1200,0.0,ATX,titanium,1200,Full,Unknown
CoolMax ZU-500B,0.0,ATX,bronze,500,Semi,Unknown
Super Flower Leadex V Pro,0.0,ATX,gold,850,Full,Black
Thermaltake Smart,0.0,ATX,bronze,1200,Semi,Unknown
GAMDIAS ASTRAPE P1 G,0.0,ATX,gold,750,Full,Black / Multicolor
Raidmax RX-735AP,0.0,ATX,bronze,735,Semi,Unknown
Xigmatek NRP-MC1002,0.0,ATX,bronze,1000,Full,Unknown
StarTech ATX2POWER350,150.0,ATX,Unknown,350,false,Unknown
Silverstone Strider,0.0,ATX,gold,500,false,Unknown
RIOTORO ENIGMA G2,0.0,ATX,gold,650,Full,Black / Yellow
Silverstone Strider,0.0,ATX,gold,650,Full,Unknown
Cougar VTX,0.0,ATX,bronze,700,false,Unknown
Sentey MBP HM,0.0,ATX,bronze,550,Semi,Black
KOLINK Core RGB,0.0,ATX,plus,600,false,Black
KOLINK Continuum,0.0,ATX,platinum,850,Full,Black
PC Power & Cooling Silencer Mk II,0.0,ATX,silver,750,false,Unknown
KOLINK KL-SFX350,0.0,SFX,bronze,350,false,Black / Green
In Win PB,0.0,ATX,gold,650,Full,Unknown
Fractal Design Tesla R2,0.0,ATX,gold,800,false,Unknown
OCZ ZX,0.0,ATX,gold,850,Semi,Unknown
OCZ ZX,0.0,ATX,gold,1250,Full,Unknown
Rosewill LEPTON 600,0.0,ATX,gold,600,Semi,Black
Cooler Master MASTERWATT MAKER MIJ,0.0,ATX,titanium,1200,Full,Unknown
Thermaltake Toughpower,0.0,ATX,gold,550,false,Unknown
XFX P1-750S-NLB9,0.0,ATX,bronze,750,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,bronze,650,Full,Unknown
"FSP Group Hydro PTM PRO,Gen5",0.0,ATX,platinum,1650,Full,Black
