name,price,type,efficiency,wattage,modular,color
ARESGAME AGT,0.0,ATX,gold,1000,Full,Black
Corsair CX550F,0.0,ATX,bronze,550,Full,White / Black
Gigabyte UD1000GM PG5,187.14,ATX,gold,1000,Full,Black
Thermalright TG,0.0,ATX,gold,850,Full,Black
Corsair CS750M,216.99,ATX,gold,750,Semi,Unknown
Corsair AX760,0.0,ATX,platinum,760,Full,Unknown
"FSP Group Hydro PTM X PRO,Gen5",170.0,ATX,platinum,1000,Full,Black
FSP Group FSP300-60LG,153.59,Mini ITX,bronze,300,false,Unknown
Thermaltake Toughpower PF3,0.0,ATX,platinum,1200,Full,Black
Cooler Master V SFX Gold ATX 3.0,0.0,SFX,gold,850,Full,White
Cooler Master GX III GOLD,155.63,ATX,gold,750,Full,Black / Purple
SeaSonic PRIME Titanium,599.0,ATX,titanium,1000,Full,Unknown
Chieftec GPS-600A8,0.0,ATX,plus,600,false,Unknown
NZXT C (2019),0.0,ATX,gold,850,Full,Black
Cooler Master MWE 500,0.0,ATX,plus,500,false,Black
SeaSonic S12II,0.0,ATX,bronze,520,false,Unknown
Sparkle FSP300-60ATV,59.99,ATX,Unknown,300,false,Unknown
be quiet! System Power 9,0.0,ATX,bronze,500,false,Black
SeaSonic PRIME SNOWSILENT,0.0,ATX,titanium,750,Full,White
EVGA SuperNOVA G FTW,169.99,ATX,gold,1000,Full,Black
Thermaltake Thermaltake TP-750M,0.0,ATX,gold,750,Semi,Unknown
Silverstone DA1650 Gold,0.0,ATX,gold,1650,Full,Black / White
ADATA XPG KYBER,0.0,ATX,gold,850,false,Black
Lian Li PE,0.0,SFX,platinum,750,Full,Unknown
Corsair RM850,0.0,ATX,gold,850,Full,Unknown
Deepcool DQ850M-V3L,0.0,ATX,gold,850,Full,Black
SeaSonic M12II,0.0,ATX,bronze,620,false,Unknown
Cooler Master MWE GOLD 650 V2,0.0,ATX,gold,650,false,Black
FSP Group Hydro GE,84.78,ATX,gold,650,Full,Unknown
Corsair RM650x,203.4,ATX,gold,650,Full,Unknown
Antec VP PLUS,124.46,ATX,plus,700,false,Black
EVGA SuperNOVA 850 G7,0.0,ATX,gold,850,Full,Black / Blue
be quiet! Straight Power 11,0.0,ATX,platinum,850,Full,Black
Silverstone Strider,0.0,ATX,plus,500,false,Unknown
Super Flower Leadex Platinum,259.99,ATX,platinum,1600,Full,Black
Azza ARGB,64.98,ATX,bronze,650,false,Black
be quiet! Straight Power 11,0.0,ATX,platinum,1000,Full,Black
be quiet! Pure Power 11 FM 750,0.0,ATX,gold,750,Full,Black
Thermaltake Litepower,0.0,ATX,Unknown,450,false,Unknown
ADATA XPG Core Reactor II,159.99,ATX,gold,1200,Full,Black
Thermaltake Toughpower SFX 600W Gold,135.04,SFX,gold,600,Full,Black
Thermaltake Smart SE,245.47,ATX,Unknown,630,Semi,Unknown
Thermaltake Smart SE,110.0,ATX,Unknown,530,Semi,Black
SeaSonic FOCUS SGX (2021),0.0,SFX,gold,650,Full,Black
EVGA SuperNOVA 850 G+,169.99,ATX,gold,850,Full,Unknown
NOX Hummer GD,0.0,ATX,gold,750,false,Unknown
Gigabyte B700H,0.0,ATX,bronze,700,Semi,Black
SeaSonic VERTEX GX,0.0,ATX,gold,1000,Full,White
Enermax Revolution D.F.,106.99,ATX,gold,750,Full,Black / Silver
Thermaltake Toughpower GF1 Snow - TT Premium,0.0,ATX,gold,750,Full,White
"FSP Group Hydro PTM X PRO,Gen5",249.99,ATX,platinum,1200,Full,Black
SeaSonic S12III,119.0,ATX,bronze,550,false,Black
Cooler Master V1000,0.0,ATX,gold,1000,Full,Unknown
FSP Group Hydro K Pro ATX3.0,0.0,ATX,bronze,850,false,Black
SeaSonic PRIME PX,169.99,ATX,platinum,750,Full,Black / Silver
Logisys PS550E12BK,39.99,ATX,Unknown,550,false,Unknown
KOLINK Core,0.0,ATX,plus,700,false,Black
Deepcool PN850M,0.0,ATX,gold,850,Full,Black
Thermaltake Toughpower Grand RGB Platinum,329.95,ATX,platinum,1200,Full,Black
Corsair Vengeance 650M,0.0,ATX,silver,650,Semi,Black
EVGA 450 B3,0.0,ATX,bronze,450,Full,Unknown
Corsair CX430M,0.0,ATX,bronze,430,Semi,Unknown
be quiet! Dark Power 12,292.89,ATX,titanium,750,Full,Black
Cougar GEX,0.0,ATX,gold,650,Full,Black
Thermaltake Smart Pro RGB,169.99,ATX,bronze,750,Full,Unknown
Chieftec GPS-700A8,0.0,ATX,bronze,700,false,Black / White
Montech CENTURY,0.0,ATX,gold,850,Full,Black
SHARKOON SilentStorm Icewind Black,0.0,ATX,bronze,750,Semi,Black
SeaSonic CORE GM,0.0,ATX,gold,550,Semi,Black
Thermalright TG,0.0,ATX,gold,750,Full,Black
EVGA SuperNOVA 850 T2,0.0,ATX,titanium,850,Full,Unknown
GAMDIAS KRATOS M1 B,0.0,ATX,bronze,600,false,Black
EVGA SuperNOVA 650 GS,0.0,ATX,gold,650,Full,Unknown
Super Flower Leadex V Pro,249.99,ATX,gold,1000,Full,Black / Gold
Fractal Design Ion+ 660P,0.0,ATX,platinum,660,Full,Black
Chieftec Polaris,0.0,ATX,gold,750,Full,Black
NZXT C (2019),109.98,ATX,gold,750,Full,Black
Thermaltake Toughpower SFX,0.0,SFX,gold,550,Full,Black
Chieftec Polaris,0.0,ATX,gold,650,Full,Black
EVGA GE,0.0,ATX,gold,500,false,Black
Corsair TX850,0.0,ATX,plus,850,false,Unknown
SeaSonic PRIME Ultra Titanium,0.0,ATX,titanium,650,Full,Unknown
FSP Group Hydro Pro,0.0,ATX,bronze,700,false,Black
Corsair CS550M,0.0,ATX,gold,550,Semi,Unknown
GameMax GM,0.0,ATX,bronze,500,Semi,Black
Deepcool PN750M,0.0,ATX,gold,750,Full,Black
Super Flower Leadex III ARGB,167.99,ATX,gold,850,Full,White
LC-Power LC6 V2.31,0.0,ATX,gold,1000,Full,Black / Gray
Thermaltake Toughpower GF1 Snow - TT Premium,0.0,ATX,gold,850,Full,White
SeaSonic VERTEX GX,0.0,ATX,gold,1200,Full,White
Silverstone Strider,103.36,ATX,gold,550,Full,Unknown
SeaSonic FOCUS,0.0,ATX,platinum,550,Full,Black
Thermaltake Smart,0.0,ATX,bronze,650,false,Unknown
"FSP Group Hydro PTM X PRO,Gen5",143.76,ATX,platinum,850,Full,Black
Corsair RM550,224.99,ATX,gold,550,Full,Unknown
Thermaltake TR2 S 550W,0.0,ATX,plus,550,false,Unknown
Corsair RM1000i,0.0,ATX,gold,1000,Full,Unknown
BitFenix Formula Bronze,0.0,ATX,bronze,600,false,Black
Thermaltake Smart RGB,0.0,ATX,plus,600,false,Unknown
Deepcool PK450D,0.0,ATX,bronze,450,false,Black
Zalman ZM-600-GT,0.0,ATX,bronze,600,Semi,Unknown
Corsair HX850,0.0,ATX,gold,850,Semi,Unknown
Corsair GS800,0.0,ATX,bronze,800,false,Unknown
Deepcool DA700N,0.0,ATX,bronze,700,false,Black
EVGA 600 BA,0.0,ATX,bronze,600,false,Black
Enermax REVOLUTION D.F. 2,106.99,ATX,gold,1200,Full,Black
Silverstone DA850R-GMA,0.0,ATX,gold,850,Full,White
YEYIAN Raiden,0.0,ATX,bronze,650,false,Black
Silverstone DA750R-GMA,0.0,ATX,gold,750,Full,Black
Thermaltake TPD-0550M,0.0,ATX,gold,550,Semi,Unknown
SeaSonic FOCUS,0.0,ATX,platinum,650,Full,Black
Corsair HX750,273.99,ATX,gold,750,Semi,Unknown
Phanteks Revolt SFX,0.0,SFX,platinum,750,Full,Black
be quiet! Pure Power L8,0.0,ATX,bronze,300,false,Unknown
EVGA SuperNOVA NEX750B,0.0,ATX,bronze,750,Semi,Unknown
Thermalright TB550S,0.0,ATX,bronze,550,false,Black
SeaSonic PRIME PX,0.0,ATX,platinum,850,Full,Black / Silver
Cougar COUGAR-GX1050,164.99,ATX,gold,1050,Semi,Unknown
Cooler Master XG650,0.0,ATX,platinum,650,Full,Black
Thermaltake Toughpower PF3,0.0,ATX,platinum,850,Full,Black
Corsair HX1050,429.0,ATX,gold,1050,Semi,Unknown
Deepcool DQ1000M-V3L,0.0,ATX,gold,1000,Full,Black
be quiet! Pure Power 11 CM,0.0,ATX,gold,700,Semi,Black
NOX URANO TX,0.0,ATX,Unknown,850,false,Unknown
Deepcool DA500,0.0,ATX,bronze,500,false,Black / Gold
Deepcool PL650D,0.0,ATX,bronze,650,false,Black
Silverstone Strider Titanium,339.99,ATX,titanium,1100,Full,Black / Blue
Gigabyte GP-G750H,0.0,ATX,gold,750,Semi,Black
Gigabyte UD-GM PG5,160.99,ATX,gold,850,Full,Black
Cougar GEX,205.22,ATX,gold,1050,Full,Black
be quiet! Straight Power 11,0.0,ATX,platinum,1200,Full,Black
Thermaltake Smart,0.0,ATX,bronze,750,false,Unknown
Corsair TX950,0.0,ATX,bronze,950,false,Unknown
PowerSpec PS 550BF,0.0,ATX,bronze,550,false,Black
NZXT HALE82 V2 550W,0.0,ATX,bronze,550,Full,Unknown
Cougar GEX,0.0,ATX,gold,750,Full,Black
Corsair AX850,319.99,ATX,gold,850,Full,Unknown
Deepcool PL750D,0.0,ATX,bronze,750,false,Black
SeaSonic FOCUS Plus Platinum,0.0,ATX,platinum,650,Full,Unknown
be quiet! Pure Power 11 FM 650,0.0,ATX,gold,650,Full,Black
NOX Hummer X,0.0,ATX,gold,650,Full,Black
GAMDIAS KRATOS P1 G,0.0,ATX,gold,650,false,Black
Thermaltake Smart BM2,0.0,ATX,bronze,750,Semi,Black
Corsair RM850i,0.0,ATX,gold,850,Full,Unknown
Cooler Master G750M,0.0,ATX,bronze,750,Semi,Unknown
Rosewill HIVE,0.0,ATX,bronze,750,Semi,Unknown
Thermaltake Toughpower PF3-L,149.99,ATX,platinum,850,Full,Black
Thermaltake TR2,59.99,ATX,bronze,450,false,Unknown
be quiet! Straight Power 11 450W,250.0,ATX,gold,450,Full,Unknown
Solid Gear SDGR-750E,0.0,ATX,Unknown,750,false,Unknown
SeaSonic ATX3-FOCUS-GX-1000-WHITE,0.0,ATX,gold,1000,Full,White
SeaSonic PRIME Ultra Gold 750,109.99,ATX,gold,750,Full,Black
KOLINK Classic Power,0.0,ATX,bronze,500,false,Black / Red
Corsair G800,0.0,ATX,plus,800,false,Unknown
FSP Group Hydro G PRO ATX3.0(PCIe5.0),0.0,ATX,gold,1000,Full,Black
Cooler Master MWE Gold 1250 - V2,0.0,ATX,gold,1250,Full,Black
In Win Classic,0.0,ATX,platinum,900,Full,Unknown
Cooler Master MWE Gold 1050 - V2,0.0,ATX,gold,1050,Full,Black
Corsair VS550,0.0,ATX,Unknown,550,false,Unknown
Cougar POLAR,209.99,ATX,platinum,1050,Full,White
EVGA SuperNOVA 650 P6,140.11,ATX,platinum,650,Full,Black / Silver
be quiet! Pure Power 11 CM,0.0,ATX,gold,600,Semi,Black
Corsair HX650,0.0,ATX,gold,650,Semi,Unknown
ENDORFY Supremo FM5,0.0,ATX,gold,650,Full,Black
Corsair CX450M (2021),0.0,ATX,bronze,450,Semi,Black
In Win P85FII,0.0,ATX,gold,850,false,Black / Yellow
Super Flower LEADEX VII Platinum PRO,269.99,ATX,platinum,1200,Full,Black
SeaSonic FOCUS Gold,0.0,ATX,gold,750,Semi,Unknown
Athena Power AP-MFATX40,0.0,Mini ITX,bronze,400,false,Unknown
Cooler Master MWE Bronze 550,132.19,ATX,bronze,550,false,Black
FSP Group HYPER K PRO,0.0,ATX,plus,600,false,Black / Yellow
SeaSonic FOCUS Gold,0.0,ATX,gold,650,Semi,Unknown
FSP Group Dagger Pro,0.0,SFX,gold,750,Full,Black / Gold
Antec High Current Gamer Gold,0.0,ATX,gold,650,Full,Black
Xigmatek NRP-PC602,0.0,ATX,bronze,600,false,Unknown
Apex AG-M,0.0,ATX,gold,750,Full,Black
EVGA SuperNOVA 750 B2,0.0,ATX,bronze,750,Semi,Unknown
Thermaltake Toughpower PF1 - TT Premium Edition,0.0,ATX,platinum,850,Full,Black
NZXT C550,0.0,ATX,bronze,550,Semi,Black
KOLINK Classic Power,0.0,ATX,bronze,600,false,Black / Red
Thermaltake Toughpower GF A3 ATX 3.0,0.0,ATX,gold,1200,Full,Black
Corsair TX850M,0.0,ATX,bronze,850,Semi,Unknown
GameMax GP,0.0,ATX,bronze,550,false,Black
Antec High Current Gamer Gold,0.0,ATX,gold,750,Full,Black
Thermaltake TR2,0.0,ATX,Unknown,600,false,Unknown
"FSP Group Hydro PTM PRO,Gen5",269.99,ATX,platinum,1200,Full,Black
EVGA 460 BP,0.0,ATX,bronze,460,false,Black
Apevia Spirit,0.0,ATX,Unknown,700,false,Unknown
be quiet! System Power 9,0.0,ATX,bronze,400,false,Black
Zalman TX,0.0,ATX,Unknown,700,false,Unknown
EVGA SuperNOVA NEX750G Gold,0.0,ATX,gold,750,Full,Unknown
Fractal Design Ion+ 860P,0.0,ATX,platinum,860,Full,Black
Super Flower LEADEX VII Platinum PRO,229.99,ATX,platinum,1000,Full,Black
Deepcool DQ-M-V2L,179.19,ATX,gold,850,Full,Black / Green
Apevia ATX-JP1000W,91.97,ATX,bronze,1000,false,Unknown
Corsair RM650i,0.0,ATX,gold,650,Full,Unknown
Silverstone Essential,0.0,ATX,bronze,650,false,Black
Corsair TX650M,0.0,ATX,bronze,650,Semi,Unknown
Antec VP PLUS,0.0,ATX,plus,500,false,Black
Cooler Master 700W MasterWatt Lite 230V,0.0,ATX,plus,700,false,Unknown
Segotep GM,0.0,ATX,gold,850,Full,White
be quiet! Pure Power 11 FM 850,299.89,ATX,gold,850,Full,Black
KOLINK Modular Power,0.0,ATX,bronze,500,Semi,Black
Cooler Master V1300 Platinum,391.9,ATX,platinum,1300,Full,Black
Cooler Master MWE White V2 230V,0.0,ATX,plus,400,false,Black
Cooler Master V750,0.0,ATX,gold,750,Full,Unknown
Montech GAMMA II,0.0,ATX,gold,750,false,Black
SHARKOON SilentStorm Icewind Black,0.0,ATX,bronze,650,Semi,Black
KOLINK Core RGB,0.0,ATX,plus,500,false,Black
SHARKOON SilentStorm Cool Zero 850,168.81,ATX,gold,850,Full,Black
LC-Power OFFICE SERIES,0.0,ATX,Unknown,600,false,Black
Corsair VS500,199.93,ATX,plus,500,false,Unknown
Cooler Master B500 ver.2,0.0,ATX,plus,500,false,Unknown
EVGA 450 W3,0.0,ATX,plus,450,false,Black
ENDORFY Supremo FM5,0.0,ATX,gold,1000,Full,Black
Deepcool PX1000P,229.99,ATX,platinum,1000,Full,Black / Silver
Cooler Master MWE Gold V2 ATX3.0,0.0,ATX,gold,1250,Full,White
CoolMax V-500,32.79,ATX,Unknown,500,false,Unknown
Deepcool PQ650M,128.98,ATX,gold,650,Full,Black
SeaSonic M12II,0.0,ATX,bronze,520,Full,Unknown
Thermaltake Toughpower GF1 Snow - TT Premium,0.0,ATX,gold,650,Full,White
be quiet! System Power 9,0.0,ATX,bronze,700,false,Black
Cooler Master 600W MasterWatt Lite 230V,0.0,ATX,plus,600,false,Unknown
ADATA XPG PYLON,0.0,ATX,bronze,450,false,Black
Cooler Master G650M,0.0,ATX,bronze,650,Semi,Unknown
Cougar BXM750,97.62,ATX,bronze,750,Semi,Orange / Black
Corsair GS700,0.0,ATX,bronze,700,false,Unknown
SeaSonic Prime Fanless PX-450,0.0,ATX,platinum,450,Full,Black
Corsair Vengeance 650M,0.0,ATX,bronze,650,Semi,Unknown
Cooler Master MasterWatt Lite 500W Full Range,0.0,ATX,plus,500,false,Unknown
Cooler Master MWE GOLD 550 V2 FULL MODULAR,0.0,ATX,gold,550,Full,Black
Enermax Revolution D.F. 12,149.99,ATX,gold,850,Full,White
Cooler Master MWE Gold V2 ATX3.0,0.0,ATX,gold,750,Full,Black
Athena Power Apollo,49.99,SFX,Unknown,300,false,Unknown
Thermaltake Toughpower GF1 ARGB,0.0,ATX,gold,650,Full,Unknown
LC-Power LC6650 V2.3,0.0,ATX,bronze,650,false,Black
Cooler Master V550 Gold V2,0.0,ATX,gold,550,Full,Black
Corsair RM450,0.0,ATX,gold,450,Full,Unknown
Chieftec ATMOS,149.15,ATX,gold,750,Full,Black
FSP Group HEXA+,0.0,ATX,Unknown,500,false,Unknown
Enermax MAXREVO,0.0,ATX,gold,1800,Full,Black
SeaSonic X,0.0,ATX,gold,650,Full,Unknown
Mars Gaming MP700,0.0,ATX,Unknown,700,false,Unknown
Silverstone Strider,0.0,ATX,plus,600,false,Unknown
ENDORFY Supremo FM5,0.0,ATX,gold,850,Full,Black
Deepcool DA600-M,0.0,ATX,bronze,600,Full,Black
ADATA XPG CYBERCORE II,279.99,ATX,platinum,1300,Full,Black
ADATA XPG CYBERCORE,209.99,ATX,platinum,1300,Full,Black / Silver
Silverstone Essential,94.39,ATX,gold,750,false,Black / Yellow
SeaSonic PRIME PX,0.0,ATX,platinum,650,Full,Black / Silver
be quiet! Dark Power Pro 11,0.0,ATX,platinum,850,Semi,Unknown
SeaSonic ATX3-FOCUS-GX-850-WHITE,0.0,ATX,gold,850,Full,White
Raidmax Vortex,0.0,ATX,gold,600,false,Black
Antec High Current Gamer Gold,0.0,ATX,gold,850,Full,Black
Antec CSK,0.0,ATX,bronze,450,false,Black / Yellow
EVGA 550 B3,0.0,ATX,bronze,550,Full,Unknown
Thermaltake Smart BM2,0.0,ATX,bronze,450,Semi,Black
SeaSonic VERTEX PX-750,179.99,ATX,platinum,750,Full,Black / Silver
EVGA SuperNOVA G FTW,114.99,ATX,gold,850,Full,Black
Antec EARTHWATTS GOLD PRO 750,172.8,ATX,gold,750,Semi,Black
In Win A55,0.0,ATX,plus,550,false,Black
Thermaltake Toughpower GF1 ARGB,0.0,ATX,gold,850,Full,Unknown
Cougar GEX X2,0.0,ATX,gold,850,Full,Black
Fractal Design Anode Bronze,0.0,ATX,bronze,650,Semi,Black
SeaSonic Core GC,0.0,ATX,gold,650,false,Black
Xilence XP750MR9,0.0,ATX,gold,750,Semi,Black / Red
Cooler Master Silent Pro Gold,0.0,ATX,gold,800,Semi,Unknown
GameMax GP,0.0,ATX,bronze,500,false,Black
Thermaltake Smart RGB 230V,0.0,ATX,plus,700,false,Black
Thermaltake Smart BX1 RGB 750,0.0,ATX,bronze,750,false,Black
Thermaltake Smart RGB,0.0,ATX,plus,500,false,Black
ADATA XPG CYBERCORE II,209.99,ATX,platinum,1000,Full,Black
Thermaltake Toughpower SFX,0.0,SFX,gold,650,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,0.0,ATX,platinum,1050,Full,Unknown
Antec High Current Gamer,155.31,ATX,bronze,620,Semi,Unknown
Deepcool PN650M,0.0,ATX,gold,650,Full,Black
FSP Group HYPER K PRO,0.0,ATX,plus,500,false,Black / Yellow
be quiet! STRAIGHT POWER E9 | 480W CM,0.0,ATX,gold,480,Full,Unknown
be quiet! Pure Power 10,0.0,ATX,silver,500,false,Unknown
Antec VP PLUS,0.0,ATX,plus,450,false,Black
SeaSonic TFX 350,0.0,TFX,gold,350,Full,Unknown
Gigabyte GreenMax Plus,0.0,ATX,bronze,650,false,Unknown
NZXT E500,0.0,ATX,gold,500,Full,Black
Asus ROG-STRIX-850G-GUNDAM-EDITION,0.0,ATX,gold,850,Full,White
Fractal Design Ion Gold,142.27,ATX,gold,650,Full,Black
Silverstone Strider,98.8,ATX,bronze,700,Full,Unknown
Antec Signature Platinum,0.0,ATX,platinum,1300,Full,Black
Corsair TX550M,0.0,ATX,bronze,550,Semi,Unknown
Thermaltake TR2,0.0,ATX,bronze,380,false,Unknown
GameMax GM,0.0,ATX,bronze,300,false,Silver
SilentiumPC Vero L2,0.0,ATX,bronze,600,false,Black
Super Flower Golden Green HX,0.0,ATX,gold,350,false,Unknown
Cooler Master GXII,0.0,ATX,gold,750,Full,Black
KOLINK Regulator,149.99,ATX,gold,1000,Full,Black
Enermax MarbleBron RGB,0.0,ATX,bronze,850,Semi,White
be quiet! Pure Power 11 FM 550,0.0,ATX,gold,550,Full,Black
Gigabyte PW400,0.0,ATX,plus,400,false,Black
Phanteks AMP,0.0,ATX,gold,650,Full,Black
KOLINK KL-SFX250,0.0,SFX,bronze,250,false,Black / Green
SeaSonic G,0.0,ATX,gold,550,Semi,Unknown
Cooler Master MWE GOLD 750 V2,0.0,ATX,gold,750,false,Black
Cooler Master MWE GOLD 850 V2,0.0,ATX,gold,850,false,Black
be quiet! Dark Power 12,0.0,ATX,titanium,850,Full,Black
Silverstone DA550 Gold,0.0,ATX,gold,550,Full,Black / White
Super Flower Leadex V Platinum Pro,169.99,ATX,platinum,850,Full,White
KOLINK Core RGB,0.0,ATX,plus,700,false,Black
FSP Group Hydro Pro,0.0,ATX,bronze,600,false,Black
EVGA 500 BA,64.69,ATX,bronze,500,false,Black
Corsair TX850 V2,0.0,ATX,bronze,850,false,Unknown
be quiet! Pure Power 11 CM,0.0,ATX,gold,500,Semi,Black
Deepcool DQ650-M-V2L,0.0,ATX,gold,650,Full,Black
Silverstone SFX,0.0,SFX,gold,450,Full,Unknown
PC Power & Cooling PM0600,115.73,ATX,bronze,600,Semi,Black / Red
Thermaltake Toughpower Grand RGB 750 SE,0.0,ATX,gold,750,Full,Black
Cooler Master V850,0.0,ATX,gold,850,Full,Black
Antec VP PLUS,0.0,ATX,plus,600,false,Black
Gigabyte PB500,0.0,ATX,bronze,500,false,Unknown
Antec NeoECO Gold ZEN,0.0,ATX,gold,600,false,Black / Gold
Corsair TX750M,0.0,ATX,bronze,750,Semi,Unknown
Cooler Master V1200,0.0,ATX,platinum,1200,Full,Unknown
Corsair HX1000,479.99,ATX,plus,1000,Semi,Unknown
Corsair GS600,0.0,ATX,bronze,600,false,Unknown
FSP Group Hydro G Pro,0.0,ATX,gold,850,Full,Black
Montech CENTURY,0.0,ATX,gold,650,Full,Black
be quiet! STRAIGHT POWER E9 | 580W CM,0.0,ATX,gold,580,Semi,Unknown
SeaSonic PRIME Ultra Gold 850,129.99,ATX,gold,850,Full,Black
SeaSonic PRIME TX-650,0.0,ATX,titanium,650,Full,Black
Cooler Master MWE Bronze V2,0.0,ATX,bronze,500,false,Black
ENDORFY Vero L5,0.0,ATX,bronze,500,false,Black
be quiet! Straight Power 11 550W,0.0,ATX,gold,550,Full,Unknown
BitFenix BFG GOLD ATX3.0,0.0,ATX,gold,750,Full,Black
Cooler Master MWE,0.0,ATX,bronze,600,false,Black
be quiet! Dark Power Pro 11,0.0,ATX,platinum,650,Semi,Unknown
G.Skill PS850G,0.0,ATX,gold,850,Full,Black
be quiet! System Power 10 U,0.0,ATX,bronze,550,false,Black
EVGA SuperNOVA 850 B2,0.0,ATX,bronze,850,Semi,Unknown
Silverstone Essential,91.23,ATX,gold,750,Semi,Black / Blue
LC-Power LC6560GP3 V2.3 230V,0.0,ATX,silver,560,false,Black
be quiet! TFX Power 3 300,115.94,TFX,gold,300,false,Black
FSP Group DAGGER PRO ATX3.0,0.0,SFX,gold,850,Semi,Black
Silverstone Strider Platinum,211.32,ATX,platinum,850,Full,Unknown
Corsair CS450M,0.0,ATX,gold,450,Semi,Unknown
SeaSonic CORE GX-650,0.0,ATX,gold,650,Full,Black
Segotep GM,0.0,ATX,gold,750,Full,White
SeaSonic G,0.0,ATX,gold,360,false,Unknown
ARESGAME AGS,0.0,ATX,gold,750,Semi,Black / Red
Thermaltake TR2,0.0,ATX,bronze,500,false,Unknown
EVGA W3,0.0,ATX,plus,500,false,Black
Enermax PlatiGemini,249.99,ATX,platinum,1200,Full,Black
Rosewill HIVE,0.0,ATX,bronze,850,Full,Unknown
Silverstone ST75F-GS-V3,98.5,ATX,gold,750,Full,Black
Xilence XP550R9,134.0,ATX,gold,550,false,Black / Red
Corsair VX550,0.0,ATX,plus,550,false,Unknown
Cooler Master X Silent Edge Platinum,0.0,ATX,platinum,850,Full,Black
NZXT HALE90 V2 1000W,0.0,ATX,gold,1000,Full,Unknown
be quiet! Pure Power 11 CM,0.0,ATX,gold,400,Semi,Black
Cooler Master V700,0.0,ATX,gold,700,Full,Unknown
SilentiumPC Vero L2,0.0,ATX,bronze,500,false,Black
EVGA SuperNOVA 750 G1,0.0,ATX,gold,750,Full,Unknown
Fractal Design Integra M,0.0,ATX,bronze,550,Semi,Unknown
Cooler Master G550M,0.0,ATX,bronze,550,Semi,Unknown
Segotep GF,0.0,SFX,gold,750,Full,Black / Gray
Xilence XP850MR9,139.01,ATX,gold,850,Semi,Black / Red
FSP Group Hyper M85+,0.0,ATX,bronze,650,Semi,Black
Thermaltake Toughpower PF1 - TT Premium Edition,224.99,ATX,platinum,750,Full,Black
KOLINK Core,0.0,ATX,plus,400,false,Black
Cooler Master GX III GOLD,0.0,ATX,gold,650,Full,Black / Purple
Silverstone Strider,276.45,ATX,silver,1500,false,Unknown
Corsair VS400,369.0,ATX,plus,400,false,Unknown
SeaSonic FOCUS,0.0,ATX,gold,650,Semi,Black
EVGA 650 B3,0.0,ATX,bronze,650,Full,Unknown
Thermaltake Toughpower Grand,0.0,ATX,platinum,600,Semi,Unknown
Thermaltake Smart,0.0,ATX,bronze,550,false,Unknown
Corsair AX750,0.0,ATX,gold,750,Full,Unknown
Super Flower Legion GX Pro,0.0,ATX,gold,650,Semi,Black
Cougar STX,0.0,ATX,plus,650,false,Unknown
Cooler Master B600 ver. 2,0.0,ATX,plus,600,false,Black
Antec EARTHWATTS GOLD PRO 650,0.0,ATX,gold,650,Semi,Black
Thermaltake Smart BX1 RGB 650,0.0,ATX,bronze,650,false,Black
Silverstone Extreme 1200R Platinum,0.0,SFX,Unknown,1200,Full,Unknown
Deepcool PN850D,0.0,ATX,gold,850,Full,Black
SeaSonic PRIME Ultra Platinum 750,169.99,ATX,platinum,750,Full,Black
be quiet! Pure Power 10,0.0,ATX,silver,600,false,Unknown
Raidmax XT,0.0,ATX,Unknown,500,false,Unknown
Cooler Master MWE Gold,0.0,ATX,gold,550,Full,Black
EVGA 610 BP,0.0,ATX,bronze,610,false,Black
FSP Group Raider 550,0.0,ATX,bronze,550,false,Unknown
SHARKOON WPM Bronze,0.0,ATX,bronze,600,Semi,Unknown
be quiet! Pure Power L8,0.0,ATX,bronze,350,false,Unknown
Silverstone Nightjar,0.0,ATX,platinum,520,Full,Unknown
Thermalright TG,0.0,ATX,gold,1000,Full,Black
SeaSonic SS-300TFX Bronze,62.9,TFX,bronze,300,false,Unknown
FSP Group Hydro PTM PRO,179.99,ATX,platinum,1000,Full,Black
SeaSonic PRIME Ultra Titanium,0.0,ATX,titanium,750,Full,Unknown
KOLINK Regulator,169.99,ATX,gold,1200,Full,Black
Chieftec Polaris,233.85,ATX,gold,550,Full,Black
EVGA 700 B1,217.49,ATX,bronze,700,false,Unknown
LC-Power LC6 V2.31,0.0,ATX,gold,1000,Full,White / Gray
Silverstone Strider Titanium,0.0,ATX,titanium,1500,Full,Black / Blue
Silverstone SX600-G,0.0,SFX,gold,600,Full,Unknown
Deepcool PM800D,0.0,ATX,gold,800,false,Black
Antec VP PLUS,0.0,ATX,plus,550,false,Black
Silverstone NJ450-SXL,0.0,SFX,platinum,450,Full,Black / Blue
Aerocool P7 Platinum,0.0,ATX,platinum,850,Full,Black
MSI MAG A650BN EVA e-PROJECT,0.0,ATX,bronze,650,false,Black / Purple
Silverstone HELA R,0.0,ATX,platinum,1300,Full,Black
Silverstone Strider Titanium,187.18,ATX,titanium,700,Full,Unknown
Thermaltake Toughpower GF2 ARGB,144.99,ATX,gold,750,Full,Black
FSP Group FSP220-60LE(80),0.0,Mini ITX,plus,220,false,Unknown
SeaSonic Platinum,0.0,ATX,platinum,1000,Full,Unknown
FSP Group CANNON PRO (230V),0.0,ATX,gold,2000,Full,Black
SeaSonic X,0.0,ATX,gold,400,Full,Unknown
Cooler Master MWE Gold 550,0.0,ATX,gold,550,false,Black
